time,event
0.0,0
37.54,100
37.54,200
37.72,100
38.18,100
61.2,100
61.2,200
62.48,100
114.68,100
168.25,100
168.7,100
171.13,100
171.13,200
176.29,100
177.91,100
201.59,100
202.58,100
202.91,100
302.22,100
303.03,100
303.03,200
355.21,100
366.74,100
401.72,100
402.79,100
407.48,100
425.03,100
506.51,100
507.49,100
543.86,100
543.86,200
628.14,100
633.37,100
635.34,100
673.79,100
674.38,100
695.98,100
696.69,100
711.13,100
713.09,100
713.97,100
714.55,100
714.55,200
0.0,0
0.0,0
0.0,0
0.0,0
107.58,100
107.58,200
160.0,100
173.03,100
173.63,100
173.63,200
196.6,100
242.94,100
248.67,100
317.0,100
318.46,100
318.46,200
334.18,100
339.54,100
341.09,100
341.4,100
342.51,100
343.55,100
343.84,100
343.84,200
344.49,100
357.5,100
360.51,100
415.19,100
418.98,100
421.43,100
421.96,100
422.87,100
425.21,100
425.21,200
433.25,100
434.19,100
434.41,100
435.42,100
436.24,100
436.48,100
486.95,100
487.71,100
488.38,100
491.51,100
497.3,100
497.3,200
594.36,100
596.11,100
596.82,100
600.4,100
602.77,100
605.17,100
611.52,100
616.64,100
641.94,100
643.12,100
644.23,100
661.28,100
662.08,100
662.08,200
666.19,100
668.61,100
670.67,100
671.88,100
672.22,100
673.86,100
674.47,100
681.63,100
681.99,100
684.14,100
686.33,100
686.69,100
690.04,100
690.66,100
703.15,100
703.15,200
749.52,100
750.14,100
752.08,100
752.4,100
754.02,100
756.04,100
760.51,100
760.99,100
761.38,100
762.14,100
763.75,100
764.64,100
790.73,100
792.1,100
792.61,100
795.5,100
819.8,100
819.8,200
836.46,100
840.54,100
841.16,100
857.23,100
861.02,100
861.91,100
862.93,100
864.15,100
865.33,100
887.52,100
889.29,100
890.88,100
891.38,100
904.22,100
907.41,100
907.89,100
913.83,100
919.14,100
919.85,100
919.85,200
975.39,100
976.38,100
977.54,100
978.05,100
980.04,100
986.83,100
994.73,100
1003.13,100
1003.79,100
1007.61,100
1008.25,100
1018.18,100
1019.2,100
1021.14,100
1022.46,100
1042.36,100
1062.82,100
1064.91,100
1070.91,100
1076.93,100
1079.04,100
1079.04,200
1117.07,100
1140.03,100
1141.12,100
1141.66,100
1144.9,100
1145.65,100
1146.15,100
1147.05,100
1148.02,100
1148.85,100
1149.45,100
1150.77,100
1152.01,100
1152.26,100
1189.34,100
1198.95,100
1215.75,100
1218.08,100
1220.79,100
1223.45,100
1224.05,100
1227.37,100
1228.07,100
1228.07,200
1235.76,100
1250.53,100
1251.3,100
1251.57,100
1253.26,100
1254.48,100
1255.1,100
1260.28,100
1267.64,100
1275.09,100
1275.65,100
1276.8,100
1277.18,100
1277.38,100
1278.18,100
1278.66,100
1284.65,100
1285.44,100
1286.07,100
1287.06,100
1287.51,100
1289.19,100
1291.69,100
1292.1,100
1295.14,100
1295.14,200
1317.98,100
1318.51,100
1320.87,100
1329.86,100
1331.05,100
1332.07,100
1334.04,100
1337.45,100
1346.34,100
1347.14,100
1347.6,100
1348.6,100
1349.28,100
1352.72,100
1355.08,100
1355.79,100
1356.3,100
1362.71,100
1372.35,100
1373.78,100
1374.43,100
1377.02,100
1377.53,100
1378.92,100
1379.85,100
1385.5,100
1389.29,100
1389.29,200
1412.71,100
1418.77,100
1421.67,100
1428.49,100
1428.94,100
1429.44,100
1429.99,100
1430.55,100
1431.48,100
1432.24,100
1433.56,100
1437.02,100
1437.66,100
1446.13,100
1448.06,100
1449.64,100
1451.53,100
1451.89,100
1454.04,100
1454.68,100
1459.13,100
1459.26,100
1459.9,100
1460.27,100
1461.53,100
1461.67,100
1463.04,100
1464.96,100
1467.25,100
1467.25,200
1507.28,100
1508.8,100
1510.48,100
1513.48,100
1518.38,100
1519.03,100
1519.78,100
1520.0,100
1520.97,100
1531.43,100
1533.26,100
1535.15,100
1536.58,100
1540.27,100
1547.81,100
1553.25,100
1555.39,100
1557.95,100
1560.6,100
1561.67,100
1562.25,100
1568.46,100
1570.35,100
1571.52,100
1571.86,100
1580.7,100
1582.5,100
