Date,Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 -,A2 -,A[1],A[2]
101117,BA1653,AG,17,1,1756,5,9,0,0,0,0,0
101117,BA1653,AG,17,1,1759,9,0,0,1,0,0,0
101117,BA1653,AG,17,1,1766,9,10,0,0,0,0,0
101117,BA1653,AG,17,1,1770,10,0,0,0,0,1,0
101117,BA1653,AG,17,1,1841,10,2,0,0,0,0,0
101117,BA1653,AG,17,1,1842,2,6,0,0,0,0,0
101117,BA1653,AG,17,1,2344,6,8,2,0,1,0,0
101117,BA1653,AG,17,1,2354,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,2369,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,2394,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,2396,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,2400,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,2403,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,2404,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,2407,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,2410,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,2413,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,2417,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,2447,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,2472,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,2477,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,2482,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,2569,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,2577,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,2579,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,2694,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,2704,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,2754,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,2842,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,2845,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,2850,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,2852,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,2871,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,2874,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,2884,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,2894,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,2982,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,2989,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,2992,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,2993,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,3003,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,3069,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,3072,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,3082,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,3106,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,3154,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,3164,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,3168,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,3171,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,3181,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,3194,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,3197,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,3207,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,3220,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,3319,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,3329,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,3394,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,3443,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,3451,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,3452,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,3453,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,3481,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,3484,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,3494,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,3534,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,3642,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,3644,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,3652,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,3678,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,3687,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,3688,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,3694,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,3702,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,3704,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,3705,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,3715,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,3734,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,3759,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,3760,8,0,0,0,1,0,1
101117,BA1653,AG,17,1,3764,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,3766,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,3769,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,3824,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,3832,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,3838,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,3842,8,7,0,0,1,0,0
101117,BA1653,AG,17,1,3867,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,3888,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,3891,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,3898,8,7,0,0,1,0,0
101117,BA1653,AG,17,1,3913,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,3973,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,3983,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,3985,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,3989,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,3999,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,4011,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,4037,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,4047,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,4080,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,4087,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,4094,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,4097,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,4098,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,4108,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,4123,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,4125,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,4130,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,4132,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,4135,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,4148,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,4181,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,4183,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,4185,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,4187,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,4191,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,4192,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,4202,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,4227,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,4230,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,4240,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,4264,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,4282,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,4284,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,4288,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,4292,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,4315,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,4397,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,4403,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,4407,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,4410,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,4412,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,4418,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,4420,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,4422,7,8,2,0,1,0,1
101117,BA1653,AG,17,1,4432,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,4434,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,4466,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,4476,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,4563,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,4596,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,4606,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,4667,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,4691,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,4696,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,4699,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,4701,8,9,0,0,0,0,0
101117,BA1653,AG,17,1,4708,9,0,0,0,0,0,1
101117,BA1653,AG,17,1,4711,9,10,0,0,0,0,0
101117,BA1653,AG,17,1,4786,10,2,0,0,0,0,0
101117,BA1653,AG,17,1,4787,2,6,0,0,0,0,0
101117,BA1653,AG,17,1,5144,6,8,2,0,1,0,0
101117,BA1653,AG,17,1,5151,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,5154,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5155,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5165,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5184,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,5187,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5188,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,5189,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,5197,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5221,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,5223,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5226,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,5233,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5244,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5248,8,0,0,0,1,0,1
101117,BA1653,AG,17,1,5254,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5273,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,5344,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5354,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5374,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,5375,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5384,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,5385,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5389,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5392,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,5399,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5443,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5453,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5460,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,5463,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5473,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5485,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,5486,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5494,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,5495,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,5496,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5500,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,5502,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5512,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5528,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,5535,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5538,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,5545,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5583,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5593,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5628,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,5724,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5734,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5738,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,5744,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5750,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,5754,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5755,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5759,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,5764,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,5765,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5779,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,5785,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5795,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5800,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,5802,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5812,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5815,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,5850,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5856,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,5858,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,5860,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,5886,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,5966,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5968,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,5976,8,7,0,0,1,0,0
101117,BA1653,AG,17,1,5981,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,5982,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,5992,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,6005,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,6007,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6008,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,6010,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,6017,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,6036,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,6040,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6042,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,6043,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,6050,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,6071,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,6074,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6084,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,6111,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,6133,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6137,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,6139,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,6143,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,6197,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,6231,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6236,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,6240,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,6241,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,6250,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,6290,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6296,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,6300,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,6301,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6311,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,6320,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,6325,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6335,8,7,0,0,0,0,1
101117,BA1653,AG,17,1,6337,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6347,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,6359,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,6366,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6376,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,6385,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,6390,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6400,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,6402,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,6427,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6431,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,6435,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,6437,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,6477,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,6513,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6515,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,6523,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,6545,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6555,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,6565,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,6650,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6655,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,6660,8,7,0,0,1,0,0
101117,BA1653,AG,17,1,6664,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,6693,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6703,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,6725,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,6728,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6738,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,6744,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,6774,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,6784,8,9,0,0,0,0,0
101117,BA1653,AG,17,1,6794,9,10,0,0,0,0,1
101117,BA1653,AG,17,1,6869,10,2,0,0,0,0,0
101117,BA1653,AG,17,1,6870,2,6,0,0,0,0,0
101117,BA1653,AG,17,1,7097,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7116,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,7214,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7219,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,7233,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7260,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,7334,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7370,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,7385,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7395,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,7404,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7435,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,7535,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7580,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,7596,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7611,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,7635,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7644,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,7658,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7666,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,7674,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7720,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,7731,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7742,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,7795,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7823,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,7838,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7843,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,7850,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7853,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,7888,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7897,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,7904,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7917,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,7930,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,7979,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,8039,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,8080,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,8088,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,8104,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,8141,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,8152,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,8211,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,8237,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,8273,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,8292,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,8374,6,0,0,1,0,0,0
101117,BA1653,AG,17,1,8410,6,0,0,0,0,1,0
101117,BA1653,AG,17,1,9769,6,8,2,0,1,0,0
101117,BA1653,AG,17,1,9779,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,9807,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,10007,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,10010,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,10017,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,10019,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,10029,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,10041,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,10180,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,10181,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,10190,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,10218,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,10226,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,10228,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,10231,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,10236,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,10238,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,10239,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,10241,8,7,0,0,1,0,0
101117,BA1653,AG,17,1,10265,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,10342,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,10352,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,10359,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,10482,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,10492,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,10496,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,10500,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,10510,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,10519,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,10525,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,10535,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,10552,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,10556,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,10566,8,7,0,0,0,0,0
101117,BA1653,AG,17,1,10599,7,0,0,0,0,0,1
101117,BA1653,AG,17,1,10600,7,8,2,0,1,0,0
101117,BA1653,AG,17,1,10606,8,0,0,0,0,0,1
101117,BA1653,AG,17,1,10609,8,0,0,0,1,0,0
101117,BA1653,AG,17,1,10610,8,7,0,0,0,0,0
