date,subject,frval,runnum,trial,trial2,frpointer,frpointerB,borpointer,borpointer2,bolpointer,time,fr_irt,prp,fr_prp,uo_prp,event
12/27/17,BA1657,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,300
12/27/17,BA1657,25,1,0,1,0,0,0,0,1,1.58,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,1,1,0,0,0,4.33,2.75,0,0,0,120
12/27/17,BA1657,25,1,1,1,0,1,1,1,0,14.33,0.0,0,0,0,400
12/27/17,BA1657,25,1,1,1,0,1,0,0,2,20.79,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,3,21.93,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,4,22.32,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,5,22.7,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,6,23.64,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,7,23.9,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,8,24.49,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,9,25.11,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,10,25.44,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,11,26.58,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,12,27.48,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,13,28.33,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,14,30.59,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,15,30.95,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,16,31.17,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,17,32.59,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,18,32.65,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,19,32.69,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,20,32.87,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,21,33.06,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,22,33.36,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,23,34.98,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,24,35.57,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,1,0,0,25,36.16,0.0,0,0,0,100
12/27/17,BA1657,0,1,0,0,-1,-1,0,0,0,36.16,0.0,0,0,0,200
12/27/17,BA1657,25,1,0,1,0,0,0,0,26,61.19,25.03,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,0,0,0,27,62.63,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,0,0,0,28,69.63,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,0,0,0,29,70.09,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,0,0,0,30,70.43,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,0,0,0,31,70.71,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,0,0,0,32,71.11,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,0,0,0,33,71.76,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,0,0,0,34,72.5,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,0,0,0,35,73.22,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,0,0,0,36,74.07,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,0,0,0,37,74.93,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,0,0,0,38,76.13,0.0,0,0,0,100
12/27/17,BA1657,25,1,1,1,0,0,0,0,39,76.34,0.0,0,0,0,100
