date,trial,fr,fr_prp,uo_prp,uo_resps,uo_fr_resps,uo_uo_resps,localrate,timeouts,p_to,p_to_sr,sr_rate,iri,max_fr
12/11/17,1.0,25,,,0,0,0,118.297,0,0.0,0.0,23.659,2.536,125
12/11/17,2.0,50,0.14999999999999999,,0,0,0,163.31,0,0.0,0.0,16.331,3.674,125
12/11/17,3.0,75,0.42999999999999999,,0,0,0,157.288,0,0.0,0.0,10.486,5.722,125
12/11/17,4.0,100,23.469999999999999,,0,0,0,122.549,0,0.0,0.0,6.127,9.792,125
12/11/17,5.0,125,48.93,46.439999999999998,0,0,0,126.156,1,0.2,0.2,2.833,21.178,125
12/11/17,6.0,150,*,*,*,*,*,*,*,*,*,*,*,125
12/11/17,7.0,175,*,*,*,*,*,*,*,*,*,*,*,125
12/11/17,8.0,200,*,*,*,*,*,*,*,*,*,*,*,125
12/11/17,9.0,225,*,*,*,*,*,*,*,*,*,*,*,125
12/11/17,10.0,250,*,*,*,*,*,*,*,*,*,*,*,125
12/11/17,11.0,275,*,*,*,*,*,*,*,*,*,*,*,125
12/11/17,12.0,300,*,*,*,*,*,*,*,*,*,*,*,125
12/11/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,125
12/12/17,1.0,25,,,0,0,0,119.522,0,0.0,0.0,52.59,1.141,300
12/12/17,2.0,50,0.23999999999999999,,0,0,0,167.411,0,0.0,0.0,36.83,1.629,300
12/12/17,3.0,75,14.31,,0,0,0,177.096,0,0.0,0.0,25.974,2.31,300
12/12/17,4.0,100,3.6299999999999999,,0,0,0,161.507,0,0.0,0.0,17.766,3.377,300
12/12/17,5.0,125,22.870000000000001,4.5899999999999999,2,2,0,135.894,1,0.0833,0.09091,11.04,5.435,300
12/12/17,6.0,150,22.91,6.1100000000000003,0,0,0,152.156,1,0.0833,0.09091,10.113,5.933,300
12/12/17,7.0,175,,34.714999999999996,1,1,0,94.98,2,0.1667,0.18182,3.739,16.049,300
12/12/17,8.0,200,6.2599999999999998,,0,0,0,182.122,0,0.0,0.0,10.017,5.99,300
12/12/17,9.0,225,41.770000000000003,,0,0,0,126.015,0,0.0,0.0,6.161,9.739,300
12/12/17,10.0,250,6.6200000000000001,,0,0,0,156.283,0,0.0,0.0,6.876,8.725,300
12/12/17,11.0,275,268.55000000000001,,0,0,0,127.119,0,0.0,0.0,5.085,11.8,300
12/12/17,12.0,300,,2.3599999999999999,1,1,0,1.022,1,0.0833,0.09091,5.623,10.67,300
12/12/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,300
12/13/17,1.0,25,,,0,0,0,85.812,0,0.0,0.0,27.46,2.185,225
12/13/17,2.0,50,0.63,,0,0,0,154.242,0,0.0,0.0,24.679,2.431,225
12/13/17,3.0,75,3.4399999999999999,,0,0,0,147.88,0,0.0,0.0,15.774,3.804,225
12/13/17,4.0,100,21.379999999999999,,0,0,0,120.24,0,0.0,0.0,9.619,6.237,225
12/13/17,5.0,125,1.21,,0,0,0,159.236,0,0.0,0.0,10.191,5.888,225
12/13/17,6.0,150,56.060000000000002,,0,0,0,111.912,0,0.0,0.0,5.969,10.053,225
12/13/17,7.0,175,1.6699999999999999,7.9100000000000001,0,0,0,156.787,1,0.1111,0.125,6.41,9.36,225
12/13/17,8.0,200,5.7300000000000004,,0,0,0,77.076,0,0.0,0.0,3.083,19.461,225
12/13/17,9.0,225,4.3499999999999996,,0,0,0,96.894,0,0.0,0.0,59.627,1.006,225
12/13/17,10.0,250,*,*,*,*,*,*,*,*,*,*,*,225
12/13/17,11.0,275,*,*,*,*,*,*,*,*,*,*,*,225
12/13/17,12.0,300,*,*,*,*,*,*,*,*,*,*,*,225
12/13/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,225
12/14/17,1.0,25,,,0,0,0,105.783,0,0.0,0.0,50.776,1.182,325
12/14/17,2.0,50,0.089999999999999997,,0,0,0,113.938,0,0.0,0.0,27.345,2.194,325
12/14/17,3.0,75,33.810000000000002,,0,0,0,82.539,0,0.0,0.0,13.206,4.543,325
12/14/17,4.0,100,2.1299999999999999,,0,0,0,166.574,0,0.0,0.0,19.989,3.002,325
12/14/17,5.0,125,7.5899999999999999,,0,0,0,137.817,0,0.0,0.0,13.23,4.535,325
12/14/17,6.0,150,0.0099999999999800006,,0,0,0,54.493,0,0.0,0.0,4.359,13.763,325
12/14/17,7.0,175,4.96,,0,0,0,89.92,0,0.0,0.0,6.166,9.731,325
12/14/17,8.0,200,1.9299999999999999,,0,0,0,108.903,0,0.0,0.0,6.534,9.183,325
12/14/17,9.0,225,,20.710000000000001,1,1,0,147.493,2,0.1538,0.16667,7.866,7.628,325
12/14/17,10.0,250,240.05000000000001,,0,0,0,93.44,0,0.0,0.0,4.485,13.378,325
12/14/17,11.0,275,3.8100000000000001,,0,0,0,130.024,0,0.0,0.0,5.674,10.575,325
12/14/17,12.0,300,22.59,,0,0,0,106.603,0,0.0,0.0,4.264,14.071,325
12/14/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,325
12/15/17,1.0,25,,,0,0,0,113.379,0,0.0,0.0,31.746,1.89,200
12/15/17,2.0,50,1.1899999999999999,,0,0,0,142.653,0,0.0,0.0,19.971,3.004,200
12/15/17,3.0,75,17.460000000000001,,0,0,0,160.485,0,0.0,0.0,14.979,4.006,200
12/15/17,4.0,100,1.04,,0,0,0,108.774,0,0.0,0.0,7.614,7.88,200
12/15/17,5.0,125,3.2000000000000002,,0,0,0,71.654,0,0.0,0.0,4.013,14.953,200
12/15/17,6.0,150,,6.3399999999999999,1,1,0,118.265,1,0.125,0.14286,5.519,10.871,200
12/15/17,7.0,175,13.75,,0,0,0,26.704,0,0.0,0.0,1.068,56.171,200
12/15/17,8.0,200,*,*,*,*,*,*,*,*,*,*,*,200
12/15/17,9.0,225,*,*,*,*,*,*,*,*,*,*,*,200
12/15/17,10.0,250,*,*,*,*,*,*,*,*,*,*,*,200
12/15/17,11.0,275,*,*,*,*,*,*,*,*,*,*,*,200
12/15/17,12.0,300,*,*,*,*,*,*,*,*,*,*,*,200
12/15/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,200
12/16/17,1.0,25,,,0,0,0,144.788,0,0.0,0.0,34.749,1.727,150
12/16/17,2.0,50,0.040000000000000001,,0,0,0,170.94,0,0.0,0.0,20.513,2.925,150
12/16/17,3.0,75,21.489999999999998,,0,0,0,130.473,0,0.0,0.0,10.438,5.748,150
12/16/17,4.0,100,2.2799999999999998,,0,0,0,121.09,0,0.0,0.0,7.265,8.258,150
12/16/17,5.0,125,52.700000000000003,,0,0,0,120.851,0,0.0,0.0,5.801,10.343,150
12/16/17,6.0,150,3.98,,0,0,0,55.368,0,0.0,0.0,2.215,27.092,150
12/16/17,7.0,175,*,*,*,*,*,*,*,*,*,*,*,150
12/16/17,8.0,200,*,*,*,*,*,*,*,*,*,*,*,150
12/16/17,9.0,225,*,*,*,*,*,*,*,*,*,*,*,150
12/16/17,10.0,250,*,*,*,*,*,*,*,*,*,*,*,150
12/16/17,11.0,275,*,*,*,*,*,*,*,*,*,*,*,150
12/16/17,12.0,300,*,*,*,*,*,*,*,*,*,*,*,150
12/16/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,150
12/17/17,1.0,25,,,0,0,0,135.993,0,0.0,0.0,48.957,1.226,250
12/17/17,2.0,50,1.3300000000000001,,0,0,0,188.917,0,0.0,0.0,34.005,1.764,250
12/17/17,3.0,75,3.77,,0,0,0,171.168,0,0.0,0.0,20.54,2.921,250
12/17/17,4.0,100,0.32000000000000001,,0,0,0,150.981,0,0.0,0.0,13.588,4.416,250
12/17/17,5.0,125,32.390000000000001,,0,0,0,169.837,0,0.0,0.0,12.228,4.907,250
12/17/17,6.0,150,1.1499999999999999,2.5800000000000001,0,0,0,134.933,1,0.1,0.11111,7.794,7.698,250
12/17/17,7.0,175,47.380000000000003,,0,0,0,136.381,0,0.0,0.0,7.014,8.554,250
12/17/17,8.0,200,,3.3399999999999999,0,0,0,136.147,1,0.1,0.11111,6.127,9.793,250
12/17/17,9.0,225,,46.609999999999999,0,0,0,109.391,1,0.1,0.11111,4.376,13.712,250
12/17/17,10.0,250,222.66999999999999,,0,0,0,57.416,0,0.0,0.0,258.373,0.232,250
12/17/17,11.0,275,*,*,*,*,*,*,*,*,*,*,*,250
12/17/17,12.0,300,*,*,*,*,*,*,*,*,*,*,*,250
12/17/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,250
12/18/17,1.0,25,,,0,0,0,85.714,0,0.0,0.0,17.143,3.5,125
12/18/17,2.0,50,1.23,,0,0,0,156.006,0,0.0,0.0,15.601,3.846,125
12/18/17,3.0,75,3.8500000000000001,,0,0,0,130.776,0,0.0,0.0,8.718,6.882,125
12/18/17,4.0,100,42.700000000000003,,0,0,0,123.279,0,0.0,0.0,6.164,9.734,125
12/18/17,5.0,125,5.7999999999999998,,0,0,0,88.391,0,0.0,0.0,3.536,16.97,125
12/18/17,6.0,150,*,*,*,*,*,*,*,*,*,*,*,125
12/18/17,7.0,175,*,*,*,*,*,*,*,*,*,*,*,125
12/18/17,8.0,200,*,*,*,*,*,*,*,*,*,*,*,125
12/18/17,9.0,225,*,*,*,*,*,*,*,*,*,*,*,125
12/18/17,10.0,250,*,*,*,*,*,*,*,*,*,*,*,125
12/18/17,11.0,275,*,*,*,*,*,*,*,*,*,*,*,125
12/18/17,12.0,300,*,*,*,*,*,*,*,*,*,*,*,125
12/18/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,125
12/19/17,1.0,25,,,0,0,0,124.896,0,0.0,0.0,39.967,1.501,200
12/19/17,2.0,50,2.0499999999999998,,0,0,0,159.32,0,0.0,0.0,25.491,2.354,200
12/19/17,3.0,75,23.27,,0,0,0,137.573,0,0.0,0.0,14.674,4.089,200
12/19/17,4.0,100,63.479999999999997,,0,0,0,149.142,0,0.0,0.0,11.931,5.029,200
12/19/17,5.0,125,15.17,,0,0,0,98.606,0,0.0,0.0,6.311,9.508,200
12/19/17,6.0,150,97.260000000000005,,0,0,0,94.677,0,0.0,0.0,5.049,11.883,200
12/19/17,7.0,175,212.19999999999999,,0,0,0,102.24,0,0.0,0.0,4.674,12.837,200
12/19/17,8.0,200,69.680000000000007,,0,0,0,138.281,0,0.0,0.0,5.531,10.848,200
12/19/17,9.0,225,*,*,*,*,*,*,*,*,*,*,*,200
