date,trial,fr,fr_prp,uo_prp,uo_resps,uo_fr_resps,uo_uo_resps,localrate,timeouts,p_to,p_to_sr,sr_rate,iri,max_fr
12/11/17,1.0,25,,,0,0,0,88.548,0,0.0,0.0,42.503,1.412,300
12/11/17,2.0,50,6.3700000000000001,,0,0,0,104.53,0,0.0,0.0,25.087,2.392,300
12/11/17,3.0,75,106.55,,0,0,0,101.146,0,0.0,0.0,16.183,3.708,300
12/11/17,4.0,100,9.3100000000000005,,0,0,0,119.166,0,0.0,0.0,14.3,4.196,300
12/11/17,5.0,125,24.449999999999999,,0,0,0,107.173,0,0.0,0.0,10.289,5.832,300
12/11/17,6.0,150,5.4000000000000004,,0,0,0,116.792,0,0.0,0.0,9.343,6.422,300
12/11/17,7.0,175,12.119999999999999,,0,0,0,62.392,0,0.0,0.0,4.278,14.024,300
12/11/17,8.0,200,19.98,4.6500000000000004,0,0,0,100.418,3,0.25,0.25,5.799,10.346,300
12/11/17,9.0,225,12.69,,0,0,0,122.371,0,0.0,0.0,6.526,9.193,300
12/11/17,10.0,250,11.970000000000001,,0,0,0,107.589,0,0.0,0.0,5.164,11.618,300
12/11/17,11.0,275,199.91999999999999,,0,0,0,89.175,0,0.0,0.0,3.891,15.419,300
12/11/17,12.0,300,17.190000000000001,,0,0,0,108.089,0,0.0,0.0,4.324,13.878,300
12/11/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,300
12/12/17,1.0,25,,,0,0,0,83.056,0,0.0,0.0,33.223,1.806,275
12/12/17,2.0,50,3.8900000000000001,,0,0,0,111.69,0,0.0,0.0,22.338,2.686,275
12/12/17,3.0,75,30.5,,0,0,0,107.965,0,0.0,0.0,14.395,4.168,275
12/12/17,4.0,100,3.96,,0,0,0,127.877,0,0.0,0.0,12.788,4.692,275
12/12/17,5.0,125,8.7899999999999991,,0,0,0,113.43,0,0.0,0.0,9.074,6.612,275
12/12/17,6.0,150,54.130000000000003,,0,0,0,113.037,0,0.0,0.0,7.536,7.962,275
12/12/17,7.0,175,6.0899999999999999,,0,0,0,105.9,0,0.0,0.0,6.051,9.915,275
12/12/17,8.0,200,8.5399999999999991,,0,0,0,128.493,0,0.0,0.0,6.425,9.339,275
12/12/17,9.0,225,8.6300000000000008,,0,0,0,107.759,0,0.0,0.0,4.789,12.528,275
12/12/17,10.0,250,168.38999999999999,,0,0,0,119.971,0,0.0,0.0,4.799,12.503,275
12/12/17,11.0,275,,33.329999999999998,1,1,0,84.507,4,0.3636,0.4,20.754,2.891,275
12/12/17,12.0,300,*,*,*,*,*,*,*,*,*,*,*,275
12/12/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,275
12/13/17,1.0,25,,52.630000000000003,0,0,0,98.49,1,0.1,0.1,8.842,6.786,250
12/13/17,2.0,50,4.6299999999999999,,0,0,0,102.845,0,0.0,0.0,20.569,2.917,250
12/13/17,3.0,75,62.170000000000002,,0,0,0,105.263,0,0.0,0.0,14.035,4.275,250
12/13/17,4.0,100,5.8399999999999999,,0,0,0,87.591,0,0.0,0.0,8.759,6.85,250
12/13/17,5.0,125,14.56,,0,0,0,111.078,0,0.0,0.0,8.886,6.752,250
12/13/17,6.0,150,18.32,,0,0,0,108.932,0,0.0,0.0,7.262,8.262,250
12/13/17,7.0,175,12.08,,0,0,0,108.125,0,0.0,0.0,6.179,9.711,250
12/13/17,8.0,200,57.299999999999997,,0,0,0,111.224,0,0.0,0.0,5.561,10.789,250
12/13/17,9.0,225,35.310000000000002,,0,0,0,106.627,0,0.0,0.0,4.739,12.661,250
12/13/17,10.0,250,16.93,,0,0,0,100.956,0,0.0,0.0,4.038,14.858,250
12/13/17,11.0,275,*,*,*,*,*,*,*,*,*,*,*,250
12/13/17,12.0,300,*,*,*,*,*,*,*,*,*,*,*,250
12/13/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,250
12/14/17,1.0,25,,,0,0,0,105.932,0,0.0,0.0,42.373,1.416,250
12/14/17,2.0,50,2.54,,0,0,0,118.765,0,0.0,0.0,23.753,2.526,250
12/14/17,3.0,75,9.8399999999999999,,0,0,0,117.432,0,0.0,0.0,15.658,3.832,250
12/14/17,4.0,100,10.56,,0,0,0,120.313,0,0.0,0.0,12.031,4.987,250
12/14/17,5.0,125,8.7799999999999994,,0,0,0,124.419,0,0.0,0.0,9.954,6.028,250
12/14/17,6.0,150,5.0499999999999998,,0,0,0,116.159,0,0.0,0.0,7.744,7.748,250
12/14/17,7.0,175,16.5,,0,0,0,123.879,0,0.0,0.0,7.079,8.476,250
12/14/17,8.0,200,11.82,,0,0,0,122.875,0,0.0,0.0,6.144,9.766,250
12/14/17,9.0,225,31.0,1.21,1,0,1,105.181,3,0.3,0.3,4.631,12.956,250
12/14/17,10.0,250,165.53,,0,0,0,86.42,0,0.0,0.0,3.457,17.357,250
12/14/17,11.0,275,*,*,*,*,*,*,*,*,*,*,*,250
12/14/17,12.0,300,*,*,*,*,*,*,*,*,*,*,*,250
12/14/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,250
12/15/17,1.0,25,,,0,0,0,86.157,0,0.0,0.0,41.356,1.451,325
12/15/17,2.0,50,6.8399999999999999,,0,0,0,113.08,0,0.0,0.0,27.139,2.211,325
12/15/17,3.0,75,29.98,,0,0,0,122.917,0,0.0,0.0,19.667,3.051,325
12/15/17,4.0,100,8.5299999999999994,,0,0,0,97.8,0,0.0,0.0,11.736,5.113,325
12/15/17,5.0,125,54.57,26.760000000000002,0,0,0,109.027,1,0.0833,0.08333,7.535,7.963,325
12/15/17,6.0,150,8.3599999999999994,,0,0,0,104.227,0,0.0,0.0,8.338,7.196,325
12/15/17,7.0,175,11.449999999999999,,0,0,0,126.796,0,0.0,0.0,8.695,6.901,325
12/15/17,8.0,200,7.9900000000000002,,0,0,0,132.086,0,0.0,0.0,7.925,7.571,325
12/15/17,9.0,225,20.870000000000001,,0,0,0,115.771,0,0.0,0.0,6.174,9.717,325
12/15/17,10.0,250,22.539999999999999,,0,0,0,110.432,0,0.0,0.0,5.301,11.319,325
12/15/17,11.0,275,21.789999999999999,,0,0,0,46.237,0,0.0,0.0,2.018,29.738,325
12/15/17,12.0,300,,52.439999999999998,0,0,0,64.44,2,0.1667,0.16667,2.578,23.278,325
12/15/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,325
12/16/17,1.0,25,,,0,0,0,101.764,0,0.0,0.0,36.635,1.638,225
12/16/17,2.0,50,8.1099999999999994,,0,0,0,92.081,0,0.0,0.0,16.575,3.62,225
12/16/17,3.0,75,23.719999999999999,,0,0,0,104.457,0,0.0,0.0,12.535,4.787,225
12/16/17,4.0,100,78.900000000000006,,0,0,0,69.485,0,0.0,0.0,6.254,9.594,225
12/16/17,5.0,125,22.93,,0,0,0,84.374,0,0.0,0.0,6.075,9.877,225
12/16/17,6.0,150,6.8600000000000003,,0,0,0,94.747,0,0.0,0.0,5.685,10.554,225
12/16/17,7.0,175,,13.94,0,0,0,95.585,2,0.2222,0.22222,4.093,14.66,225
12/16/17,8.0,200,7.5300000000000002,,0,0,0,116.099,0,0.0,0.0,5.224,11.484,225
12/16/17,9.0,225,,98.09333333333332,0,0,0,99.228,3,0.3333,0.33333,1.271,47.201,225
12/16/17,10.0,250,*,*,*,*,*,*,*,*,*,*,*,225
12/16/17,11.0,275,*,*,*,*,*,*,*,*,*,*,*,225
12/16/17,12.0,300,*,*,*,*,*,*,*,*,*,*,*,225
12/16/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,225
12/17/17,1.0,25,,,0,0,0,83.056,0,0.0,0.0,26.578,2.257,225
