date,trial,fr,fr_prp,uo_prp,uo_resps,uo_fr_resps,uo_uo_resps,localrate,timeouts,p_to,p_to_sr,sr_rate,iri,max_fr
12/17/17,2.0,50,83.069999999999993,,0,0,0,138.376,0,0.0,0.0,22.14,2.71,225
12/17/17,3.0,75,11.01,,0,0,0,130.624,0,0.0,0.0,13.933,4.306,225
12/17/17,4.0,100,5.3600000000000003,,0,0,0,153.453,0,0.0,0.0,12.276,4.888,225
12/17/17,5.0,125,3.4199999999999999,,0,0,0,149.076,0,0.0,0.0,9.541,6.289,225
12/17/17,6.0,150,2.2200000000000002,,0,0,0,128.096,0,0.0,0.0,6.832,8.782,225
12/17/17,7.0,175,30.82,,0,0,0,122.506,0,0.0,0.0,5.6,10.714,225
12/17/17,8.0,200,10.24,,0,0,0,116.516,0,0.0,0.0,4.661,12.874,225
12/17/17,9.0,225,*,*,*,*,*,*,*,*,*,*,*,225
12/17/17,10.0,250,*,*,*,*,*,*,*,*,*,*,*,225
12/17/17,11.0,275,*,*,*,*,*,*,*,*,*,*,*,225
12/17/17,12.0,300,*,*,*,*,*,*,*,*,*,*,*,225
12/17/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,225
12/18/17,1.0,25,,,0,0,0,83.799,0,0.0,0.0,33.52,1.79,250
12/18/17,2.0,50,3.4399999999999999,,0,0,0,100.234,0,0.0,0.0,20.047,2.993,250
12/18/17,3.0,75,4.7999999999999998,,0,0,0,142.812,0,0.0,0.0,19.042,3.151,250
12/18/17,4.0,100,2.96,,0,0,0,132.567,0,0.0,0.0,13.257,4.526,250
12/18/17,5.0,125,3.4300000000000002,,0,0,0,110.865,0,0.0,0.0,8.869,6.765,250
12/18/17,6.0,150,2.8300000000000001,,0,0,0,120.627,0,0.0,0.0,8.042,7.461,250
12/18/17,7.0,175,6.2599999999999998,,0,0,0,123.646,0,0.0,0.0,7.065,8.492,250
12/18/17,8.0,200,12.029999999999999,,0,0,0,103.137,0,0.0,0.0,5.157,11.635,250
12/18/17,9.0,225,123.87,0.93999999999999995,5,5,0,111.102,1,0.1,0.1,4.9,12.245,250
12/18/17,10.0,250,16.030000000000001,,0,0,0,111.532,0,0.0,0.0,4.461,13.449,250
12/18/17,11.0,275,*,*,*,*,*,*,*,*,*,*,*,250
12/18/17,12.0,300,*,*,*,*,*,*,*,*,*,*,*,250
12/18/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,250
12/19/17,1.0,25,,,0,0,0,90.144,0,0.0,0.0,39.663,1.513,275
12/19/17,2.0,50,8.1999999999999993,,0,0,0,100.806,0,0.0,0.0,22.177,2.705,275
12/19/17,3.0,75,6.9500000000000002,,0,0,0,91.556,0,0.0,0.0,13.428,4.468,275
12/19/17,4.0,100,31.050000000000001,81.939999999999998,0,0,0,87.527,1,0.0909,0.09091,4.386,13.681,275
12/19/17,5.0,125,4.7199999999999998,,0,0,0,106.944,0,0.0,0.0,9.411,6.375,275
12/19/17,6.0,150,4.8799999999999999,,0,0,0,116.641,0,0.0,0.0,8.554,7.015,275
12/19/17,7.0,175,7.8499999999999996,,0,0,0,115.843,0,0.0,0.0,7.282,8.24,275
12/19/17,8.0,200,125.06,,0,0,0,112.74,0,0.0,0.0,6.201,9.676,275
12/19/17,9.0,225,28.379999999999999,,0,0,0,95.928,0,0.0,0.0,4.69,12.794,275
12/19/17,10.0,250,296.31,,0,0,0,82.85,0,0.0,0.0,3.645,16.459,275
12/19/17,11.0,275,262.57999999999998,,0,0,0,92.401,0,0.0,0.0,3.696,16.234,275
12/19/17,12.0,300,*,*,*,*,*,*,*,*,*,*,*,275
12/19/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,275
12/20/17,1.0,25,,,0,0,0,90.634,0,0.0,0.0,32.628,1.839,250
12/20/17,2.0,50,3.9900000000000002,,0,0,0,129.422,0,0.0,0.0,23.296,2.576,250
12/20/17,3.0,75,5.5800000000000001,,0,0,0,110.892,0,0.0,0.0,13.307,4.509,250
12/20/17,4.0,100,6.4000000000000004,,0,0,0,112.846,0,0.0,0.0,10.156,5.908,250
12/20/17,5.0,125,6.4299999999999997,,0,0,0,117.242,0,0.0,0.0,8.441,7.108,250
12/20/17,6.0,150,11.539999999999999,,0,0,0,114.562,0,0.0,0.0,6.874,8.729,250
12/20/17,7.0,175,17.02,,0,0,0,115.92,0,0.0,0.0,5.962,10.064,250
12/20/17,8.0,200,24.789999999999999,125.56999999999999,0,0,0,94.037,1,0.1,0.11111,2.133,28.131,250
12/20/17,9.0,225,15.630000000000001,,0,0,0,99.17,0,0.0,0.0,3.967,15.126,250
12/20/17,10.0,250,24.859999999999999,,0,0,0,54.902,0,0.0,0.0,70.588,0.85,250
12/20/17,11.0,275,*,*,*,*,*,*,*,*,*,*,*,250
12/20/17,12.0,300,*,*,*,*,*,*,*,*,*,*,*,250
12/20/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,250
12/21/17,1.0,25,,,0,0,0,99.602,0,0.0,0.0,31.873,1.882,200
12/21/17,2.0,50,6.5599999999999996,,0,0,0,101.626,0,0.0,0.0,16.26,3.69,200
12/21/17,3.0,75,7.1900000000000004,,0,0,0,98.684,0,0.0,0.0,10.526,5.7,200
12/21/17,4.0,100,156.41,21.050000000000001,0,0,0,88.274,1,0.125,0.125,5.392,11.128,200
12/21/17,5.0,125,5.2300000000000004,,0,0,0,94.613,0,0.0,0.0,6.055,9.909,200
12/21/17,6.0,150,31.07,,0,0,0,105.795,0,0.0,0.0,5.642,10.634,200
12/21/17,7.0,175,16.550000000000001,,0,0,0,113.871,0,0.0,0.0,5.206,11.526,200
12/21/17,8.0,200,,46.734999999999999,1,1,0,108.932,2,0.25,0.25,4.335,13.84,200
12/21/17,9.0,225,*,*,*,*,*,*,*,*,*,*,*,200
12/21/17,10.0,250,*,*,*,*,*,*,*,*,*,*,*,200
12/21/17,11.0,275,*,*,*,*,*,*,*,*,*,*,*,200
12/21/17,12.0,300,*,*,*,*,*,*,*,*,*,*,*,200
12/21/17,13.0,325,*,*,*,*,*,*,*,*,*,*,*,200
