Subject,UserID,Protocol,Run,Time,Current State,Transition State,Transition Event,A1 - LEFT,A2 - RIGHT,A[1] LEFT,A[2] RIGHT
BA1653,BL,4,1,2412,7,8,2,0,1,0,0
BA1653,BL,4,1,2422,8,7,0,0,0,0,0
BA1653,BL,4,1,2448,7,0,0,0,0,0,1
BA1653,BL,4,1,2517,7,8,2,0,1,0,0
BA1653,BL,4,1,2527,8,7,0,0,0,0,0
BA1653,BL,4,1,2553,7,0,0,0,0,0,1
BA1653,BL,4,1,2556,7,8,2,0,1,0,0
BA1653,BL,4,1,2557,8,0,0,0,0,0,1
BA1653,BL,4,1,2559,8,0,0,0,1,0,0
BA1653,BL,4,1,2566,8,9,0,0,0,0,0
BA1653,BL,4,1,2576,9,10,0,0,0,0,0
BA1653,BL,4,1,2584,10,0,0,0,0,0,1
BA1653,BL,4,1,2651,10,2,0,0,0,0,0
BA1653,BL,4,1,2652,2,6,0,0,0,0,0
BA1653,BL,4,1,3657,6,0,0,1,0,0,0
BA1653,BL,4,1,3685,6,0,0,0,0,1,0
BA1653,BL,4,1,3890,6,0,0,1,0,0,0
BA1653,BL,4,1,3920,6,0,0,0,0,1,0
BA1653,BL,4,1,3933,6,0,0,1,0,0,0
BA1653,BL,4,1,3938,6,0,0,0,0,1,0
BA1653,BL,4,1,3949,6,0,0,1,0,0,0
BA1653,BL,4,1,3984,6,0,0,0,0,1,0
BA1653,BL,4,1,3994,6,0,0,1,0,0,0
BA1653,BL,4,1,4057,6,0,0,0,0,1,0
