Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGH	A3 - 	A4 - 	A[1] LEFT	A[2] RIGH	A[3] 	A[4] 
A	BL	1	82	9	1	BA1651	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	51	2	3	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	595	3	5	1	1	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	605	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	615	4	0	0	0	0	0	0	1	0	0	0
A	BL	1	82	9	1	BA1651	620	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	630	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	640	4	0	0	0	0	0	0	1	0	0	0
A	BL	1	82	9	1	BA1651	643	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	653	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	683	4	0	0	0	0	0	0	1	0	0	0
A	BL	1	82	9	1	BA1651	690	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	700	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	709	4	0	0	0	0	0	0	1	0	0	0
A	BL	1	82	9	1	BA1651	742	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	752	5	9	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	762	9	10	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	766	10	0	0	0	0	0	0	1	0	0	0
A	BL	1	82	9	1	BA1651	837	10	2	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	838	2	6	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1032	6	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1042	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1051	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1120	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1130	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1138	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1148	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1158	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1165	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1179	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1189	8	7	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1192	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1199	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1201	8	0	0	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1202	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1230	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1234	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1241	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1244	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1332	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1342	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1347	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1367	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1369	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1371	8	0	0	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1377	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1395	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1402	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1412	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1426	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1434	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1444	8	9	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1454	9	10	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1529	10	2	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1530	2	6	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1550	6	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1560	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1561	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1564	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1574	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1592	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1599	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1609	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1622	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1625	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1635	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1642	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1646	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1656	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1665	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1670	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1676	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1680	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1699	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1709	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1743	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1747	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1757	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1767	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1769	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1779	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1804	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1809	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1819	8	9	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1829	9	10	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1904	10	2	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1905	2	6	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1917	6	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1926	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1927	8	7	0	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1939	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1943	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1951	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	1953	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1982	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	1992	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	2008	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	2016	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	2026	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	2028	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	2029	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	2039	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	2050	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	82	9	1	BA1651	2063	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	82	9	1	BA1651	2073	8	7	0	0	0	0	0	0	0	0	0
