Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGHT	A3 - 	A4 - 	A[1] LEFT	A[2] RIGHT	A[3] 	A[4] 
A	ef	3	65	9	1	BA1651	0	0	1	0	0	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	50	1	2	0	0	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	51	2	3	0	0	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	304	3	5	1	1	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	314	5	4	0	0	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	348	4	0	0	0	0	0	0	1	0	0	0
A	ef	3	65	9	1	BA1651	353	4	5	1	1	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	363	5	4	0	0	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	520	4	0	0	0	0	0	0	1	0	0	0
A	ef	3	65	9	1	BA1651	524	4	5	1	1	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	534	5	4	0	0	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	539	4	0	0	0	0	0	0	1	0	0	0
A	ef	3	65	9	1	BA1651	551	4	5	1	1	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	561	5	4	0	0	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	654	4	0	0	0	0	0	0	1	0	0	0
A	ef	3	65	9	1	BA1651	667	4	5	1	1	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	677	5	9	0	0	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	687	9	10	0	0	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	698	10	0	0	0	0	0	0	1	0	0	0
A	ef	3	65	9	1	BA1651	762	10	2	0	0	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	763	2	6	0	0	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	862	6	8	2	0	1	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	872	8	7	0	0	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	886	7	0	0	0	0	0	0	0	1	0	0
A	ef	3	65	9	1	BA1651	899	7	8	2	0	1	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	909	8	7	0	0	0	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	935	7	0	0	0	0	0	0	0	1	0	0
A	ef	3	65	9	1	BA1651	938	7	8	2	0	1	0	0	0	0	0	0
A	ef	3	65	9	1	BA1651	948	8	7	0	0	0	0	0	0	1	0	0
