Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - 	A2 - 	A3 - 	A4 - 	A[1] 	A[2] 	A[3] 	A[4] 
A	BL	19	109	1	1	BA1650	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	51	2	6	0	0	0	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	501	6	8	2	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	507	8	0	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	511	8	7	0	0	0	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	514	7	8	2	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	516	8	0	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	524	8	7	0	0	0	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	649	7	8	2	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	659	8	7	0	0	0	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	661	7	0	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	669	7	8	2	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	672	8	0	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	676	8	0	0	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	679	8	7	0	0	0	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	681	7	0	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	684	7	8	2	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	687	8	0	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	694	8	7	0	0	0	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	999	7	8	2	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1003	8	0	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	1005	8	0	0	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1009	8	7	0	0	0	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1015	7	0	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	1018	7	8	2	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1024	8	0	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	1028	8	7	0	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1037	7	0	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	1040	7	8	2	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1050	8	7	0	0	0	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1053	7	0	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	1058	7	8	2	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1068	8	7	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	1116	7	8	2	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1125	8	0	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	1126	8	7	0	0	0	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1129	7	8	2	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1139	8	7	0	0	0	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1141	7	0	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	1144	7	8	2	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1150	8	0	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	1153	8	0	0	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1154	8	7	0	0	0	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1155	7	0	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	1156	7	8	2	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1162	8	0	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	1166	8	7	0	0	0	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1173	7	8	2	0	1	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1183	8	7	0	0	0	0	0	0	0	0	0
A	BL	19	109	1	1	BA1650	1202	7	0	0	0	0	0	0	0	1	0	0
A	BL	19	109	1	1	BA1650	1205	7	8	2	0	1	0	0	0	0	0	0
