Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGH	A3 - 	A4 - 	A[1] LEFT	A[2] RIGH	A[3] 	A[4] 
A	EF	9	101	1	1	BA1652	0	0	1	0	0	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	50	1	2	0	0	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	51	2	3	0	0	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	288	3	5	1	1	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	298	5	4	0	0	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	339	4	0	0	0	0	0	0	1	0	0	0
A	EF	9	101	1	1	BA1652	375	4	5	1	1	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	385	5	4	0	0	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	393	4	0	0	0	0	0	0	1	0	0	0
A	EF	9	101	1	1	BA1652	403	4	5	1	1	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	405	5	0	0	0	0	0	0	1	0	0	0
A	EF	9	101	1	1	BA1652	413	5	4	0	0	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	417	4	5	1	1	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	427	5	4	0	0	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	461	4	0	0	0	0	0	0	1	0	0	0
A	EF	9	101	1	1	BA1652	487	4	5	1	1	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	494	5	0	0	0	0	0	0	1	0	0	0
A	EF	9	101	1	1	BA1652	497	5	9	0	0	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	507	9	10	0	0	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	582	10	2	0	0	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	583	2	3	0	0	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	612	3	5	1	1	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	622	5	4	0	0	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	632	4	0	0	0	0	0	0	1	0	0	0
A	EF	9	101	1	1	BA1652	634	4	5	1	1	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	644	5	4	0	1	0	0	0	1	0	0	0
A	EF	9	101	1	1	BA1652	646	4	0	0	0	0	0	0	1	0	0	0
A	EF	9	101	1	1	BA1652	650	4	5	1	1	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	658	5	0	0	0	0	0	0	1	0	0	0
A	EF	9	101	1	1	BA1652	660	5	4	0	0	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	664	4	5	1	1	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	668	5	0	0	0	0	0	0	1	0	0	0
A	EF	9	101	1	1	BA1652	674	5	4	0	0	0	0	0	0	0	0	0
A	EF	9	101	1	1	BA1652	696	4	5	1	1	0	0	0	0	0	0	0
