Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGH	A3 - 	A4 - 	A[1] LEFT	A[2] RIGH	A[3] 	A[4] 
A	AG	6	91	9	1	BA1653	0	0	1	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	50	1	10	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	125	10	2	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	126	2	6	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	654	6	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	664	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	710	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	712	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	714	8	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	717	8	0	0	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	722	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	753	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	861	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	871	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	917	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	919	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	929	8	7	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	936	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	944	8	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	946	8	7	0	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	949	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	991	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1001	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1077	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1080	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1085	8	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1089	8	0	0	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1090	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1093	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1123	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1133	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1143	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1194	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1204	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1233	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1234	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1244	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1248	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1266	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1273	8	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1276	8	7	0	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1314	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1357	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1367	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1406	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1408	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1418	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1447	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1450	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1451	8	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1454	8	0	0	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1456	8	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1460	8	7	0	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1495	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1590	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1600	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1643	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1659	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1669	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1686	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1730	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1732	8	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1736	8	0	0	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1740	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1757	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1807	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1809	8	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1813	8	0	0	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1817	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1832	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1891	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1901	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1902	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1908	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1918	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1933	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1956	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1958	8	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	1965	8	0	0	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1966	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	1982	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	2018	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2028	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2039	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	2111	7	0	0	1	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2127	7	0	0	0	0	0	0	1	0	0	0
A	AG	6	91	9	1	BA1653	2232	7	0	0	1	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2246	7	0	0	0	0	0	0	1	0	0	0
A	AG	6	91	9	1	BA1653	2299	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2309	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2320	7	8	2	0	1	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	2330	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2332	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	2366	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2376	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2379	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	2383	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2393	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2403	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	2404	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2411	8	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	2414	8	7	0	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2425	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	2427	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2437	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2451	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	2452	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2456	8	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	2457	8	0	0	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2461	8	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	2462	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2465	7	8	2	0	1	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	2475	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2485	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2486	8	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	2490	8	0	0	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2495	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2497	7	0	0	0	0	0	0	0	1	0	0
A	AG	6	91	9	1	BA1653	2500	7	8	2	0	1	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2510	8	7	0	0	0	0	0	0	0	0	0
A	AG	6	91	9	1	BA1653	2511	7	0	0	0	0	0	0	0	1	0	0
