Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - 	A2 - 	A3 - 	A4 - 	A[1] 	A[2] 	A[3] 	A[4] 
A	AB	17	107	9	1	BA1651	0	0	1	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	50	1	2	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	51	2	3	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	175	3	5	1	1	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	185	5	4	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	206	4	0	0	0	0	0	0	1	0	0	0
A	AB	17	107	9	1	BA1651	246	4	5	1	1	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	256	5	4	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	267	4	0	0	0	0	0	0	1	0	0	0
A	AB	17	107	9	1	BA1651	269	4	5	1	1	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	279	5	4	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	294	4	0	0	0	0	0	0	1	0	0	0
A	AB	17	107	9	1	BA1651	313	4	5	1	1	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	318	5	0	0	0	0	0	0	1	0	0	0
A	AB	17	107	9	1	BA1651	323	5	4	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	334	4	5	1	1	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	344	5	9	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	354	9	10	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	358	10	0	0	0	0	0	0	1	0	0	0
A	AB	17	107	9	1	BA1651	429	10	2	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	430	2	3	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	483	3	5	1	1	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	493	5	4	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	508	4	0	0	0	0	0	0	1	0	0	0
A	AB	17	107	9	1	BA1651	579	4	5	1	1	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	582	5	0	0	0	0	0	0	1	0	0	0
A	AB	17	107	9	1	BA1651	588	5	0	0	1	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	589	5	4	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	604	4	0	0	0	0	0	0	1	0	0	0
A	AB	17	107	9	1	BA1651	615	4	5	1	1	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	625	5	4	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	636	4	0	0	0	0	0	0	1	0	0	0
A	AB	17	107	9	1	BA1651	713	4	5	1	1	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	723	5	4	0	0	0	0	0	1	0	0	0
A	AB	17	107	9	1	BA1651	730	4	5	1	1	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	740	5	9	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	750	9	10	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	751	10	0	0	0	0	0	0	1	0	0	0
A	AB	17	107	9	1	BA1651	825	10	2	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	826	2	3	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	841	3	5	1	1	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	851	5	4	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	885	4	0	0	0	0	0	0	1	0	0	0
A	AB	17	107	9	1	BA1651	912	4	5	1	1	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	922	5	4	0	0	0	0	0	0	0	0	0
A	AB	17	107	9	1	BA1651	932	4	0	0	0	0	0	0	1	0	0	0
