Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGH	A3 - 	A4 - 	A[1] LEFT	A[2] RIGH	A[3] 	A[4] 
A	BL	1	68	1	1	BA1650	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	51	2	3	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	258	3	5	1	1	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	268	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	271	4	0	0	0	0	0	0	1	0	0	0
A	BL	1	68	1	1	BA1650	313	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	322	5	0	0	0	0	0	0	1	0	0	0
A	BL	1	68	1	1	BA1650	323	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	329	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	335	5	0	0	0	0	0	0	1	0	0	0
A	BL	1	68	1	1	BA1650	339	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	354	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	364	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	376	4	0	0	0	0	0	0	1	0	0	0
A	BL	1	68	1	1	BA1650	380	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	390	5	9	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	392	9	0	0	0	0	0	0	1	0	0	0
A	BL	1	68	1	1	BA1650	396	9	0	0	1	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	400	9	10	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	404	10	0	0	0	0	0	0	1	0	0	0
A	BL	1	68	1	1	BA1650	475	10	2	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	476	2	6	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	491	6	0	0	1	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	505	6	0	0	0	0	0	0	1	0	0	0
A	BL	1	68	1	1	BA1650	510	6	0	0	1	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	513	6	0	0	0	0	0	0	1	0	0	0
A	BL	1	68	1	1	BA1650	563	6	0	0	1	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	573	6	0	0	0	0	0	0	1	0	0	0
A	BL	1	68	1	1	BA1650	616	6	0	0	1	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	618	6	0	0	0	0	0	0	1	0	0	0
A	BL	1	68	1	1	BA1650	621	6	0	0	1	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	643	6	0	0	0	0	0	0	1	0	0	0
A	BL	1	68	1	1	BA1650	651	6	0	0	1	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	662	6	0	0	0	0	0	0	1	0	0	0
A	BL	1	68	1	1	BA1650	743	6	8	2	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	750	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	753	8	7	0	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	774	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	783	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	790	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	792	8	0	0	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	793	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	810	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	814	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	824	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	825	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	828	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	838	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	857	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	862	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	869	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	872	8	9	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	877	9	0	0	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	882	9	10	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	887	10	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	957	10	2	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	958	2	6	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1006	6	8	2	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1011	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	1016	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1024	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1028	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	1034	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1036	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1040	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	1043	8	0	0	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1046	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1063	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	1068	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1077	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	1078	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1083	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1093	8	9	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1103	9	10	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1109	10	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	1178	10	2	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1179	2	6	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1224	6	8	2	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1234	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1245	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	1268	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1271	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	1278	8	7	0	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1293	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	1300	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1310	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1313	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	1320	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1327	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	68	1	1	BA1650	1330	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1365	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	68	1	1	BA1650	1375	8	9	0	0	0	0	0	0	0	0	0
