Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGH	A3 - 	A4 - 	A[1] LEFT	A[2] RIGH	A[3] 	A[4] 
A	BL	1	78	1	1	BA1650	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	51	2	3	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	273	3	5	1	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	283	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	299	4	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	339	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	349	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	352	4	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	374	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	384	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	387	4	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	424	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	426	5	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	432	5	0	0	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	434	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	447	4	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	450	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	460	5	9	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	465	9	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	468	9	0	0	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	470	9	10	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	474	10	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	545	10	2	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	546	2	6	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	700	6	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	710	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	717	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	722	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	729	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	732	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	738	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	742	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	747	8	0	0	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	748	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	767	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	770	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	776	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	780	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	786	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	794	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	796	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	797	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	807	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	822	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	826	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	831	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	836	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	842	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	847	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	850	8	0	0	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	852	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	872	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	876	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	886	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	898	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	989	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	999	8	9	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1009	9	10	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1011	10	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1084	10	2	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1085	2	6	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1124	6	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1134	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1141	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1144	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1154	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1156	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1164	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1167	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1171	8	0	0	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1174	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1189	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1191	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1201	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1204	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1222	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1225	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1228	8	0	0	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1232	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1247	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1253	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1260	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1263	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1264	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1267	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1270	8	0	0	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1274	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1314	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1317	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1325	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1327	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1465	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1468	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1475	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1482	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1486	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1490	8	0	0	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1492	8	9	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1502	9	10	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1506	10	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1577	10	2	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1578	2	6	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1818	6	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1828	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1834	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1843	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1851	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1853	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1870	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1880	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1883	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1887	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1894	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1897	8	7	0	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1909	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1913	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1921	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1923	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1930	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1940	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1974	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1980	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1990	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1994	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	1995	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	1999	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	2002	8	0	0	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2005	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2008	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	2012	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2022	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2025	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	2029	7	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2036	8	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	2039	8	9	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2048	9	0	0	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2049	9	10	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2056	10	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	2124	10	2	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2125	2	3	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2267	3	5	1	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2271	5	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	2277	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2280	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2282	5	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	2289	5	0	0	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2290	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2294	4	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	2297	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2305	5	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	2307	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2308	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2318	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2322	4	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	2348	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2353	5	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	2357	5	0	0	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2358	5	9	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2368	9	10	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2380	10	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	2385	10	0	0	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2387	10	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	2443	10	2	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2444	2	3	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2527	3	5	1	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2537	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2546	4	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	2553	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2555	5	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	2563	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2593	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2603	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2609	4	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	2627	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2637	5	4	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2677	4	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	2689	4	5	1	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2699	5	9	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2701	9	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	2702	9	0	0	1	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2709	9	10	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2722	10	0	0	0	0	0	0	1	0	0	0
A	BL	1	78	1	1	BA1650	2784	10	2	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	2785	2	6	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	3081	6	8	2	0	1	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	3091	8	7	0	0	0	0	0	0	0	0	0
A	BL	1	78	1	1	BA1650	3098	7	0	0	0	0	0	0	0	1	0	0
A	BL	1	78	1	1	BA1650	3104	7	8	2	0	1	0	0	0	0	0	0
