Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGHT	A3 - 	A4 - 	A[1] LEFT	A[2] RIGHT	A[3] 	A[4] 
A	BL	14	141	1	1	BA1652	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	51	2	3	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	3510	3	5	1	1	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	3520	5	4	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	3527	4	0	0	0	0	0	0	1	0	0	0
A	BL	14	141	1	1	BA1652	3541	4	5	1	1	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	3551	5	4	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	3564	4	0	0	0	0	0	0	1	0	0	0
A	BL	14	141	1	1	BA1652	3764	4	5	1	1	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	3774	5	4	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	3783	4	5	1	1	0	0	0	1	0	0	0
A	BL	14	141	1	1	BA1652	3789	5	0	0	0	0	0	0	1	0	0	0
A	BL	14	141	1	1	BA1652	3793	5	4	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	3971	4	5	1	1	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	3975	5	0	0	0	0	0	0	1	0	0	0
A	BL	14	141	1	1	BA1652	3979	5	0	0	1	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	3981	5	9	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	3991	9	10	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	4004	10	0	0	0	0	0	0	1	0	0	0
A	BL	14	141	1	1	BA1652	4066	10	2	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	4067	2	6	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	12779	6	8	2	0	1	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	12783	8	0	0	0	0	0	0	0	1	0	0
A	BL	14	141	1	1	BA1652	12784	8	0	0	0	1	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	12789	8	7	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	12824	7	0	0	0	0	0	0	0	1	0	0
A	BL	14	141	1	1	BA1652	12828	7	8	2	0	1	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	12838	8	7	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	12858	7	0	0	0	0	0	0	0	1	0	0
A	BL	14	141	1	1	BA1652	12913	7	8	2	0	1	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	12923	8	7	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	12924	7	0	0	0	0	0	0	0	1	0	0
A	BL	14	141	1	1	BA1652	13001	7	8	2	0	1	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	13011	8	7	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	13034	7	0	0	0	0	0	0	0	1	0	0
A	BL	14	141	1	1	BA1652	13047	7	8	2	0	1	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	13051	8	0	0	0	0	0	0	0	1	0	0
A	BL	14	141	1	1	BA1652	13053	8	0	0	0	1	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	13057	8	7	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	13058	7	0	0	0	0	0	0	0	1	0	0
A	BL	14	141	1	1	BA1652	13061	7	8	2	0	1	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	13068	8	0	0	0	0	0	0	0	1	0	0
A	BL	14	141	1	1	BA1652	13071	8	7	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	13089	7	8	2	0	1	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	13099	8	7	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	13135	7	0	0	0	0	0	0	0	1	0	0
A	BL	14	141	1	1	BA1652	13141	7	8	2	0	1	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	13151	8	7	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	13159	7	0	0	0	0	0	0	0	1	0	0
A	BL	14	141	1	1	BA1652	13254	7	8	2	0	1	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	13264	8	7	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	13275	7	0	0	0	0	0	0	0	1	0	0
A	BL	14	141	1	1	BA1652	13342	7	8	2	0	1	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	13352	8	9	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	13360	9	0	0	0	0	0	0	0	1	0	0
A	BL	14	141	1	1	BA1652	13362	9	10	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	13437	10	2	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	13438	2	6	0	0	0	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	14961	6	8	2	0	1	0	0	0	0	0	0
A	BL	14	141	1	1	BA1652	14971	8	7	0	0	0	0	0	0	0	0	0
