Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGHT	A3 - 	A4 - 	A[1] LEFT	A[2] RIGHT	A[3] 	A[4] 
A	BL	21	137	1	1	BA1650	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	51	2	3	0	0	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	184	3	5	1	1	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	194	5	4	0	0	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	195	4	0	0	0	0	0	0	1	0	0	0
A	BL	21	137	1	1	BA1650	208	4	5	1	1	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	213	5	0	0	0	0	0	0	1	0	0	0
A	BL	21	137	1	1	BA1650	218	5	4	0	0	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	234	4	5	1	1	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	244	5	4	0	0	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	247	4	0	0	0	0	0	0	1	0	0	0
A	BL	21	137	1	1	BA1650	254	4	5	1	1	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	259	5	0	0	0	0	0	0	1	0	0	0
A	BL	21	137	1	1	BA1650	263	5	0	0	1	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	264	5	4	0	0	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	300	4	0	0	0	0	0	0	1	0	0	0
A	BL	21	137	1	1	BA1650	303	4	5	1	1	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	313	5	9	0	0	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	323	9	10	0	0	0	0	0	1	0	0	0
A	BL	21	137	1	1	BA1650	398	10	2	0	0	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	399	2	6	0	0	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	1172	6	8	2	0	1	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	1181	8	0	0	0	0	0	0	0	1	0	0
A	BL	21	137	1	1	BA1650	1182	8	7	0	0	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	1185	7	8	2	0	1	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	1193	8	0	0	0	0	0	0	0	1	0	0
A	BL	21	137	1	1	BA1650	1195	8	7	0	0	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	1196	7	8	2	0	1	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	1206	8	7	0	0	0	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	1213	7	0	0	0	0	0	0	0	1	0	0
A	BL	21	137	1	1	BA1650	1216	7	8	2	0	1	0	0	0	0	0	0
A	BL	21	137	1	1	BA1650	1220	8	0	0	0	0	0	0	0	1	0	0
A	BL	21	137	1	1	BA1650	1224	8	0	0	0	1	0	0	0	0	0	0
