Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGH	A3 - 	A4 - 	A[1] LEFT	A[2] RIGH	A[3] 	A[4] 
A	BL	28	149	1	2	BA1652	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	51	2	3	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	1113	3	5	1	1	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	1123	5	9	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	1133	9	10	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	1146	10	0	0	0	0	0	0	1	0	0	0
A	BL	28	149	1	2	BA1652	1208	10	2	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	1209	2	6	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	2495	6	0	0	1	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	2544	6	0	0	0	0	0	0	1	0	0	0
A	BL	28	149	1	2	BA1652	3422	6	8	2	0	1	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	3425	8	0	0	0	0	0	0	0	1	0	0
A	BL	28	149	1	2	BA1652	3432	8	9	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	3442	9	10	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	3517	10	2	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	3518	2	6	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	5026	6	8	2	0	1	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	5036	8	9	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	5040	9	0	0	0	0	0	0	0	1	0	0
A	BL	28	149	1	2	BA1652	5046	9	10	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	5121	10	2	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	5122	2	6	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	6244	6	0	0	1	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	6263	6	0	0	0	0	0	0	1	0	0	0
A	BL	28	149	1	2	BA1652	6494	6	8	2	0	1	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	6504	8	9	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	6507	9	0	0	0	0	0	0	0	1	0	0
A	BL	28	149	1	2	BA1652	6514	9	10	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	6589	10	2	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	6590	2	3	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	7591	3	5	1	1	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	7601	5	9	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	7611	9	10	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	7626	10	0	0	0	0	0	0	1	0	0	0
A	BL	28	149	1	2	BA1652	7686	10	2	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	7687	2	3	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	8753	3	5	1	1	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	8763	5	9	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	8773	9	10	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	8777	10	0	0	0	0	0	0	1	0	0	0
A	BL	28	149	1	2	BA1652	8848	10	2	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	8849	2	6	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	9673	6	0	0	1	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	9708	6	0	0	0	0	0	0	1	0	0	0
A	BL	28	149	1	2	BA1652	9866	6	8	2	0	1	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	9876	8	9	0	0	0	0	0	0	1	0	0
A	BL	28	149	1	2	BA1652	9886	9	10	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	9961	10	2	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	9962	2	6	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	11035	6	8	2	0	1	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	11043	8	0	0	0	0	0	0	0	1	0	0
A	BL	28	149	1	2	BA1652	11045	8	9	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	11055	9	10	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	11130	10	2	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	11131	2	6	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	12719	6	8	2	0	1	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	12728	8	0	0	0	0	0	0	0	1	0	0
A	BL	28	149	1	2	BA1652	12729	8	9	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	12739	9	10	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	12814	10	2	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	12815	2	3	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	13480	3	5	1	1	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	13490	5	9	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	13498	9	0	0	0	0	0	0	1	0	0	0
A	BL	28	149	1	2	BA1652	13500	9	10	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	13575	10	2	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	13576	2	6	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	15497	6	8	2	0	1	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	15502	8	0	0	0	0	0	0	0	1	0	0
A	BL	28	149	1	2	BA1652	15507	8	9	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	15517	9	10	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	15592	10	2	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	15593	2	3	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	16472	3	5	1	1	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	16482	5	9	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	16492	9	10	0	0	0	0	0	1	0	0	0
A	BL	28	149	1	2	BA1652	16567	10	2	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	16568	2	3	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	17534	3	5	1	1	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	17544	5	9	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	17554	9	10	0	0	0	0	0	0	0	0	0
A	BL	28	149	1	2	BA1652	17558	10	0	0	0	0	0	0	1	0	0	0
