Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGHT	A3 - 	A4 - 	A[1] LEFT	A[2] RIGHT	A[3] 	A[4] 
A	AG	22	130	1	1	BA1652	0	0	1	0	0	0	0	0	0	0	0	0
A	AG	22	130	1	1	BA1652	50	1	2	0	0	0	0	0	0	0	0	0
A	AG	22	130	1	1	BA1652	51	2	3	0	0	0	0	0	0	0	0	0
A	AG	22	130	1	1	BA1652	4439	3	5	1	1	0	0	0	0	0	0	0
A	AG	22	130	1	1	BA1652	4449	5	4	0	0	0	0	0	0	0	0	0
A	AG	22	130	1	1	BA1652	4494	4	0	0	0	0	0	0	1	0	0	0
A	AG	22	130	1	1	BA1652	4684	4	5	1	1	0	0	0	0	0	0	0
A	AG	22	130	1	1	BA1652	4694	5	4	0	0	0	0	0	0	0	0	0
A	AG	22	130	1	1	BA1652	4704	4	0	0	0	0	0	0	1	0	0	0
A	AG	22	130	1	1	BA1652	4711	4	5	1	1	0	0	0	0	0	0	0
A	AG	22	130	1	1	BA1652	4721	5	4	0	0	0	0	0	0	0	0	0
A	AG	22	130	1	1	BA1652	4736	4	0	0	0	0	0	0	1	0	0	0
A	AG	22	130	1	1	BA1652	4739	4	5	1	1	0	0	0	0	0	0	0
A	AG	22	130	1	1	BA1652	4747	5	0	0	0	0	0	0	1	0	0	0
A	AG	22	130	1	1	BA1652	4749	5	4	0	0	0	0	0	0	0	0	0
A	AG	22	130	1	1	BA1652	4772	4	5	1	1	0	0	0	0	0	0	0
A	AG	22	130	1	1	BA1652	4778	5	0	0	0	0	0	0	1	0	0	0
A	AG	22	130	1	1	BA1652	4782	5	9	0	0	0	0	0	0	0	0	0
A	AG	22	130	1	1	BA1652	4792	9	10	0	0	0	0	0	0	0	0	0
A	AG	22	130	1	1	BA1652	4867	10	2	0	0	0	0	0	0	0	0	0
A	AG	22	130	1	1	BA1652	4868	2	6	0	0	0	0	0	0	0	0	0
A	AG	22	130	1	1	BA1652	5796	6	8	2	0	1	0	0	0	0	0	0
A	AG	22	130	1	1	BA1652	5797	8	0	0	0	0	0	0	0	1	0	0
A	AG	22	130	1	1	BA1652	5806	8	7	0	0	0	0	0	0	0	0	0
