Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGH	A3 - 	A4 - 	A[1] LEFT	A[2] RIGH	A[3] 	A[4] 
A	BL	5	92	1	1	BA1650	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	51	2	6	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	986	6	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	996	8	7	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1026	7	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	1030	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1040	8	7	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1052	7	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	1075	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1083	8	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	1085	8	7	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1410	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1412	8	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	1417	8	0	0	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1420	8	7	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1431	7	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	1470	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1474	8	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	1480	8	7	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1488	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1494	8	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	1498	8	7	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1499	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1509	8	7	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	1584	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1594	8	7	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1608	7	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	1616	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1623	8	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	1626	8	7	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1891	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1894	8	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	1897	8	0	0	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1901	8	7	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	1903	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1908	8	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	1913	8	7	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1952	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1962	8	7	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1973	7	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	1978	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1984	8	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	1988	8	7	0	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	1991	7	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	1994	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	2004	8	7	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	2011	7	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	2015	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	2025	8	7	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	2029	7	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	2030	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	2033	8	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	2038	8	0	0	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	2040	8	7	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	2048	7	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	2053	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	2059	8	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	2061	8	0	0	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	2063	8	7	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	2067	7	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	2072	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	2077	8	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	2082	8	7	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	2092	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	2094	8	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	2100	8	0	0	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	2102	8	7	0	0	0	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	2104	7	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	2129	7	8	2	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	2132	8	0	0	0	0	0	0	0	1	0	0
A	BL	5	92	1	1	BA1650	2139	8	7	0	0	1	0	0	0	0	0	0
A	BL	5	92	1	1	BA1650	2141	7	0	0	0	0	0	0	0	1	0	0
