Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGHT	A3 - 	A4 - 	A[1] LEFT	A[2] RIGHT	A[3] 	A[4] 
A	ef	21	129	1	1	BA1650	0	0	1	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	50	1	2	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	51	2	3	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	340	3	5	1	1	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	350	5	4	0	0	0	0	0	1	0	0	0
A	ef	21	129	1	1	BA1650	356	4	5	1	1	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	359	5	0	0	0	0	0	0	1	0	0	0
A	ef	21	129	1	1	BA1650	366	5	4	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	368	4	5	1	1	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	377	5	0	0	0	0	0	0	1	0	0	0
A	ef	21	129	1	1	BA1650	378	5	4	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	386	4	5	1	1	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	393	5	0	0	0	0	0	0	1	0	0	0
A	ef	21	129	1	1	BA1650	396	5	4	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	397	4	5	1	1	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	405	5	0	0	0	0	0	0	1	0	0	0
A	ef	21	129	1	1	BA1650	407	5	9	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	409	9	0	0	1	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	411	9	0	0	0	0	0	0	1	0	0	0
A	ef	21	129	1	1	BA1650	417	9	10	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	492	10	2	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	493	2	6	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	2956	6	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	2966	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	2974	7	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3012	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3017	8	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3020	8	0	0	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3022	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3026	7	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3030	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3040	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3045	7	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3070	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3080	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3082	7	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3088	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3093	8	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3098	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3106	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3111	8	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3116	8	7	0	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3120	7	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3131	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3133	8	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3136	8	0	0	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3141	8	7	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3145	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3155	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3205	7	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3212	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3216	8	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3221	8	0	0	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3222	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3226	7	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3250	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3252	8	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3259	8	0	0	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3260	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3268	7	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3275	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3285	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3286	7	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3289	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3295	8	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3298	8	0	0	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3299	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3321	7	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3328	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3335	8	0	0	0	1	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3337	8	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3338	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3342	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3349	8	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3352	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3354	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3358	8	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3364	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3377	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3378	8	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3381	8	0	0	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3387	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3397	7	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3403	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3406	8	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3412	8	0	0	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3413	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3416	7	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3419	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3425	8	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3428	8	0	0	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3429	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3460	7	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3466	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3474	8	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3476	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3508	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3518	8	7	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3528	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3538	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3549	7	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3554	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3562	8	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3564	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3565	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3570	8	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3575	8	7	0	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3580	7	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3582	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3592	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3606	7	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3609	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3619	8	7	0	0	0	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3625	7	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3627	7	8	2	0	1	0	0	0	0	0	0
A	ef	21	129	1	1	BA1650	3634	8	0	0	0	0	0	0	0	1	0	0
A	ef	21	129	1	1	BA1650	3637	8	7	0	0	0	0	0	0	0	0	0
