Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGHT	A3 - 	A4 - 	A[1] LEFT	A[2] RIGHT	A[3] 	A[4] 
A	BL	14	138	1	1	BA1652	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	51	2	3	0	0	0	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	7811	3	0	0	0	1	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	7822	3	0	0	0	0	0	0	0	1	0	0
A	BL	14	138	1	1	BA1652	24401	3	5	1	1	0	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	24411	5	4	0	0	0	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	24474	4	0	0	0	0	0	0	1	0	0	0
A	BL	14	138	1	1	BA1652	24483	4	5	1	1	0	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	24493	5	4	0	0	0	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	24502	4	0	0	0	0	0	0	1	0	0	0
A	BL	14	138	1	1	BA1652	24530	4	5	1	1	0	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	24536	5	0	0	0	0	0	0	1	0	0	0
A	BL	14	138	1	1	BA1652	24540	5	4	0	0	0	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	24584	4	5	1	1	0	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	24594	5	4	0	0	0	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	24603	4	0	0	0	0	0	0	1	0	0	0
A	BL	14	138	1	1	BA1652	24606	4	5	1	1	0	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	24616	5	9	0	0	0	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	24626	9	10	0	0	0	0	0	1	0	0	0
A	BL	14	138	1	1	BA1652	24701	10	2	0	0	0	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	24702	2	6	0	0	0	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	26012	6	0	0	1	0	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	26044	6	0	0	0	0	0	0	1	0	0	0
A	BL	14	138	1	1	BA1652	28200	6	8	2	0	1	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	28203	8	0	0	0	0	0	0	0	1	0	0
A	BL	14	138	1	1	BA1652	28210	8	7	0	0	0	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	28296	7	8	2	0	1	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	28298	8	0	0	0	0	0	0	0	1	0	0
A	BL	14	138	1	1	BA1652	28303	8	0	0	0	1	0	0	0	0	0	0
A	BL	14	138	1	1	BA1652	28306	8	7	0	0	0	0	0	0	0	0	0
