Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGHT	A3 - 	A4 - 	A[1] LEFT	A[2] RIGHT	A[3] 	A[4] 
A	BL/AB	21	146	9	2	BA1653	0	0	1	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	14	1	0	0	1	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	50	1	2	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	51	2	3	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	55	3	0	0	0	0	0	0	1	0	0	0
A	BL/AB	21	146	9	2	BA1653	103	3	5	1	1	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	113	5	4	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	133	4	0	0	0	0	0	0	1	0	0	0
A	BL/AB	21	146	9	2	BA1653	134	4	5	1	1	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	140	5	0	0	0	0	0	0	1	0	0	0
A	BL/AB	21	146	9	2	BA1653	143	5	0	0	1	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	144	5	4	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	148	4	0	0	0	0	0	0	1	0	0	0
A	BL/AB	21	146	9	2	BA1653	151	4	5	1	1	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	161	5	4	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	180	4	0	0	0	0	0	0	1	0	0	0
A	BL/AB	21	146	9	2	BA1653	201	4	5	1	1	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	211	5	4	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	220	4	0	0	0	0	0	0	1	0	0	0
A	BL/AB	21	146	9	2	BA1653	222	4	5	1	1	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	228	5	0	0	0	0	0	0	1	0	0	0
A	BL/AB	21	146	9	2	BA1653	232	5	9	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	242	9	10	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	317	10	2	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	318	2	6	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	557	6	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	567	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	587	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1001	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1003	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1011	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1355	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1358	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1365	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1367	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1377	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1383	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1422	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1427	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1432	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1451	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1459	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1461	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1468	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1474	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1478	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1479	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1482	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1486	8	0	0	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1489	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1495	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1541	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1546	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1551	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1575	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1585	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1590	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1638	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1648	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1652	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1661	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1668	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1671	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1738	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1748	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1749	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1754	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1759	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1760	8	0	0	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1764	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1767	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1769	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1771	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1772	8	0	0	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1779	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1780	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1781	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1786	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1791	8	7	0	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1801	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1826	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1834	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1836	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1843	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1847	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1851	8	0	0	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1853	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1855	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1858	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1866	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1868	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1874	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1882	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1884	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1887	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1897	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1907	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1912	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1917	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1922	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1923	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1928	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1933	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1936	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1940	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1944	8	0	0	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1946	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1961	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1965	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1972	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1975	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1976	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1979	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	1985	8	0	0	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1986	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	1991	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2001	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2002	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2007	8	0	0	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2011	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2014	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2017	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2025	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2027	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2032	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2039	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2042	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2046	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2051	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2055	8	0	0	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2056	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2065	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2075	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2080	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2085	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2145	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2155	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2160	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2170	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2171	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2178	8	0	0	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2180	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2186	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2187	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2192	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2196	8	0	0	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2197	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2201	7	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2206	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2210	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2216	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2217	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2219	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2227	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2240	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2243	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2250	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2254	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2262	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2264	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2271	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2277	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2281	8	7	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2284	7	8	2	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2286	8	0	0	0	0	0	0	0	1	0	0
A	BL/AB	21	146	9	2	BA1653	2291	8	0	0	0	1	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2294	8	9	0	0	0	0	0	0	0	0	0
A	BL/AB	21	146	9	2	BA1653	2295	9	0	0	0	0	0	0	0	1	0	0
