Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - 	A2 - 	A3 - 	A4 - 	A[1] 	A[2] 	A[3] 	A[4] 
A	AG	18	103	1	1	BA1652	0	0	1	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	50	1	2	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	51	2	3	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	459	3	5	1	1	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	469	5	4	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	471	4	0	0	0	0	0	0	1	0	0	0
A	AG	18	103	1	1	BA1652	482	4	5	1	1	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	492	5	4	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	497	4	0	0	0	0	0	0	1	0	0	0
A	AG	18	103	1	1	BA1652	504	4	5	1	1	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	510	5	0	0	0	0	0	0	1	0	0	0
A	AG	18	103	1	1	BA1652	514	5	4	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	602	4	5	1	1	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	607	5	0	0	0	0	0	0	1	0	0	0
A	AG	18	103	1	1	BA1652	612	5	4	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	613	4	5	1	1	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	621	5	0	0	0	0	0	0	1	0	0	0
A	AG	18	103	1	1	BA1652	623	5	9	0	1	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	629	9	0	0	0	0	0	0	1	0	0	0
A	AG	18	103	1	1	BA1652	630	9	0	0	1	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	633	9	10	0	0	0	0	0	1	0	0	0
A	AG	18	103	1	1	BA1652	708	10	2	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	709	2	3	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	740	3	5	1	1	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	750	5	4	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	751	4	0	0	0	0	0	0	1	0	0	0
A	AG	18	103	1	1	BA1652	758	4	5	1	1	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	765	5	0	0	0	0	0	0	1	0	0	0
A	AG	18	103	1	1	BA1652	768	5	4	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	771	4	5	1	1	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	781	5	4	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	798	4	0	0	0	0	0	0	1	0	0	0
A	AG	18	103	1	1	BA1652	808	4	5	1	1	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	812	5	0	0	0	0	0	0	1	0	0	0
A	AG	18	103	1	1	BA1652	818	5	4	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	852	4	5	1	1	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	854	5	0	0	0	0	0	0	1	0	0	0
A	AG	18	103	1	1	BA1652	862	5	9	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	872	9	10	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	947	10	2	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	948	2	3	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	999	3	5	1	1	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	1009	5	4	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	1012	4	0	0	0	0	0	0	1	0	0	0
A	AG	18	103	1	1	BA1652	1018	4	5	1	1	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	1028	5	4	0	0	0	0	0	1	0	0	0
A	AG	18	103	1	1	BA1652	1042	4	5	1	1	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	1050	5	0	0	0	0	0	0	1	0	0	0
A	AG	18	103	1	1	BA1652	1052	5	4	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	1057	4	5	1	1	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	1063	5	0	0	0	0	0	0	1	0	0	0
A	AG	18	103	1	1	BA1652	1067	5	4	0	0	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	1071	4	5	1	1	0	0	0	0	0	0	0
A	AG	18	103	1	1	BA1652	1074	5	0	0	0	0	0	0	1	0	0	0
