Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGH	A3 - 	A4 - 	A[1] LEFT	A[2] RIGH	A[3] 	A[4] 
A	BL	27	143	1	1	BA1652	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	51	2	3	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	6862	3	5	1	1	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	6872	5	4	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	6899	4	0	0	0	0	0	0	1	0	0	0
A	BL	27	143	1	1	BA1652	6905	4	5	1	1	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	6913	5	0	0	0	0	0	0	1	0	0	0
A	BL	27	143	1	1	BA1652	6915	5	4	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	15298	4	0	0	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	15324	4	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	25043	4	5	1	1	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	25053	5	4	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	25147	4	0	0	0	0	0	0	1	0	0	0
A	BL	27	143	1	1	BA1652	25189	4	5	1	1	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	25199	5	4	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	25249	4	0	0	0	0	0	0	1	0	0	0
A	BL	27	143	1	1	BA1652	25288	4	5	1	1	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	25298	5	9	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	25308	9	10	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	25310	10	0	0	0	0	0	0	1	0	0	0
A	BL	27	143	1	1	BA1652	25383	10	2	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	25384	2	6	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	36845	6	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	36855	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	36879	7	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	36902	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	36912	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	36913	7	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	36917	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	36927	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37014	7	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	37266	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37276	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37296	7	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	37308	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37318	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37333	7	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	37340	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37350	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37351	7	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	37356	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37366	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37388	7	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	37471	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37481	8	7	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	37485	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37495	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37503	7	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	37520	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37526	8	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	37530	8	9	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37537	9	0	0	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37540	9	10	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37542	10	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	37543	10	0	0	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37544	10	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	37615	10	2	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	37616	2	6	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	39848	6	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	39856	8	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	39858	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	39872	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	39882	8	7	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	39895	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	39905	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	39913	7	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	39925	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	39931	8	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	39935	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	40104	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	40110	8	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	40114	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	40144	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	40152	8	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	40154	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	40169	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	40176	8	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	40179	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	40186	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	40191	8	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	40196	8	7	0	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	40226	7	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	40243	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	40253	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	40255	7	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	40286	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	40290	8	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	40296	8	9	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	40298	9	0	0	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	40306	9	10	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	40308	10	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	40381	10	2	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	40382	2	6	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72275	6	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72285	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72303	7	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	72305	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72315	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72321	7	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	72331	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72337	8	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	72341	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72351	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72356	8	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	72361	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72373	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72383	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72388	7	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	72425	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72435	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72474	7	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	72709	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72719	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72721	7	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	72745	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72751	8	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	72755	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72925	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72935	8	7	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72960	7	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	72967	7	8	2	0	1	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72977	8	9	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	72985	9	0	0	0	0	0	0	0	1	0	0
A	BL	27	143	1	1	BA1652	72987	9	10	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	73062	10	2	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	73063	2	3	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	74839	3	5	1	1	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	74849	5	4	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	74868	4	0	0	0	0	0	0	1	0	0	0
A	BL	27	143	1	1	BA1652	75044	4	5	1	1	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	75054	5	4	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	75066	4	0	0	0	0	0	0	1	0	0	0
A	BL	27	143	1	1	BA1652	75116	4	5	1	1	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	75122	5	0	0	0	0	0	0	1	0	0	0
A	BL	27	143	1	1	BA1652	75126	5	4	0	0	0	0	0	0	0	0	0
A	BL	27	143	1	1	BA1652	180000	4	-1	0	0	0	0	0	0	0	0	0
