Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGH	A3 - 	A4 - 	A[1] LEFT	A[2] RIGH	A[3] 	A[4] 
A	EF	24	125	1	2	BA1652	0	0	1	0	0	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	50	1	2	0	0	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	51	2	3	0	0	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	252	3	5	1	1	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	261	5	0	0	0	0	0	0	1	0	0	0
A	EF	24	125	1	2	BA1652	262	5	4	0	0	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	268	4	5	1	1	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	278	5	4	0	0	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	284	4	0	0	0	0	0	0	1	0	0	0
A	EF	24	125	1	2	BA1652	288	4	5	1	1	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	298	5	4	0	0	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	304	4	0	0	0	0	0	0	1	0	0	0
A	EF	24	125	1	2	BA1652	310	4	5	1	1	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	314	5	0	0	0	0	0	0	1	0	0	0
A	EF	24	125	1	2	BA1652	320	5	4	0	0	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	338	4	5	1	1	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	341	5	0	0	0	0	0	0	1	0	0	0
A	EF	24	125	1	2	BA1652	348	5	9	0	0	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	350	9	0	0	1	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	355	9	0	0	0	0	0	0	1	0	0	0
A	EF	24	125	1	2	BA1652	358	9	10	0	0	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	433	10	2	0	0	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	434	2	6	0	0	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	1726	6	8	2	0	1	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	1728	8	0	0	0	0	0	0	0	1	0	0
A	EF	24	125	1	2	BA1652	1736	8	7	0	0	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	1767	7	8	2	0	1	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	1777	8	7	0	0	0	0	0	0	0	0	0
A	EF	24	125	1	2	BA1652	1779	7	0	0	0	0	0	0	0	1	0	0
