Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGHT	A3 - 	A4 - 	A[1] LEFT	A[2] RIGHT	A[3] 	A[4] 
A	EF	13	98	1	1	BA1650	0	0	1	0	0	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	50	1	2	0	0	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	51	2	3	0	0	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	213	3	5	1	1	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	223	5	4	0	0	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	242	4	0	0	0	0	0	0	1	0	0	0
A	EF	13	98	1	1	BA1650	246	4	5	1	1	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	251	5	0	0	0	0	0	0	1	0	0	0
A	EF	13	98	1	1	BA1650	255	5	0	0	1	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	256	5	4	0	0	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	272	4	0	0	0	0	0	0	1	0	0	0
A	EF	13	98	1	1	BA1650	283	4	5	1	1	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	293	5	4	0	0	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	308	4	0	0	0	0	0	0	1	0	0	0
A	EF	13	98	1	1	BA1650	312	4	5	1	1	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	319	5	0	0	0	0	0	0	1	0	0	0
A	EF	13	98	1	1	BA1650	322	5	4	0	1	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	327	4	0	0	0	0	0	0	1	0	0	0
A	EF	13	98	1	1	BA1650	340	4	5	1	1	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	345	5	0	0	0	0	0	0	1	0	0	0
A	EF	13	98	1	1	BA1650	350	5	9	0	0	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	360	9	10	0	0	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	435	10	2	0	0	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	436	2	6	0	0	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	1206	6	8	2	0	1	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	1216	8	7	0	0	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	1220	7	0	0	0	0	0	0	0	1	0	0
A	EF	13	98	1	1	BA1650	1225	7	8	2	0	1	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	1235	8	7	0	0	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	1252	7	0	0	0	0	0	0	0	1	0	0
A	EF	13	98	1	1	BA1650	1256	7	8	2	0	1	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	1266	8	7	0	0	0	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	1288	7	0	0	0	0	0	0	0	1	0	0
A	EF	13	98	1	1	BA1650	1367	7	8	2	0	1	0	0	0	0	0	0
A	EF	13	98	1	1	BA1650	1369	8	0	0	0	0	0	0	0	1	0	0
