Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - 	A2 - 	A3 - 	A4 - 	A[1] 	A[2] 	A[3] 	A[4] 
A	BL	6	21	1	1	BA1650	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	6	21	1	1	BA1650	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	6	21	1	1	BA1650	51	2	6	0	0	0	0	0	0	0	0	0
A	BL	6	21	1	1	BA1650	129	6	8	2	0	1	0	0	0	0	0	0
A	BL	6	21	1	1	BA1650	139	8	9	0	0	0	0	0	0	0	0	0
A	BL	6	21	1	1	BA1650	149	9	10	0	0	0	0	0	0	1	0	0
A	BL	6	21	1	1	BA1650	199	10	2	0	0	0	0	0	0	0	0	0
A	BL	6	21	1	1	BA1650	200	2	6	0	0	0	0	0	0	0	0	0
A	BL	6	21	1	1	BA1650	737	6	0	0	1	0	0	0	0	0	0	0
A	BL	6	21	1	1	BA1650	739	6	0	0	0	0	0	0	1	0	0	0
A	BL	6	21	1	1	BA1650	825	6	8	2	0	1	0	0	0	0	0	0
A	BL	6	21	1	1	BA1650	835	8	9	0	0	0	0	0	0	0	0	0
A	BL	6	21	1	1	BA1650	845	9	10	0	0	0	0	0	0	1	0	0
A	BL	6	21	1	1	BA1650	895	10	2	0	0	0	0	0	0	0	0	0
A	BL	6	21	1	1	BA1650	896	2	6	0	0	0	0	0	0	0	0	0
A	BL	6	21	1	1	BA1650	1082	6	8	2	0	1	0	0	0	0	0	0
A	BL	6	21	1	1	BA1650	1092	8	9	0	0	0	0	0	0	0	0	0
A	BL	6	21	1	1	BA1650	1099	9	0	0	0	0	0	0	0	1	0	0
A	BL	6	21	1	1	BA1650	1102	9	10	0	0	0	0	0	0	0	0	0
A	BL	6	21	1	1	BA1650	1152	10	2	0	0	0	0	0	0	0	0	0
A	BL	6	21	1	1	BA1650	1153	2	3	0	0	0	0	0	0	0	0	0
