Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - 	A2 - 	A3 - 	A4 - 	A[1] 	A[2] 	A[3] 	A[4] 
A	BL	6	21	9	1	BA1651	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	51	2	6	0	0	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	193	6	0	0	0	0	0	0	1	0	0	0
A	BL	6	21	9	1	BA1651	615	6	0	0	1	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	648	6	0	0	0	0	0	0	1	0	0	0
A	BL	6	21	9	1	BA1651	653	6	0	0	1	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	757	6	0	0	0	0	0	0	1	0	0	0
A	BL	6	21	9	1	BA1651	1196	6	8	2	0	1	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	1206	8	9	0	0	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	1216	9	10	0	0	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	1218	10	0	0	0	0	0	0	0	1	0	0
A	BL	6	21	9	1	BA1651	1266	10	2	0	0	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	1267	2	6	0	0	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	1654	6	8	2	0	1	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	1664	8	9	0	0	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	1674	9	10	0	0	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	1677	10	0	0	0	0	0	0	0	1	0	0
A	BL	6	21	9	1	BA1651	1724	10	2	0	0	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	1725	2	6	0	0	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	2146	6	8	2	0	1	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	2156	8	9	0	0	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	2166	9	10	0	0	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	2171	10	0	0	0	0	0	0	0	1	0	0
A	BL	6	21	9	1	BA1651	2216	10	2	0	0	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	2217	2	3	0	0	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	2524	3	0	0	0	1	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	2539	3	0	0	0	0	0	0	0	1	0	0
A	BL	6	21	9	1	BA1651	2545	3	0	0	0	1	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	2606	3	0	0	0	0	0	0	0	1	0	0
A	BL	6	21	9	1	BA1651	2627	3	0	0	0	1	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	2682	3	0	0	0	0	0	0	0	1	0	0
A	BL	6	21	9	1	BA1651	2819	3	0	0	0	1	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	2839	3	0	0	0	0	0	0	0	1	0	0
A	BL	6	21	9	1	BA1651	3009	3	5	1	1	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	3019	5	9	0	0	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	3029	9	10	0	0	0	0	0	0	0	0	0
A	BL	6	21	9	1	BA1651	3032	10	0	0	0	0	0	0	1	0	0	0
A	BL	6	21	9	1	BA1651	3079	10	2	0	0	0	0	0	0	0	0	0
