Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - 	A2 - 	A3 - 	A4 - 	A[1] 	A[2] 	A[3] 	A[4] 
A	BL	10	55	1	1	BA1650	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	44	1	0	0	1	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	51	2	3	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	74	3	0	0	0	0	0	0	1	0	0	0
A	BL	10	55	1	1	BA1650	114	3	5	1	1	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	124	5	4	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	129	4	0	0	0	0	0	0	1	0	0	0
A	BL	10	55	1	1	BA1650	163	4	5	1	1	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	173	5	4	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	201	4	0	0	0	0	0	0	1	0	0	0
A	BL	10	55	1	1	BA1650	247	4	5	1	1	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	257	5	4	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	265	4	0	0	0	0	0	0	1	0	0	0
A	BL	10	55	1	1	BA1650	266	4	5	1	1	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	274	5	0	0	0	0	0	0	1	0	0	0
A	BL	10	55	1	1	BA1650	276	5	4	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	279	4	5	1	1	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	289	5	9	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	295	9	0	0	0	0	0	0	1	0	0	0
A	BL	10	55	1	1	BA1650	296	9	0	0	1	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	297	9	0	0	0	0	0	0	1	0	0	0
A	BL	10	55	1	1	BA1650	299	9	10	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	374	10	2	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	375	2	6	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	456	6	8	2	0	1	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	458	8	0	0	0	1	0	0	0	1	0	0
A	BL	10	55	1	1	BA1650	466	8	7	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	467	7	0	0	0	0	0	0	0	1	0	0
A	BL	10	55	1	1	BA1650	473	7	8	2	0	1	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	475	8	0	0	0	0	0	0	0	1	0	0
A	BL	10	55	1	1	BA1650	477	8	0	0	0	1	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	483	8	7	0	0	0	0	0	0	1	0	0
A	BL	10	55	1	1	BA1650	488	7	8	2	0	1	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	498	8	7	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	522	7	0	0	0	0	0	0	0	1	0	0
A	BL	10	55	1	1	BA1650	525	7	8	2	0	1	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	529	8	0	0	0	0	0	0	0	1	0	0
A	BL	10	55	1	1	BA1650	530	8	0	0	0	1	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	531	8	0	0	0	0	0	0	0	1	0	0
A	BL	10	55	1	1	BA1650	534	8	0	0	0	1	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	535	8	7	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	543	7	0	0	0	0	0	0	0	1	0	0
A	BL	10	55	1	1	BA1650	661	7	8	2	0	1	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	671	8	9	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	672	9	0	0	0	0	0	0	0	1	0	0
A	BL	10	55	1	1	BA1650	681	9	10	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	687	10	0	0	0	1	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	691	10	0	0	0	0	0	0	0	1	0	0
A	BL	10	55	1	1	BA1650	697	10	0	0	0	1	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	714	10	0	0	0	0	0	0	0	1	0	0
A	BL	10	55	1	1	BA1650	756	10	2	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	757	2	6	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	859	6	8	2	0	1	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	865	8	0	0	0	0	0	0	0	1	0	0
A	BL	10	55	1	1	BA1650	869	8	7	0	0	0	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	883	7	8	2	0	1	0	0	0	0	0	0
A	BL	10	55	1	1	BA1650	893	8	7	0	0	0	0	0	0	0	0	0
