Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - 	A2 - 	A3 - 	A4 - 	A[1] 	A[2] 	A[3] 	A[4] 
A	EF	10	61	9	1	BA1651	0	0	1	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	50	1	2	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	51	2	3	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	239	3	5	1	1	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	249	5	4	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	262	4	0	0	0	0	0	0	1	0	0	0
A	EF	10	61	9	1	BA1651	335	4	5	1	1	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	345	5	4	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	402	4	0	0	0	0	0	0	1	0	0	0
A	EF	10	61	9	1	BA1651	659	4	5	1	1	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	669	5	4	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	670	4	0	0	0	0	0	0	1	0	0	0
A	EF	10	61	9	1	BA1651	674	4	5	1	1	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	683	5	0	0	0	0	0	0	1	0	0	0
A	EF	10	61	9	1	BA1651	684	5	4	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	689	4	5	1	1	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	699	5	9	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	709	9	10	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	717	10	0	0	0	0	0	0	1	0	0	0
A	EF	10	61	9	1	BA1651	784	10	2	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	785	2	6	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	823	6	8	2	0	1	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	833	8	7	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	874	7	0	0	0	0	0	0	0	1	0	0
A	EF	10	61	9	1	BA1651	911	7	8	2	0	1	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	921	8	7	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	937	7	0	0	0	0	0	0	0	1	0	0
A	EF	10	61	9	1	BA1651	973	7	8	2	0	1	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	983	8	7	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	988	7	0	0	0	0	0	0	0	1	0	0
A	EF	10	61	9	1	BA1651	1009	7	8	2	0	1	0	0	0	1	0	0
A	EF	10	61	9	1	BA1651	1019	8	7	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	1075	7	8	2	0	1	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	1085	8	9	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	1095	9	10	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	1100	10	0	0	0	0	0	0	0	1	0	0
A	EF	10	61	9	1	BA1651	1170	10	2	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	1171	2	6	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	1186	6	8	2	0	1	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	1196	8	7	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	1236	7	0	0	0	0	0	0	0	1	0	0
A	EF	10	61	9	1	BA1651	1247	7	8	2	0	1	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	1257	8	7	0	0	0	0	0	0	1	0	0
A	EF	10	61	9	1	BA1651	1286	7	8	2	0	1	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	1291	8	0	0	0	0	0	0	0	1	0	0
A	EF	10	61	9	1	BA1651	1296	8	7	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	1305	7	8	2	0	1	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	1315	8	7	0	0	0	0	0	0	0	0	0
A	EF	10	61	9	1	BA1651	1329	7	0	0	0	0	0	0	0	1	0	0
A	EF	10	61	9	1	BA1651	1362	7	8	2	0	1	0	0	0	0	0	0
