Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - 	A2 - 	A3 - 	A4 - 	A[1] 	A[2] 	A[3] 	A[4] 
A	BL	3	27	9	1	BA1653	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	22	1	0	0	0	0	0	0	0	1	0	0
A	BL	3	27	9	1	BA1653	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	51	2	3	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	3530	3	5	1	1	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	3540	5	9	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	3550	9	10	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	3551	10	0	0	0	0	0	0	1	0	0	0
A	BL	3	27	9	1	BA1653	3600	10	2	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	3601	2	6	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	3784	6	0	0	1	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	3830	6	0	0	0	0	0	0	1	0	0	0
A	BL	3	27	9	1	BA1653	3867	6	8	2	0	1	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	3877	8	9	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	3885	9	0	0	0	0	0	0	0	1	0	0
A	BL	3	27	9	1	BA1653	3887	9	10	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	3937	10	2	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	3938	2	6	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	4021	6	8	2	0	1	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	4031	8	9	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	4041	9	10	0	0	0	0	0	0	1	0	0
A	BL	3	27	9	1	BA1653	4091	10	2	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	4092	2	6	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	4187	6	8	2	0	1	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	4197	8	9	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	4207	9	10	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	4210	10	0	0	0	0	0	0	0	1	0	0
A	BL	3	27	9	1	BA1653	4257	10	2	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	4258	2	3	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	4485	3	5	1	1	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	4495	5	9	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	4505	9	10	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	4507	10	0	0	0	0	0	0	1	0	0	0
A	BL	3	27	9	1	BA1653	4555	10	2	0	0	0	0	0	0	0	0	0
A	BL	3	27	9	1	BA1653	4556	2	3	0	0	0	0	0	0	0	0	0
