date,subject,frval,runnum,trial,trial2,frpointer,frpointerB,borpointer,borpointer2,bolpointer,time,fr_irt,prp,fr_prp,uo_prp,event
12/11/17,BA1657,75,1,3,3,2,2,0,0,0,137.6,0.46,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,3,3,0,0,0,138.05,0.45,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,4,4,0,0,0,138.54,0.49,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,5,5,0,0,0,138.78,0.24,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,6,6,0,0,0,139.33,0.55,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,7,7,0,0,0,140.16,0.83,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,8,8,0,0,0,140.87,0.71,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,9,9,0,0,0,142.32,1.45,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,10,10,0,0,0,142.59,0.27,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,11,11,0,0,0,143.11,0.52,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,12,12,0,0,0,143.24,0.13,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,13,13,0,0,0,143.92,0.68,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,14,14,0,0,0,144.59,0.67,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,15,15,0,0,0,144.77,0.18,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,16,16,0,0,0,146.48,1.71,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,17,17,0,0,0,146.65,0.17,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,18,18,0,0,0,146.87,0.22,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,19,19,0,0,0,147.0,0.13,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,20,20,0,0,0,147.07,0.07,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,21,21,0,0,0,147.17,0.1,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,22,22,0,0,0,147.25,0.08,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,23,23,0,0,0,147.34,0.09,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,24,24,0,0,0,147.42,0.08,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,25,25,0,0,0,147.55,0.13,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,26,26,0,0,0,147.68,0.13,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,27,27,0,0,0,147.82,0.14,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,28,28,0,0,0,147.97,0.15,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,29,29,0,0,0,148.59,0.62,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,30,30,0,0,0,150.26,1.67,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,31,31,0,0,0,150.53,0.27,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,32,32,0,0,0,150.67,0.14,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,33,33,0,0,0,150.75,0.08,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,34,34,0,0,0,150.83,0.08,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,35,35,0,0,0,150.92,0.09,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,36,36,0,0,0,151.02,0.1,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,37,37,0,0,0,151.12,0.1,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,38,38,0,0,0,151.24,0.12,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,39,39,0,0,0,151.37,0.13,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,40,40,0,0,0,151.83,0.46,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,41,41,0,0,0,152.06,0.23,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,42,42,0,0,0,153.87,1.81,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,43,43,0,0,0,154.2,0.33,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,44,44,0,0,0,154.29,0.09,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,45,45,0,0,0,154.37,0.08,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,46,46,0,0,0,154.45,0.08,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,47,47,0,0,0,154.54,0.09,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,48,48,0,0,0,154.61,0.07,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,49,49,0,0,0,154.75,0.14,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,50,50,0,0,0,155.35,0.6,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,51,51,0,0,0,156.18,0.83,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,52,52,0,0,0,156.83,0.65,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,53,53,0,0,0,157.73,0.9,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,54,54,0,0,0,158.19,0.46,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,55,55,0,0,0,158.24,0.05,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,56,56,0,0,0,158.36,0.12,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,57,57,0,0,0,158.47,0.11,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,58,58,0,0,0,158.58,0.11,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,59,59,0,0,0,158.66,0.08,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,60,60,0,0,0,158.75,0.09,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,61,61,0,0,0,158.86,0.11,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,62,62,0,0,0,158.95,0.09,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,63,63,0,0,0,159.03,0.08,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,64,64,0,0,0,159.19,0.16,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,65,65,0,0,0,159.39,0.2,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,66,66,0,0,0,161.73,2.34,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,67,67,0,0,0,162.03,0.3,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,68,68,0,0,0,162.36,0.33,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,69,69,0,0,0,162.44,0.08,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,70,70,0,0,0,162.68,0.24,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,71,71,0,0,0,162.87,0.19,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,72,72,0,0,0,163.16,0.29,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,73,73,0,0,0,163.29,0.13,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,74,74,0,0,0,163.77,0.48,0.0,0.0,0.0,120
12/11/17,BA1657,75,1,3,3,75,75,0,0,0,165.38,1.61,0.0,0.0,0.0,120
12/11/17,BA1657,0,1,0,0,-1,-1,0,0,0,165.39,0.0,0.0,0.0,0.0,200
12/11/17,BA1657,0,1,0,0,0,0,0,0,0,167.44,2.05,0.0,0.0,0.0,300
12/11/17,BA1657,100,1,4,4,1,1,0,0,0,184.72,17.28,15.23,15.23,0.0,120
12/11/17,BA1657,100,1,4,4,2,2,0,0,0,185.46,0.74,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,3,3,0,0,0,238.43,52.97,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,4,4,0,0,0,239.45,1.02,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,5,5,0,0,0,239.99,0.54,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,6,6,0,0,0,240.35,0.36,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,7,7,0,0,0,240.63,0.28,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,8,8,0,0,0,241.44,0.81,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,9,9,0,0,0,241.89,0.45,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,10,10,0,0,0,242.17,0.28,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,11,11,0,0,0,242.71,0.54,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,12,12,0,0,0,243.53,0.82,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,13,13,0,0,0,244.07,0.54,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,14,14,0,0,0,245.77,1.7,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,15,15,0,0,0,246.58,0.81,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,16,16,0,0,0,246.82,0.24,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,17,17,0,0,0,247.33,0.51,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,18,18,0,0,0,247.58,0.25,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,19,19,0,0,0,247.81,0.23,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,20,20,0,0,0,248.06,0.25,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,21,21,0,0,0,248.37,0.31,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,22,22,0,0,0,250.03,1.66,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,23,23,0,0,0,250.37,0.34,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,24,24,0,0,0,250.61,0.24,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,25,25,0,0,0,251.23,0.62,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,26,26,0,0,0,251.79,0.56,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,27,27,0,0,0,252.18,0.39,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,28,28,0,0,0,252.42,0.24,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,29,29,0,0,0,252.74,0.32,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,30,30,0,0,0,253.22,0.48,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,31,31,0,0,0,253.48,0.26,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,32,32,0,0,0,253.64,0.16,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,33,33,0,0,0,255.17,1.53,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,34,34,0,0,0,255.33,0.16,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,35,35,0,0,0,255.66,0.33,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,36,36,0,0,0,256.06,0.4,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,37,37,0,0,0,256.13,0.07,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,38,38,0,0,0,256.29,0.16,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,39,39,0,0,0,256.47,0.18,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,40,40,0,0,0,256.82,0.35,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,41,41,0,0,0,257.1,0.28,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,42,42,0,0,0,257.36,0.26,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,43,43,0,0,0,259.2,1.84,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,44,44,0,0,0,259.4,0.2,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,45,45,0,0,0,259.81,0.41,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,46,46,0,0,0,259.89,0.08,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,47,47,0,0,0,259.97,0.08,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,48,48,0,0,0,260.05,0.08,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,49,49,0,0,0,260.12,0.07,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,50,50,0,0,0,260.2,0.08,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,51,51,0,0,0,260.26,0.06,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,52,52,0,0,0,260.38,0.12,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,53,53,0,0,0,260.43,0.05,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,54,54,0,0,0,260.79,0.36,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,55,55,0,0,0,260.94,0.15,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,56,56,0,0,0,261.94,1.0,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,57,57,0,0,0,263.56,1.62,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,58,58,0,0,0,263.95,0.39,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,59,59,0,0,0,264.7,0.75,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,60,60,0,0,0,264.91,0.21,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,61,61,0,0,0,265.37,0.46,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,62,62,0,0,0,267.05,1.68,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,63,63,0,0,0,267.27,0.22,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,64,64,0,0,0,267.33,0.06,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,65,65,0,0,0,267.89,0.56,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,66,66,0,0,0,268.22,0.33,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,67,67,0,0,0,268.74,0.52,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,68,68,0,0,0,269.1,0.36,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,69,69,0,0,0,270.74,1.64,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,70,70,0,0,0,271.14,0.4,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,71,71,0,0,0,271.23,0.09,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,72,72,0,0,0,271.3,0.07,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,73,73,0,0,0,271.37,0.07,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,74,74,0,0,0,271.44,0.07,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,75,75,0,0,0,271.52,0.08,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,76,76,0,0,0,271.59,0.07,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,77,77,0,0,0,271.76,0.17,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,78,78,0,0,0,271.86,0.1,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,79,79,0,0,0,272.59,0.73,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,80,80,0,0,0,273.22,0.63,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,81,81,0,0,0,273.91,0.69,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,82,82,0,0,0,275.0,1.09,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,83,83,0,0,0,275.44,0.44,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,84,84,0,0,0,277.41,1.97,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,85,85,0,0,0,277.73,0.32,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,86,86,0,0,0,278.11,0.38,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,87,87,0,0,0,278.6,0.49,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,88,88,0,0,0,278.71,0.11,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,89,89,0,0,0,278.88,0.17,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,90,90,0,0,0,278.99,0.11,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,91,91,0,0,0,279.12,0.13,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,92,92,0,0,0,279.34,0.22,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,93,93,0,0,0,279.6,0.26,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,94,94,0,0,0,280.26,0.66,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,95,95,0,0,0,281.9,1.64,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,96,96,0,0,0,282.05,0.15,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,97,97,0,0,0,282.13,0.08,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,98,98,0,0,0,282.21,0.08,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,99,99,0,0,0,282.35,0.14,0.0,0.0,0.0,120
12/11/17,BA1657,100,1,4,4,100,100,0,0,0,282.6,0.25,0.0,0.0,0.0,120
12/11/17,BA1657,0,1,0,0,-1,-1,0,0,0,282.61,0.0,0.0,0.0,0.0,200
12/11/17,BA1657,0,1,0,0,0,0,0,0,0,284.66,2.05,0.0,0.0,0.0,300
12/11/17,BA1657,125,1,5,5,1,1,0,0,0,301.53,16.87,14.82,14.82,0.0,120
12/11/17,BA1657,125,1,5,5,2,2,0,0,0,302.32,0.79,0.0,0.0,0.0,120
12/11/17,BA1657,125,1,5,5,3,3,0,0,0,303.32,1.0,0.0,0.0,0.0,120
12/11/17,BA1657,125,1,5,5,4,4,0,0,0,303.59,0.27,0.0,0.0,0.0,120
12/11/17,BA1657,125,1,5,5,5,5,0,0,0,303.92,0.33,0.0,0.0,0.0,120
12/11/17,BA1657,125,1,5,5,6,6,0,0,0,304.09,0.17,0.0,0.0,0.0,120
12/11/17,BA1657,125,1,5,5,7,7,0,0,0,304.7,0.61,0.0,0.0,0.0,120
12/11/17,BA1657,125,1,5,5,8,8,0,0,0,305.67,0.97,0.0,0.0,0.0,120
12/11/17,BA1657,125,1,5,5,9,9,0,0,0,306.05,0.38,0.0,0.0,0.0,120
12/11/17,BA1657,125,1,5,5,10,10,0,0,0,306.45,0.4,0.0,0.0,0.0,120
12/11/17,BA1657,125,1,5,5,11,11,0,0,0,306.83,0.38,0.0,0.0,0.0,120
12/11/17,BA1657,125,1,5,5,12,12,0,0,0,307.19,0.36,0.0,0.0,0.0,120
