Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGHT	A3 - 	A4 - 	A[1] LEFT	A[2] RIGHT	A[3] 	A[4] 
A	BL	3	84	9	1	BA1651	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	51	2	3	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1068	3	5	1	1	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1078	5	4	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1115	4	0	0	0	0	0	0	1	0	0	0
A	BL	3	84	9	1	BA1651	1125	4	5	1	1	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1135	5	4	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1188	4	0	0	0	0	0	0	1	0	0	0
A	BL	3	84	9	1	BA1651	1204	4	5	1	1	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1214	5	4	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1225	4	0	0	0	0	0	0	1	0	0	0
A	BL	3	84	9	1	BA1651	1232	4	5	1	1	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1242	5	4	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1279	4	0	0	0	0	0	0	1	0	0	0
A	BL	3	84	9	1	BA1651	1303	4	5	1	1	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1313	5	9	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1323	9	10	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1330	10	0	0	0	0	0	0	1	0	0	0
A	BL	3	84	9	1	BA1651	1398	10	2	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1399	2	6	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1458	6	0	0	1	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1479	6	0	0	0	0	0	0	1	0	0	0
A	BL	3	84	9	1	BA1651	1489	6	0	0	1	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1524	6	0	0	1	0	0	0	1	0	0	0
A	BL	3	84	9	1	BA1651	1543	6	0	0	0	0	0	0	1	0	0	0
A	BL	3	84	9	1	BA1651	1593	6	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1603	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1608	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	1611	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1615	8	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	1621	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1630	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1640	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1645	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	1655	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1663	8	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	1665	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1688	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1698	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1702	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	1704	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1707	8	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	1712	8	0	0	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1714	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1717	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	1723	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1733	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1755	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	1793	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1803	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1820	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	1835	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1845	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1859	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	1864	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1874	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1892	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	1908	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1909	8	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	1912	8	0	0	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1918	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1932	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	1952	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1962	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1972	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	1975	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	1985	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	2009	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	2021	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	2031	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	2035	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	2048	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	2055	8	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	2058	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	2066	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	2068	8	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	2070	8	0	0	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	2076	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	2078	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	2079	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	2089	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	2102	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	2108	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	2115	8	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	9	1	BA1651	2118	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	2140	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	2150	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	9	1	BA1651	2177	7	0	0	0	0	0	0	0	1	0	0
