Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - LEFT	A2 - RIGHT	A3 - 	A4 - 	A[1] LEFT	A[2] RIGHT	A[3] 	A[4] 
A	BL	3	84	1	1	BA1650	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	51	2	3	0	0	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	538	3	5	1	1	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	548	5	4	0	0	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	570	4	0	0	0	0	0	0	1	0	0	0
A	BL	3	84	1	1	BA1650	610	4	5	1	1	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	620	5	4	0	0	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	633	4	0	0	0	0	0	0	1	0	0	0
A	BL	3	84	1	1	BA1650	696	4	5	1	1	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	706	5	4	0	0	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	715	4	0	0	0	0	0	0	1	0	0	0
A	BL	3	84	1	1	BA1650	724	4	5	1	1	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	726	5	0	0	0	0	0	0	1	0	0	0
A	BL	3	84	1	1	BA1650	733	5	0	0	1	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	734	5	4	0	0	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	747	4	0	0	0	0	0	0	1	0	0	0
A	BL	3	84	1	1	BA1650	755	4	5	1	1	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	761	5	0	0	0	0	0	0	1	0	0	0
A	BL	3	84	1	1	BA1650	764	5	0	0	1	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	765	5	9	0	0	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	775	9	10	0	0	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	778	10	0	0	0	0	0	0	1	0	0	0
A	BL	3	84	1	1	BA1650	850	10	2	0	0	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	851	2	6	0	0	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	1235	6	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	1238	8	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	1	1	BA1650	1245	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	1263	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	1273	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	1275	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	1	1	BA1650	1362	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	1372	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	1385	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	1	1	BA1650	1390	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	1400	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	1406	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	84	1	1	BA1650	1408	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	1418	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	84	1	1	BA1650	1424	7	0	0	0	0	0	0	0	1	0	0
