Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - 	A2 - 	A3 - 	A4 - 	A[1] 	A[2] 	A[3] 	A[4] 
A	BL	2	38	9	1	BA1653	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	51	2	6	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	1215	6	0	0	1	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	1244	6	0	0	0	0	0	0	1	0	0	0
A	BL	2	38	9	1	BA1653	1318	6	8	2	0	1	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	1328	8	7	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	1361	7	0	0	0	0	0	0	0	1	0	0
A	BL	2	38	9	1	BA1653	1698	7	8	2	0	1	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	1708	8	9	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	1718	9	10	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	1721	10	0	0	0	0	0	0	0	1	0	0
A	BL	2	38	9	1	BA1653	1793	10	2	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	1794	2	6	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	1867	6	8	2	0	1	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	1877	8	7	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	1895	7	0	0	0	0	0	0	0	1	0	0
A	BL	2	38	9	1	BA1653	2064	7	0	0	1	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2081	7	0	0	0	0	0	0	1	0	0	0
A	BL	2	38	9	1	BA1653	2134	7	8	2	0	1	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2144	8	9	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2154	9	10	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2163	10	0	0	0	0	0	0	0	1	0	0
A	BL	2	38	9	1	BA1653	2229	10	2	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2230	2	6	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2283	6	8	2	0	1	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2293	8	7	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2328	7	0	0	0	0	0	0	0	1	0	0
A	BL	2	38	9	1	BA1653	2397	7	8	2	0	1	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2407	8	9	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2417	9	10	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2424	10	0	0	0	0	0	0	0	1	0	0
A	BL	2	38	9	1	BA1653	2492	10	2	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2493	2	3	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2548	3	5	1	1	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2558	5	4	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2593	4	0	0	0	0	0	0	1	0	0	0
A	BL	2	38	9	1	BA1653	2753	4	5	1	1	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2763	5	9	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2773	9	10	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2774	10	0	0	0	0	0	0	1	0	0	0
A	BL	2	38	9	1	BA1653	2848	10	2	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2849	2	6	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2894	6	0	0	1	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2898	6	0	0	0	0	0	0	1	0	0	0
A	BL	2	38	9	1	BA1653	2948	6	8	2	0	1	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2958	8	7	0	0	0	0	0	0	0	0	0
A	BL	2	38	9	1	BA1653	2972	7	0	0	0	0	0	0	0	1	0	0
