Project	UserID	Protocol	Session	Station	Run	Subject	Time	Current State	Transition State	Transition Event	A1 - 	A2 - 	A3 - 	A4 - 	A[1] 	A[2] 	A[3] 	A[4] 
A	BL	3	39	9	1	BA1651	0	0	1	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	50	1	2	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	51	2	3	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	75	3	0	0	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	85	3	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	86	3	0	0	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	95	3	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	148	3	5	1	1	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	158	5	4	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	163	4	0	0	0	0	0	0	1	0	0	0
A	BL	3	39	9	1	BA1651	170	4	5	1	1	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	180	5	9	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	190	9	10	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	192	10	0	0	0	0	0	0	1	0	0	0
A	BL	3	39	9	1	BA1651	265	10	2	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	266	2	6	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	282	6	0	0	1	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	295	6	0	0	0	0	0	0	1	0	0	0
A	BL	3	39	9	1	BA1651	314	6	0	0	1	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	450	6	0	0	0	0	0	0	1	0	0	0
A	BL	3	39	9	1	BA1651	475	6	8	2	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	485	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	492	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	507	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	517	8	9	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	527	9	10	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	529	10	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	602	10	2	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	603	2	6	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	620	6	8	2	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	630	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	650	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	661	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	669	8	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	671	8	9	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	673	9	0	0	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	681	9	10	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	690	10	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	756	10	2	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	757	2	6	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	783	6	8	2	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	793	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	840	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	860	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	870	8	9	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	879	9	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	880	9	10	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	955	10	2	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	956	2	3	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	972	3	0	0	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	999	3	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	1000	3	0	0	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1003	3	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	1006	3	0	0	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1018	3	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	1022	3	0	0	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1046	3	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	1097	3	5	1	1	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1107	5	4	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1118	4	0	0	0	0	0	0	1	0	0	0
A	BL	3	39	9	1	BA1651	1139	4	5	1	1	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1149	5	9	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1159	9	10	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1167	10	0	0	0	0	0	0	1	0	0	0
A	BL	3	39	9	1	BA1651	1234	10	2	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1235	2	3	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1236	3	5	1	1	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1245	5	0	0	0	0	0	0	1	0	0	0
A	BL	3	39	9	1	BA1651	1246	5	4	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1280	4	5	1	1	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1290	5	9	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1300	9	10	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1306	10	0	0	0	0	0	0	1	0	0	0
A	BL	3	39	9	1	BA1651	1375	10	2	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1376	2	6	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1393	6	8	2	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1398	8	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	1402	8	0	0	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1403	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1404	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	1407	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1417	8	9	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1427	9	10	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1433	10	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	1502	10	2	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1503	2	6	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1559	6	8	2	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1569	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1584	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	1604	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1614	8	9	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1624	9	10	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1628	10	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	1699	10	2	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1700	2	6	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1820	6	8	2	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1830	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1833	7	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	1861	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1864	8	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	1865	8	0	0	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1871	8	9	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1881	9	10	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1883	10	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	1956	10	2	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1957	2	3	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	1983	3	0	0	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	2020	3	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	2059	3	5	1	1	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	2069	5	4	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	2082	4	0	0	0	0	0	0	1	0	0	0
A	BL	3	39	9	1	BA1651	2177	4	5	1	1	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	2187	5	9	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	2197	9	10	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	2201	10	0	0	0	0	0	0	1	0	0	0
A	BL	3	39	9	1	BA1651	2272	10	2	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	2273	2	6	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	2321	6	8	2	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	2322	8	0	0	0	0	0	0	0	1	0	0
A	BL	3	39	9	1	BA1651	2331	8	7	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	2344	7	8	2	0	1	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	2354	8	9	0	0	0	0	0	0	0	0	0
A	BL	3	39	9	1	BA1651	2364	9	-1	0	0	0	0	0	0	0	0	0
