ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,5.63,5.63,,,,,,,
3,5.97,5.97,,,,,,,
4,6.27,6.27,,,,,,,
5,6.57,6.57,,,,,,,
6,6.98,6.98,,,,,,,
7,7.22,7.22,,,,,,,
8,7.6,7.6,,,,,,,
9,8.71,8.71,,,,,,,
10,9.12,9.12,,,,,,,
11,9.39,9.39,,,,,,,
12,9.71,9.71,,,,,,,
13,10.03,10.03,,,,,,,
14,10.29,10.29,,,,,,,
15,10.93,10.93,,,,,,,
16,11.2,11.2,,,,,,,
17,11.56,11.56,,,,,,,
18,11.83,11.83,,,,,,,
19,12.16,12.16,,,,,,,
20,13.66,13.66,,,,,,,
21,14.2,14.2,,,,,,,
22,14.59,14.59,,,,,,,
23,14.85,14.85,,,,,,,
24,15.22,15.22,,,,,,,
25,16.12,16.12,,,,,,,
26,16.59,16.59,,,,,,,
27,16.59,,,16.59,,,,,
28,25.63,25.63,,,,,,,
29,25.75,25.75,,,,,,,
30,26.07,26.07,,,,,,,
31,26.51,26.51,,,,,,,
32,26.86,26.86,,,,,,,
33,27.12,27.12,,,,,,,
34,27.36,27.36,,,,,,,
35,27.61,27.61,,,,,,,
36,27.83,27.83,,,,,,,
37,28.11,28.11,,,,,,,
38,28.36,28.36,,,,,,,
39,28.57,28.57,,,,,,,
40,28.78,28.78,,,,,,,
41,29.22,29.22,,,,,,,
42,29.6,29.6,,,,,,,
43,29.87,29.87,,,,,,,
44,30.17,30.17,,,,,,,
45,30.46,30.46,,,,,,,
46,31.26,31.26,,,,,,,
47,32.04,32.04,,,,,,,
48,32.33,32.33,,,,,,,
49,32.65,32.65,,,,,,,
50,33.24,33.24,,,,,,,
51,33.45,33.45,,,,,,,
52,33.67,33.67,,,,,,,
53,33.67,,,33.67,,,,,
54,40.04,40.04,,,,,,,
55,40.26,40.26,,,,,,,
56,40.49,40.49,,,,,,,
57,40.65,40.65,,,,,,,
58,41.11,41.11,,,,,,,
59,41.43,41.43,,,,,,,
60,41.71,41.71,,,,,,,
61,42.03,42.03,,,,,,,
62,42.22,42.22,,,,,,,
63,42.55,42.55,,,,,,,
64,42.91,42.91,,,,,,,
65,43.2,43.2,,,,,,,
66,43.4,43.4,,,,,,,
67,43.67,43.67,,,,,,,
68,43.89,43.89,,,,,,,
69,44.12,44.12,,,,,,,
70,44.41,44.41,,,,,,,
71,44.89,44.89,,,,,,,
72,45.13,45.13,,,,,,,
73,45.45,45.45,,,,,,,
74,45.72,45.72,,,,,,,
75,45.99,45.99,,,,,,,
76,46.2,46.2,,,,,,,
77,46.56,46.56,,,,,,,
78,46.99,46.99,,,,,,,
79,46.99,,,46.99,,,,,
80,52.74,52.74,,,,,,,
81,52.86,52.86,,,,,,,
82,53.18,53.18,,,,,,,
83,53.42,53.42,,,,,,,
84,53.67,53.67,,,,,,,
85,53.93,53.93,,,,,,,
86,54.45,54.45,,,,,,,
87,54.88,54.88,,,,,,,
88,55.08,55.08,,,,,,,
89,55.29,55.29,,,,,,,
90,55.56,55.56,,,,,,,
91,55.84,55.84,,,,,,,
92,56.03,56.03,,,,,,,
93,56.29,56.29,,,,,,,
94,56.58,56.58,,,,,,,
95,57.03,57.03,,,,,,,
96,57.37,57.37,,,,,,,
97,57.61,57.61,,,,,,,
98,57.88,57.88,,,,,,,
99,58.24,58.24,,,,,,,
100,58.46,58.46,,,,,,,
101,58.73,58.73,,,,,,,
102,58.98,58.98,,,,,,,
103,59.31,59.31,,,,,,,
104,59.54,59.54,,,,,,,
105,59.54,,,59.54,,,,,
106,66.79,66.79,,,,,,,
107,67.14,67.14,,,,,,,
108,67.32,67.32,,,,,,,
109,67.73,67.73,,,,,,,
110,68.0,68.0,,,,,,,
111,68.26,68.26,,,,,,,
112,68.78,68.78,,,,,,,
113,69.12,69.12,,,,,,,
114,69.58,69.58,,,,,,,
115,69.98,69.98,,,,,,,
116,70.31,70.31,,,,,,,
117,70.73,70.73,,,,,,,
118,70.91,70.91,,,,,,,
119,71.19,71.19,,,,,,,
120,71.44,71.44,,,,,,,
121,71.68,71.68,,,,,,,
122,71.9,71.9,,,,,,,
123,72.15,72.15,,,,,,,
124,72.34,72.34,,,,,,,
125,72.71,72.71,,,,,,,
126,72.93,72.93,,,,,,,
127,73.28,73.28,,,,,,,
128,73.58,73.58,,,,,,,
129,73.84,73.84,,,,,,,
130,74.25,74.25,,,,,,,
