ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,16.77,16.77,,,,,,,
3,17.74,17.74,,,,,,,
4,19.83,19.83,,,,,,,
5,20.26,20.26,,,,,,,
6,21.38,21.38,,,,,,,
7,22.94,22.94,,,,,,,
8,23.28,23.28,,,,,,,
9,23.68,23.68,,,,,,,
10,24.07,24.07,,,,,,,
11,25.78,25.78,,,,,,,
12,26.9,26.9,,,,,,,
13,27.7,27.7,,,,,,,
14,28.39,28.39,,,,,,,
15,29.07,29.07,,,,,,,
16,29.37,29.37,,,,,,,
17,29.76,29.76,,,,,,,
18,31.27,31.27,,,,,,,
19,31.99,31.99,,,,,,,
20,32.4,32.4,,,,,,,
21,32.83,32.83,,,,,,,
22,33.18,33.18,,,,,,,
23,34.66,34.66,,,,,,,
24,34.87,34.87,,,,,,,
25,35.16,35.16,,,,,,,
26,35.87,35.87,,,,,,,
27,35.87,,,35.87,,,,,
28,45.85,45.85,,,,,,,
29,46.52,46.52,,,,,,,
30,47.05,47.05,,,,,,,
31,47.38,47.38,,,,,,,
32,48.14,48.14,,,,,,,
33,49.49,49.49,,,,,,,
34,49.96,49.96,,,,,,,
35,52.23,52.23,,,,,,,
36,52.52,52.52,,,,,,,
37,53.36,53.36,,,,,,,
38,53.67,53.67,,,,,,,
39,53.86,53.86,,,,,,,
40,54.11,54.11,,,,,,,
41,54.37,54.37,,,,,,,
42,54.83,54.83,,,,,,,
43,55.55,55.55,,,,,,,
44,55.84,55.84,,,,,,,
45,56.15,56.15,,,,,,,
46,56.55,56.55,,,,,,,
47,57.06,57.06,,,,,,,
48,57.89,57.89,,,,,,,
49,58.54,58.54,,,,,,,
50,58.97,58.97,,,,,,,
51,59.22,59.22,,,,,,,
52,59.45,59.45,,,,,,,
53,59.45,,,59.45,,,,,
54,66.73,66.73,,,,,,,
55,67.04,67.04,,,,,,,
56,68.01,68.01,,,,,,,
57,68.48,68.48,,,,,,,
58,68.73,68.73,,,,,,,
59,70.33,70.33,,,,,,,
60,71.17,71.17,,,,,,,
61,71.46,71.46,,,,,,,
62,71.73,71.73,,,,,,,
63,71.96,71.96,,,,,,,
64,72.33,72.33,,,,,,,
65,72.6,72.6,,,,,,,
66,72.97,72.97,,,,,,,
67,73.4,73.4,,,,,,,
68,73.93,73.93,,,,,,,
69,74.66,74.66,,,,,,,
70,74.95,74.95,,,,,,,
71,75.16,75.16,,,,,,,
72,75.31,75.31,,,,,,,
73,75.68,75.68,,,,,,,
74,75.99,75.99,,,,,,,
75,77.19,77.19,,,,,,,
76,77.52,77.52,,,,,,,
77,77.76,77.76,,,,,,,
78,77.97,77.97,,,,,,,
79,77.97,,,77.97,,,,,
80,84.39,84.39,,,,,,,
81,85.29,85.29,,,,,,,
82,85.53,85.53,,,,,,,
83,85.81,85.81,,,,,,,
84,86.17,86.17,,,,,,,
85,86.63,86.63,,,,,,,
86,87.58,87.58,,,,,,,
87,88.05,88.05,,,,,,,
88,89.8,89.8,,,,,,,
89,90.06,90.06,,,,,,,
90,90.9,90.9,,,,,,,
91,91.49,91.49,,,,,,,
92,91.71,91.71,,,,,,,
93,92.37,92.37,,,,,,,
94,93.0,93.0,,,,,,,
95,93.43,93.43,,,,,,,
96,93.66,93.66,,,,,,,
97,95.1,95.1,,,,,,,
98,95.43,95.43,,,,,,,
99,95.81,95.81,,,,,,,
100,96.24,96.24,,,,,,,
101,96.49,96.49,,,,,,,
102,96.91,96.91,,,,,,,
103,97.44,97.44,,,,,,,
104,98.27,98.27,,,,,,,
105,98.27,,,98.27,,,,,
106,109.86,109.86,,,,,,,
107,110.15,110.15,,,,,,,
108,110.34,110.34,,,,,,,
109,110.75,110.75,,,,,,,
110,111.1,111.1,,,,,,,
111,111.55,111.55,,,,,,,
112,111.83,111.83,,,,,,,
113,112.47,112.47,,,,,,,
114,112.93,112.93,,,,,,,
115,113.13,113.13,,,,,,,
116,115.47,115.47,,,,,,,
117,116.32,116.32,,,,,,,
118,116.65,116.65,,,,,,,
119,117.24,117.24,,,,,,,
120,117.59,117.59,,,,,,,
121,118.27,118.27,,,,,,,
122,118.47,118.47,,,,,,,
123,119.65,119.65,,,,,,,
124,120.1,120.1,,,,,,,
125,120.93,120.93,,,,,,,
126,121.34,121.34,,,,,,,
127,121.58,121.58,,,,,,,
128,121.77,121.77,,,,,,,
129,122.07,122.07,,,,,,,
130,122.28,122.28,,,,,,,
131,122.28,,,122.28,,,,,
132,127.52,127.52,,,,,,,
