ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,1.76,1.76,,,,,,,
3,2.0,2.0,,,,,,,
4,2.16,2.16,,,,,,,
5,2.38,2.38,,,,,,,
6,2.73,2.73,,,,,,,
7,3.1,3.1,,,,,,,
8,3.55,3.55,,,,,,,
9,3.84,3.84,,,,,,,
10,4.04,4.04,,,,,,,
11,4.34,4.34,,,,,,,
12,4.94,4.94,,,,,,,
13,5.47,5.47,,,,,,,
14,5.85,5.85,,,,,,,
15,7.08,7.08,,,,,,,
16,7.37,7.37,,,,,,,
17,7.67,7.67,,,,,,,
18,8.01,8.01,,,,,,,
19,8.29,8.29,,,,,,,
20,8.64,8.64,,,,,,,
21,8.98,8.98,,,,,,,
22,9.28,9.28,,,,,,,
23,9.49,9.49,,,,,,,
24,9.83,9.83,,,,,,,
25,10.29,10.29,,,,,,,
26,11.34,11.34,,,,,,,
27,11.34,,,11.34,,,,,
28,20.25,20.25,,,,,,,
29,21.8,21.8,,,,,,,
30,21.95,21.95,,,,,,,
31,22.14,22.14,,,,,,,
32,22.38,22.38,,,,,,,
33,22.74,22.74,,,,,,,
34,23.2,23.2,,,,,,,
35,23.6,23.6,,,,,,,
36,23.81,23.81,,,,,,,
37,24.01,24.01,,,,,,,
38,24.23,24.23,,,,,,,
39,24.53,24.53,,,,,,,
40,24.75,24.75,,,,,,,
41,24.96,24.96,,,,,,,
42,25.41,25.41,,,,,,,
43,25.67,25.67,,,,,,,
44,25.99,25.99,,,,,,,
45,26.61,26.61,,,,,,,
46,27.11,27.11,,,,,,,
47,27.43,27.43,,,,,,,
48,28.09,28.09,,,,,,,
49,28.36,28.36,,,,,,,
50,28.71,28.71,,,,,,,
51,29.04,29.04,,,,,,,
52,29.38,29.38,,,,,,,
53,29.38,,,29.38,,,,,
54,37.12,37.12,,,,,,,
55,37.24,37.24,,,,,,,
56,37.5,37.5,,,,,,,
57,37.66,37.66,,,,,,,
58,37.89,37.89,,,,,,,
59,38.46,38.46,,,,,,,
60,38.66,38.66,,,,,,,
61,38.92,38.92,,,,,,,
62,39.08,39.08,,,,,,,
63,39.37,39.37,,,,,,,
64,39.61,39.61,,,,,,,
65,39.82,39.82,,,,,,,
66,40.02,40.02,,,,,,,
67,40.36,40.36,,,,,,,
68,40.67,40.67,,,,,,,
69,40.94,40.94,,,,,,,
70,41.35,41.35,,,,,,,
71,41.71,41.71,,,,,,,
72,41.91,41.91,,,,,,,
73,42.14,42.14,,,,,,,
74,42.43,42.43,,,,,,,
75,42.71,42.71,,,,,,,
76,43.05,43.05,,,,,,,
77,43.23,43.23,,,,,,,
78,43.66,43.66,,,,,,,
79,43.66,,,43.66,,,,,
80,53.54,53.54,,,,,,,
81,53.71,53.71,,,,,,,
82,54.02,54.02,,,,,,,
83,54.38,54.38,,,,,,,
84,54.89,54.89,,,,,,,
85,55.23,55.23,,,,,,,
86,55.44,55.44,,,,,,,
87,55.84,55.84,,,,,,,
88,56.04,56.04,,,,,,,
89,56.3,56.3,,,,,,,
90,56.55,56.55,,,,,,,
91,56.75,56.75,,,,,,,
92,57.08,57.08,,,,,,,
93,57.33,57.33,,,,,,,
94,57.54,57.54,,,,,,,
95,57.94,57.94,,,,,,,
96,58.23,58.23,,,,,,,
97,58.46,58.46,,,,,,,
98,58.8,58.8,,,,,,,
99,59.0,59.0,,,,,,,
100,60.1,60.1,,,,,,,
101,60.57,60.57,,,,,,,
102,60.82,60.82,,,,,,,
103,61.07,61.07,,,,,,,
104,61.24,61.24,,,,,,,
105,61.24,,,61.24,,,,,
106,73.27,73.27,,,,,,,
107,73.4,73.4,,,,,,,
108,73.58,73.58,,,,,,,
109,73.79,73.79,,,,,,,
110,74.23,74.23,,,,,,,
111,74.4,74.4,,,,,,,
112,75.29,75.29,,,,,,,
113,75.65,75.65,,,,,,,
114,76.01,76.01,,,,,,,
115,76.31,76.31,,,,,,,
116,76.53,76.53,,,,,,,
117,76.71,76.71,,,,,,,
118,77.0,77.0,,,,,,,
119,77.22,77.22,,,,,,,
120,77.43,77.43,,,,,,,
121,77.67,77.67,,,,,,,
122,77.93,77.93,,,,,,,
123,78.28,78.28,,,,,,,
124,78.58,78.58,,,,,,,
125,78.8,78.8,,,,,,,
126,79.7,79.7,,,,,,,
127,79.81,79.81,,,,,,,
128,80.09,80.09,,,,,,,
129,80.72,80.72,,,,,,,
130,81.02,81.02,,,,,,,
131,81.02,,,81.02,,,,,
132,88.46,88.46,,,,,,,
133,88.81,88.81,,,,,,,
134,89.1,89.1,,,,,,,
135,89.37,89.37,,,,,,,
136,89.73,89.73,,,,,,,
137,90.04,90.04,,,,,,,
138,90.34,90.34,,,,,,,
139,90.55,90.55,,,,,,,
140,90.85,90.85,,,,,,,
141,91.07,91.07,,,,,,,
142,91.29,91.29,,,,,,,
143,91.59,91.59,,,,,,,
144,91.82,91.82,,,,,,,
145,92.02,92.02,,,,,,,
146,92.36,92.36,,,,,,,
147,92.67,92.67,,,,,,,
148,92.97,92.97,,,,,,,
149,93.24,93.24,,,,,,,
150,93.5,93.5,,,,,,,
151,93.73,93.73,,,,,,,
152,94.14,94.14,,,,,,,
153,94.37,94.37,,,,,,,
154,94.54,94.54,,,,,,,
155,94.89,94.89,,,,,,,
156,95.58,95.58,,,,,,,
157,95.58,,,95.58,,,,,
158,103.3,103.3,,,,,,,
159,103.66,103.66,,,,,,,
160,103.91,103.91,,,,,,,
161,104.26,104.26,,,,,,,
162,104.41,104.41,,,,,,,
163,104.65,104.65,,,,,,,
164,104.91,104.91,,,,,,,
165,105.1,105.1,,,,,,,
166,105.47,105.47,,,,,,,
167,105.68,105.68,,,,,,,
168,105.86,105.86,,,,,,,
169,106.15,106.15,,,,,,,
170,106.45,106.45,,,,,,,
171,106.65,106.65,,,,,,,
172,106.98,106.98,,,,,,,
173,107.4,107.4,,,,,,,
174,107.73,107.73,,,,,,,
175,108.03,108.03,,,,,,,
176,108.31,108.31,,,,,,,
177,108.55,108.55,,,,,,,
178,108.78,108.78,,,,,,,
179,109.08,109.08,,,,,,,
180,109.34,109.34,,,,,,,
181,109.53,109.53,,,,,,,
182,109.88,109.88,,,,,,,
183,109.88,,,109.88,,,,,
184,118.18,118.18,,,,,,,
185,118.36,118.36,,,,,,,
186,118.76,118.76,,,,,,,
187,119.14,119.14,,,,,,,
188,119.48,119.48,,,,,,,
189,119.99,119.99,,,,,,,
