ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,4.81,4.81,,,,,,,
3,5.04,5.04,,,,,,,
4,6.13,6.13,,,,,,,
5,6.27,6.27,,,,,,,
6,6.72,6.72,,,,,,,
7,6.98,6.98,,,,,,,
8,7.69,7.69,,,,,,,
9,8.01,8.01,,,,,,,
10,8.51,8.51,,,,,,,
11,9.02,9.02,,,,,,,
12,9.2,9.2,,,,,,,
13,9.35,9.35,,,,,,,
14,9.59,9.59,,,,,,,
15,10.16,10.16,,,,,,,
16,10.49,10.49,,,,,,,
17,11.04,11.04,,,,,,,
18,11.32,11.32,,,,,,,
19,11.59,11.59,,,,,,,
20,12.26,12.26,,,,,,,
21,12.91,12.91,,,,,,,
22,13.24,13.24,,,,,,,
23,13.5,13.5,,,,,,,
24,13.7,13.7,,,,,,,
25,14.34,14.34,,,,,,,
26,14.76,14.76,,,,,,,
27,14.76,,,14.76,,,,,
28,17.86,17.86,,,,,,,
29,18.03,18.03,,,,,,,
30,18.88,18.88,,,,,,,
31,19.42,19.42,,,,,,,
32,19.83,19.83,,,,,,,
33,20.22,20.22,,,,,,,
34,20.5,20.5,,,,,,,
35,20.66,20.66,,,,,,,
36,20.98,20.98,,,,,,,
37,21.39,21.39,,,,,,,
38,21.83,21.83,,,,,,,
39,22.33,22.33,,,,,,,
40,22.54,22.54,,,,,,,
41,23.07,23.07,,,,,,,
42,23.47,23.47,,,,,,,
43,23.73,23.73,,,,,,,
44,23.9,23.9,,,,,,,
45,24.14,24.14,,,,,,,
46,24.63,24.63,,,,,,,
47,24.81,24.81,,,,,,,
48,25.19,25.19,,,,,,,
49,25.73,25.73,,,,,,,
50,25.88,25.88,,,,,,,
51,26.18,26.18,,,,,,,
52,26.78,26.78,,,,,,,
53,26.78,,,26.78,,,,,
54,44.54,44.54,,,,,,,
55,44.88,44.88,,,,,,,
56,45.32,45.32,,,,,,,
57,45.47,45.47,,,,,,,
58,45.77,45.77,,,,,,,
59,46.34,46.34,,,,,,,
60,46.43,46.43,,,,,,,
61,46.6,46.6,,,,,,,
62,46.84,46.84,,,,,,,
63,47.15,47.15,,,,,,,
64,47.24,47.24,,,,,,,
65,47.54,47.54,,,,,,,
66,48.18,48.18,,,,,,,
67,48.59,48.59,,,,,,,
68,48.93,48.93,,,,,,,
69,49.21,49.21,,,,,,,
70,49.41,49.41,,,,,,,
71,49.57,49.57,,,,,,,
72,49.89,49.89,,,,,,,
73,50.3,50.3,,,,,,,
74,50.83,50.83,,,,,,,
75,51.32,51.32,,,,,,,
76,51.6,51.6,,,,,,,
77,51.84,51.84,,,,,,,
78,52.09,52.09,,,,,,,
79,52.09,,,52.09,,,,,
80,55.04,55.04,,,,,,,
81,55.44,55.44,,,,,,,
82,55.87,55.87,,,,,,,
83,56.53,56.53,,,,,,,
84,56.81,56.81,,,,,,,
85,57.02,57.02,,,,,,,
86,57.3,57.3,,,,,,,
87,57.59,57.59,,,,,,,
88,57.82,57.82,,,,,,,
89,58.12,58.12,,,,,,,
90,58.78,58.78,,,,,,,
91,59.3,59.3,,,,,,,
92,59.69,59.69,,,,,,,
93,59.97,59.97,,,,,,,
94,60.32,60.32,,,,,,,
95,60.46,60.46,,,,,,,
96,60.72,60.72,,,,,,,
97,60.94,60.94,,,,,,,
98,61.25,61.25,,,,,,,
99,61.82,61.82,,,,,,,
100,62.36,62.36,,,,,,,
101,62.66,62.66,,,,,,,
102,63.08,63.08,,,,,,,
103,63.51,63.51,,,,,,,
104,63.85,63.85,,,,,,,
105,63.85,,,63.85,,,,,
106,66.7,66.7,,,,,,,
107,67.75,67.75,,,,,,,
108,67.94,67.94,,,,,,,
109,68.2,68.2,,,,,,,
110,68.47,68.47,,,,,,,
111,68.73,68.73,,,,,,,
112,69.03,69.03,,,,,,,
113,69.31,69.31,,,,,,,
114,69.49,69.49,,,,,,,
115,69.99,69.99,,,,,,,
116,70.43,70.43,,,,,,,
117,70.66,70.66,,,,,,,
118,71.21,71.21,,,,,,,
119,71.48,71.48,,,,,,,
120,71.91,71.91,,,,,,,
121,72.2,72.2,,,,,,,
122,72.37,72.37,,,,,,,
123,72.67,72.67,,,,,,,
124,73.16,73.16,,,,,,,
125,73.27,73.27,,,,,,,
126,73.48,73.48,,,,,,,
127,73.85,73.85,,,,,,,
128,74.39,74.39,,,,,,,
129,75.09,75.09,,,,,,,
130,75.73,75.73,,,,,,,
131,75.73,,,75.73,,,,,
132,78.27,78.27,,,,,,,
133,78.63,78.63,,,,,,,
134,79.05,79.05,,,,,,,
135,79.43,79.43,,,,,,,
136,79.68,79.68,,,,,,,
137,80.01,80.01,,,,,,,
138,80.24,80.24,,,,,,,
139,80.53,80.53,,,,,,,
140,80.81,80.81,,,,,,,
141,81.11,81.11,,,,,,,
142,81.27,81.27,,,,,,,
143,81.71,81.71,,,,,,,
144,82.28,82.28,,,,,,,
145,82.62,82.62,,,,,,,
146,82.98,82.98,,,,,,,
147,83.42,83.42,,,,,,,
148,84.0,84.0,,,,,,,
149,84.42,84.42,,,,,,,
150,84.75,84.75,,,,,,,
151,85.05,85.05,,,,,,,
152,85.4,85.4,,,,,,,
153,85.62,85.62,,,,,,,
154,86.02,86.02,,,,,,,
155,86.18,86.18,,,,,,,
156,87.06,87.06,,,,,,,
157,87.06,,,87.06,,,,,
158,90.11,90.11,,,,,,,
159,90.87,90.87,,,,,,,
160,91.15,91.15,,,,,,,
161,91.51,91.51,,,,,,,
162,91.77,91.77,,,,,,,
163,92.02,92.02,,,,,,,
164,92.27,92.27,,,,,,,
165,92.56,92.56,,,,,,,
166,93.4,93.4,,,,,,,
167,93.98,93.98,,,,,,,
168,94.48,94.48,,,,,,,
169,95.58,95.58,,,,,,,
170,95.78,95.78,,,,,,,
171,96.1,96.1,,,,,,,
172,96.56,96.56,,,,,,,
173,96.71,96.71,,,,,,,
174,96.97,96.97,,,,,,,
175,97.17,97.17,,,,,,,
176,97.35,97.35,,,,,,,
177,97.62,97.62,,,,,,,
178,98.02,98.02,,,,,,,
179,98.17,98.17,,,,,,,
180,98.81,98.81,,,,,,,
181,99.89,99.89,,,,,,,
182,100.15,100.15,,,,,,,
183,100.15,,,100.15,,,,,
184,103.87,103.87,,,,,,,
185,104.39,104.39,,,,,,,
186,105.03,105.03,,,,,,,
187,105.24,105.24,,,,,,,
188,105.49,105.49,,,,,,,
189,105.69,105.69,,,,,,,
190,105.98,105.98,,,,,,,
191,106.2,106.2,,,,,,,
192,106.54,106.54,,,,,,,
193,106.68,106.68,,,,,,,
194,107.27,107.27,,,,,,,
195,107.52,107.52,,,,,,,
196,108.06,108.06,,,,,,,
197,108.42,108.42,,,,,,,
198,109.06,109.06,,,,,,,
199,109.36,109.36,,,,,,,
200,109.67,109.67,,,,,,,
201,110.09,110.09,,,,,,,
202,110.32,110.32,,,,,,,
203,110.54,110.54,,,,,,,
204,110.88,110.88,,,,,,,
205,111.3,111.3,,,,,,,
206,111.83,111.83,,,,,,,
207,112.31,112.31,,,,,,,
208,112.72,112.72,,,,,,,
209,112.72,,,112.72,,,,,
210,116.97,116.97,,,,,,,
211,117.61,117.61,,,,,,,
212,118.01,118.01,,,,,,,
