ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,1.09,1.09,,,,,,,
3,1.39,1.39,,,,,,,
4,1.61,1.61,,,,,,,
5,1.89,1.89,,,,,,,
6,2.35,2.35,,,,,,,
7,4.04,4.04,,,,,,,
8,4.5,4.5,,,,,,,
9,5.06,5.06,,,,,,,
10,5.29,5.29,,,,,,,
11,6.53,6.53,,,,,,,
12,7.97,7.97,,,,,,,
13,8.26,8.26,,,,,,,
14,8.52,8.52,,,,,,,
15,8.9,8.9,,,,,,,
16,9.39,9.39,,,,,,,
17,10.06,10.06,,,,,,,
18,10.24,10.24,,,,,,,
19,11.08,11.08,,,,,,,
20,11.7,11.7,,,,,,,
21,11.96,11.96,,,,,,,
22,14.19,14.19,,,,,,,
23,15.68,15.68,,,,,,,
24,15.99,15.99,,,,,,,
25,16.32,16.32,,,,,,,
26,17.11,17.11,,,,,,,
27,17.11,,,17.11,,,,,
28,25.92,25.92,,,,,,,
29,26.4,26.4,,,,,,,
30,26.74,26.74,,,,,,,
31,27.09,27.09,,,,,,,
32,27.39,27.39,,,,,,,
33,27.92,27.92,,,,,,,
34,28.09,28.09,,,,,,,
35,28.54,28.54,,,,,,,
36,29.03,29.03,,,,,,,
37,29.77,29.77,,,,,,,
38,29.99,29.99,,,,,,,
39,30.35,30.35,,,,,,,
40,30.8,30.8,,,,,,,
41,31.18,31.18,,,,,,,
42,31.89,31.89,,,,,,,
43,32.57,32.57,,,,,,,
44,33.13,33.13,,,,,,,
45,33.34,33.34,,,,,,,
46,33.61,33.61,,,,,,,
47,33.97,33.97,,,,,,,
48,34.56,34.56,,,,,,,
49,34.99,34.99,,,,,,,
50,35.17,35.17,,,,,,,
51,35.74,35.74,,,,,,,
52,36.37,36.37,,,,,,,
53,36.37,,,36.37,,,,,
54,42.49,42.49,,,,,,,
55,42.84,42.84,,,,,,,
56,43.92,43.92,,,,,,,
57,44.2,44.2,,,,,,,
58,44.42,44.42,,,,,,,
59,44.84,44.84,,,,,,,
60,45.08,45.08,,,,,,,
61,45.48,45.48,,,,,,,
62,46.69,46.69,,,,,,,
63,47.67,47.67,,,,,,,
64,48.1,48.1,,,,,,,
65,48.3,48.3,,,,,,,
66,48.6,48.6,,,,,,,
67,49.97,49.97,,,,,,,
68,50.44,50.44,,,,,,,
69,50.65,50.65,,,,,,,
70,50.86,50.86,,,,,,,
71,51.22,51.22,,,,,,,
72,51.64,51.64,,,,,,,
73,52.28,52.28,,,,,,,
74,52.78,52.78,,,,,,,
75,54.46,54.46,,,,,,,
76,56.02,56.02,,,,,,,
77,56.24,56.24,,,,,,,
78,56.42,56.42,,,,,,,
79,56.42,,,56.42,,,,,
80,64.71,64.71,,,,,,,
81,65.87,65.87,,,,,,,
82,66.07,66.07,,,,,,,
83,66.53,66.53,,,,,,,
84,66.87,66.87,,,,,,,
85,67.14,67.14,,,,,,,
86,67.67,67.67,,,,,,,
87,68.07,68.07,,,,,,,
88,68.35,68.35,,,,,,,
89,69.37,69.37,,,,,,,
90,69.66,69.66,,,,,,,
91,70.1,70.1,,,,,,,
92,70.21,70.21,,,,,,,
93,70.47,70.47,,,,,,,
94,70.7,70.7,,,,,,,
95,70.96,70.96,,,,,,,
96,71.24,71.24,,,,,,,
97,72.17,72.17,,,,,,,
98,73.63,73.63,,,,,,,
99,73.85,73.85,,,,,,,
100,74.13,74.13,,,,,,,
101,74.73,74.73,,,,,,,
102,75.03,75.03,,,,,,,
103,75.23,75.23,,,,,,,
104,75.66,75.66,,,,,,,
105,75.66,,,75.66,,,,,
106,105.6,,,,,105.6,,,
107,115.6,,,,,115.6,,,
108,127.45,127.45,,,,,,,
109,128.6,128.6,,,,,,,
110,129.14,129.14,,,,,,,
111,129.36,129.36,,,,,,,
112,129.79,129.79,,,,,,,
113,130.42,130.42,,,,,,,
114,131.06,131.06,,,,,,,
115,133.09,133.09,,,,,,,
116,133.48,133.48,,,,,,,
117,133.61,133.61,,,,,,,
118,133.89,133.89,,,,,,,
119,134.38,134.38,,,,,,,
120,134.85,134.85,,,,,,,
121,135.4,135.4,,,,,,,
122,136.12,136.12,,,,,,,
123,137.07,137.07,,,,,,,
124,137.39,137.39,,,,,,,
125,137.68,137.68,,,,,,,
126,138.21,138.21,,,,,,,
127,138.47,138.47,,,,,,,
128,138.95,138.95,,,,,,,
129,140.66,140.66,,,,,,,
130,141.25,141.25,,,,,,,
131,141.53,141.53,,,,,,,
132,141.86,141.86,,,,,,,
133,141.86,,,141.86,,,,,
134,148.02,148.02,,,,,,,
135,148.22,148.22,,,,,,,
136,148.47,148.47,,,,,,,
137,148.89,148.89,,,,,,,
138,149.24,149.24,,,,,,,
139,150.23,150.23,,,,,,,
140,150.64,150.64,,,,,,,
141,151.47,151.47,,,,,,,
142,151.76,151.76,,,,,,,
143,152.05,152.05,,,,,,,
144,152.24,152.24,,,,,,,
145,152.72,152.72,,,,,,,
146,153.25,153.25,,,,,,,
147,153.75,153.75,,,,,,,
148,154.21,154.21,,,,,,,
149,154.79,154.79,,,,,,,
150,155.07,155.07,,,,,,,
151,155.57,155.57,,,,,,,
152,156.03,156.03,,,,,,,
153,156.89,156.89,,,,,,,
154,157.13,157.13,,,,,,,
155,157.83,157.83,,,,,,,
156,158.04,158.04,,,,,,,
157,158.81,158.81,,,,,,,
158,159.46,159.46,,,,,,,
159,159.46,,,159.46,,,,,
160,165.68,165.68,,,,,,,
161,165.88,165.88,,,,,,,
162,166.44,166.44,,,,,,,
163,166.68,166.68,,,,,,,
164,167.23,167.23,,,,,,,
165,167.63,167.63,,,,,,,
166,168.25,168.25,,,,,,,
167,169.16,169.16,,,,,,,
168,169.41,169.41,,,,,,,
169,170.71,170.71,,,,,,,
170,170.92,170.92,,,,,,,
171,171.25,171.25,,,,,,,
172,171.84,171.84,,,,,,,
173,172.22,172.22,,,,,,,
174,172.54,172.54,,,,,,,
175,172.94,172.94,,,,,,,
176,173.44,173.44,,,,,,,
177,173.85,173.85,,,,,,,
178,175.45,175.45,,,,,,,
