ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,3.94,3.94,,,,,,,
3,6.02,6.02,,,,,,,
4,6.48,6.48,,,,,,,
5,6.76,6.76,,,,,,,
6,7.14,7.14,,,,,,,
7,7.65,7.65,,,,,,,
8,7.94,7.94,,,,,,,
9,8.38,8.38,,,,,,,
10,9.5,9.5,,,,,,,
11,10.03,10.03,,,,,,,
12,10.29,10.29,,,,,,,
13,10.67,10.67,,,,,,,
14,11.11,11.11,,,,,,,
15,11.41,11.41,,,,,,,
16,13.01,13.01,,,,,,,
17,13.75,13.75,,,,,,,
18,14.24,14.24,,,,,,,
19,14.5,14.5,,,,,,,
20,14.9,14.9,,,,,,,
21,15.26,15.26,,,,,,,
22,15.61,15.61,,,,,,,
23,15.94,15.94,,,,,,,
24,16.22,16.22,,,,,,,
25,16.54,16.54,,,,,,,
26,17.0,17.0,,,,,,,
27,17.0,,,17.0,,,,,
28,23.93,23.93,,,,,,,
29,24.12,24.12,,,,,,,
30,24.43,24.43,,,,,,,
31,24.72,24.72,,,,,,,
32,25.02,25.02,,,,,,,
33,25.34,25.34,,,,,,,
34,25.6,25.6,,,,,,,
35,26.07,26.07,,,,,,,
36,26.27,26.27,,,,,,,
37,26.52,26.52,,,,,,,
38,26.82,26.82,,,,,,,
39,27.1,27.1,,,,,,,
40,27.3,27.3,,,,,,,
41,27.6,27.6,,,,,,,
42,27.83,27.83,,,,,,,
43,28.04,28.04,,,,,,,
44,28.39,28.39,,,,,,,
45,28.77,28.77,,,,,,,
46,29.13,29.13,,,,,,,
47,29.31,29.31,,,,,,,
48,29.52,29.52,,,,,,,
49,29.84,29.84,,,,,,,
50,30.36,30.36,,,,,,,
51,30.65,30.65,,,,,,,
52,31.03,31.03,,,,,,,
53,31.03,,,31.03,,,,,
54,44.01,44.01,,,,,,,
55,44.21,44.21,,,,,,,
56,44.55,44.55,,,,,,,
57,44.75,44.75,,,,,,,
58,44.98,44.98,,,,,,,
59,45.43,45.43,,,,,,,
60,45.7,45.7,,,,,,,
61,45.86,45.86,,,,,,,
62,46.25,46.25,,,,,,,
63,46.42,46.42,,,,,,,
64,46.65,46.65,,,,,,,
65,46.97,46.97,,,,,,,
66,47.18,47.18,,,,,,,
67,47.39,47.39,,,,,,,
68,47.65,47.65,,,,,,,
69,48.02,48.02,,,,,,,
70,48.29,48.29,,,,,,,
71,48.66,48.66,,,,,,,
72,48.98,48.98,,,,,,,
73,49.16,49.16,,,,,,,
74,49.47,49.47,,,,,,,
75,49.69,49.69,,,,,,,
76,50.15,50.15,,,,,,,
77,50.39,50.39,,,,,,,
78,50.67,50.67,,,,,,,
79,50.67,,,50.67,,,,,
80,64.3,64.3,,,,,,,
81,64.51,64.51,,,,,,,
82,64.7,64.7,,,,,,,
83,64.95,64.95,,,,,,,
84,65.33,65.33,,,,,,,
85,65.67,65.67,,,,,,,
86,66.04,66.04,,,,,,,
87,66.32,66.32,,,,,,,
88,66.52,66.52,,,,,,,
89,66.77,66.77,,,,,,,
90,67.04,67.04,,,,,,,
91,67.33,67.33,,,,,,,
92,67.51,67.51,,,,,,,
93,67.77,67.77,,,,,,,
94,68.02,68.02,,,,,,,
95,68.24,68.24,,,,,,,
96,68.45,68.45,,,,,,,
97,68.75,68.75,,,,,,,
98,69.0,69.0,,,,,,,
99,69.33,69.33,,,,,,,
100,69.55,69.55,,,,,,,
101,69.75,69.75,,,,,,,
102,69.93,69.93,,,,,,,
103,70.22,70.22,,,,,,,
104,70.42,70.42,,,,,,,
105,70.42,,,70.42,,,,,
106,79.44,79.44,,,,,,,
107,79.61,79.61,,,,,,,
108,79.78,79.78,,,,,,,
109,80.12,80.12,,,,,,,
110,80.33,80.33,,,,,,,
111,80.52,80.52,,,,,,,
112,81.01,81.01,,,,,,,
113,81.44,81.44,,,,,,,
114,81.62,81.62,,,,,,,
115,82.04,82.04,,,,,,,
116,82.34,82.34,,,,,,,
117,82.64,82.64,,,,,,,
118,82.89,82.89,,,,,,,
119,83.2,83.2,,,,,,,
120,83.38,83.38,,,,,,,
121,83.58,83.58,,,,,,,
122,83.87,83.87,,,,,,,
123,84.08,84.08,,,,,,,
124,84.38,84.38,,,,,,,
125,84.83,84.83,,,,,,,
126,85.03,85.03,,,,,,,
127,85.58,85.58,,,,,,,
128,86.03,86.03,,,,,,,
129,86.24,86.24,,,,,,,
130,86.48,86.48,,,,,,,
131,86.48,,,86.48,,,,,
132,95.43,95.43,,,,,,,
133,95.56,95.56,,,,,,,
134,95.82,95.82,,,,,,,
135,95.98,95.98,,,,,,,
136,96.45,96.45,,,,,,,
137,96.87,96.87,,,,,,,
138,97.22,97.22,,,,,,,
139,97.45,97.45,,,,,,,
140,97.72,97.72,,,,,,,
141,98.03,98.03,,,,,,,
142,98.37,98.37,,,,,,,
143,98.56,98.56,,,,,,,
144,98.83,98.83,,,,,,,
145,99.1,99.1,,,,,,,
146,99.31,99.31,,,,,,,
147,99.54,99.54,,,,,,,
148,99.9,99.9,,,,,,,
149,100.33,100.33,,,,,,,
150,100.66,100.66,,,,,,,
151,101.02,101.02,,,,,,,
152,101.42,101.42,,,,,,,
153,101.66,101.66,,,,,,,
154,101.93,101.93,,,,,,,
155,102.2,102.2,,,,,,,
156,103.13,103.13,,,,,,,
157,103.13,,,103.13,,,,,
158,110.26,110.26,,,,,,,
159,110.51,110.51,,,,,,,
160,110.7,110.7,,,,,,,
161,110.91,110.91,,,,,,,
162,111.33,111.33,,,,,,,
163,112.01,112.01,,,,,,,
164,112.45,112.45,,,,,,,
165,112.7,112.7,,,,,,,
166,112.97,112.97,,,,,,,
167,113.23,113.23,,,,,,,
168,113.59,113.59,,,,,,,
169,113.76,113.76,,,,,,,
170,115.35,115.35,,,,,,,
171,115.54,115.54,,,,,,,
172,115.95,115.95,,,,,,,
173,116.58,116.58,,,,,,,
174,116.81,116.81,,,,,,,
175,117.08,117.08,,,,,,,
176,117.34,117.34,,,,,,,
177,117.71,117.71,,,,,,,
178,118.03,118.03,,,,,,,
179,118.19,118.19,,,,,,,
180,118.43,118.43,,,,,,,
181,118.68,118.68,,,,,,,
182,118.97,118.97,,,,,,,
183,118.97,,,118.97,,,,,
184,130.43,130.43,,,,,,,
185,130.59,130.59,,,,,,,
186,130.85,130.85,,,,,,,
187,131.02,131.02,,,,,,,
188,131.42,131.42,,,,,,,
189,131.91,131.91,,,,,,,
190,132.32,132.32,,,,,,,
191,132.52,132.52,,,,,,,
