ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,2.7,2.7,,,,,,,
3,3.02,3.02,,,,,,,
4,3.38,3.38,,,,,,,
5,3.75,3.75,,,,,,,
6,4.79,4.79,,,,,,,
7,5.08,5.08,,,,,,,
8,5.46,5.46,,,,,,,
9,5.72,5.72,,,,,,,
10,6.17,6.17,,,,,,,
11,6.44,6.44,,,,,,,
12,7.11,7.11,,,,,,,
13,7.99,7.99,,,,,,,
14,8.43,8.43,,,,,,,
15,8.75,8.75,,,,,,,
16,9.06,9.06,,,,,,,
17,9.31,9.31,,,,,,,
18,9.96,9.96,,,,,,,
19,10.07,10.07,,,,,,,
20,10.43,10.43,,,,,,,
21,10.91,10.91,,,,,,,
22,12.3,12.3,,,,,,,
23,12.53,12.53,,,,,,,
24,12.85,12.85,,,,,,,
25,13.17,13.17,,,,,,,
26,13.56,13.56,,,,,,,
27,13.56,,,13.56,,,,,
28,24.0,24.0,,,,,,,
29,24.18,24.18,,,,,,,
30,24.52,24.52,,,,,,,
31,24.91,24.91,,,,,,,
32,25.32,25.32,,,,,,,
33,25.72,25.72,,,,,,,
34,26.17,26.17,,,,,,,
35,26.51,26.51,,,,,,,
36,26.74,26.74,,,,,,,
37,26.99,26.99,,,,,,,
38,27.28,27.28,,,,,,,
39,27.51,27.51,,,,,,,
40,27.78,27.78,,,,,,,
41,28.05,28.05,,,,,,,
42,28.36,28.36,,,,,,,
43,29.32,29.32,,,,,,,
44,29.59,29.59,,,,,,,
45,29.91,29.91,,,,,,,
46,30.16,30.16,,,,,,,
47,30.42,30.42,,,,,,,
48,30.65,30.65,,,,,,,
49,30.92,30.92,,,,,,,
50,31.36,31.36,,,,,,,
51,31.41,31.41,,,,,,,
52,32.24,32.24,,,,,,,
53,32.24,,,32.24,,,,,
54,40.71,40.71,,,,,,,
55,40.9,40.9,,,,,,,
56,41.31,41.31,,,,,,,
57,41.54,41.54,,,,,,,
58,41.92,41.92,,,,,,,
59,42.05,42.05,,,,,,,
60,42.41,42.41,,,,,,,
61,42.68,42.68,,,,,,,
62,42.96,42.96,,,,,,,
63,43.2,43.2,,,,,,,
64,43.46,43.46,,,,,,,
65,43.73,43.73,,,,,,,
66,43.92,43.92,,,,,,,
67,44.16,44.16,,,,,,,
68,44.42,44.42,,,,,,,
69,44.64,44.64,,,,,,,
70,44.87,44.87,,,,,,,
71,45.13,45.13,,,,,,,
