ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,0.99,0.99,,,,,,,
3,1.51,1.51,,,,,,,
4,1.65,1.65,,,,,,,
5,1.93,1.93,,,,,,,
6,2.11,2.11,,,,,,,
7,2.48,2.48,,,,,,,
8,3.33,3.33,,,,,,,
9,3.67,3.67,,,,,,,
10,3.93,3.93,,,,,,,
11,4.14,4.14,,,,,,,
12,4.43,4.43,,,,,,,
13,4.65,4.65,,,,,,,
14,4.97,4.97,,,,,,,
15,5.23,5.23,,,,,,,
16,5.44,5.44,,,,,,,
17,5.74,5.74,,,,,,,
18,6.13,6.13,,,,,,,
19,6.92,6.92,,,,,,,
20,7.52,7.52,,,,,,,
21,7.81,7.81,,,,,,,
22,8.14,8.14,,,,,,,
23,9.08,9.08,,,,,,,
24,9.39,9.39,,,,,,,
25,9.78,9.78,,,,,,,
26,10.2,10.2,,,,,,,
27,10.2,,,10.2,,,,,
28,19.6,19.6,,,,,,,
29,19.73,19.73,,,,,,,
30,19.91,19.91,,,,,,,
31,20.1,20.1,,,,,,,
32,20.52,20.52,,,,,,,
33,20.74,20.74,,,,,,,
34,20.99,20.99,,,,,,,
35,21.52,21.52,,,,,,,
36,21.73,21.73,,,,,,,
37,21.95,21.95,,,,,,,
38,22.19,22.19,,,,,,,
39,22.39,22.39,,,,,,,
40,22.63,22.63,,,,,,,
41,22.81,22.81,,,,,,,
42,22.97,22.97,,,,,,,
43,23.19,23.19,,,,,,,
44,23.61,23.61,,,,,,,
45,23.87,23.87,,,,,,,
46,24.26,24.26,,,,,,,
47,24.5,24.5,,,,,,,
48,25.43,25.43,,,,,,,
49,25.64,25.64,,,,,,,
50,26.0,26.0,,,,,,,
51,26.41,26.41,,,,,,,
52,26.68,26.68,,,,,,,
53,26.68,,,26.68,,,,,
54,36.01,36.01,,,,,,,
55,36.19,36.19,,,,,,,
56,36.35,36.35,,,,,,,
57,36.67,36.67,,,,,,,
58,36.86,36.86,,,,,,,
59,37.26,37.26,,,,,,,
60,38.37,38.37,,,,,,,
61,38.65,38.65,,,,,,,
62,38.99,38.99,,,,,,,
63,39.2,39.2,,,,,,,
64,39.45,39.45,,,,,,,
65,39.71,39.71,,,,,,,
66,40.0,40.0,,,,,,,
67,40.26,40.26,,,,,,,
68,40.49,40.49,,,,,,,
69,40.9,40.9,,,,,,,
70,41.19,41.19,,,,,,,
71,41.63,41.63,,,,,,,
72,41.98,41.98,,,,,,,
73,42.19,42.19,,,,,,,
74,42.3,42.3,,,,,,,
75,42.76,42.76,,,,,,,
76,42.94,42.94,,,,,,,
77,43.22,43.22,,,,,,,
78,43.53,43.53,,,,,,,
79,43.53,,,43.53,,,,,
80,52.8,52.8,,,,,,,
81,52.96,52.96,,,,,,,
82,53.16,53.16,,,,,,,
83,53.51,53.51,,,,,,,
84,53.71,53.71,,,,,,,
85,54.14,54.14,,,,,,,
86,54.45,54.45,,,,,,,
87,54.77,54.77,,,,,,,
88,54.94,54.94,,,,,,,
89,55.2,55.2,,,,,,,
90,55.46,55.46,,,,,,,
91,55.63,55.63,,,,,,,
92,55.92,55.92,,,,,,,
93,56.18,56.18,,,,,,,
94,56.38,56.38,,,,,,,
95,56.62,56.62,,,,,,,
96,56.91,56.91,,,,,,,
97,57.17,57.17,,,,,,,
98,57.43,57.43,,,,,,,
99,57.73,57.73,,,,,,,
100,58.09,58.09,,,,,,,
101,58.39,58.39,,,,,,,
102,58.67,58.67,,,,,,,
103,59.54,59.54,,,,,,,
104,59.85,59.85,,,,,,,
105,59.85,,,59.85,,,,,
106,68.65,68.65,,,,,,,
107,68.76,68.76,,,,,,,
108,68.96,68.96,,,,,,,
109,69.14,69.14,,,,,,,
110,69.4,69.4,,,,,,,
111,69.56,69.56,,,,,,,
112,69.99,69.99,,,,,,,
113,70.48,70.48,,,,,,,
114,70.67,70.67,,,,,,,
115,70.9,70.9,,,,,,,
116,71.09,71.09,,,,,,,
117,71.29,71.29,,,,,,,
118,71.48,71.48,,,,,,,
119,71.72,71.72,,,,,,,
120,71.94,71.94,,,,,,,
121,72.18,72.18,,,,,,,
122,72.35,72.35,,,,,,,
123,72.63,72.63,,,,,,,
124,72.87,72.87,,,,,,,
125,73.24,73.24,,,,,,,
126,73.58,73.58,,,,,,,
127,73.78,73.78,,,,,,,
128,74.12,74.12,,,,,,,
129,74.35,74.35,,,,,,,
130,74.65,74.65,,,,,,,
131,74.65,,,74.65,,,,,
132,81.81,81.81,,,,,,,
133,81.96,81.96,,,,,,,
134,82.22,82.22,,,,,,,
135,82.6,82.6,,,,,,,
136,82.97,82.97,,,,,,,
137,83.41,83.41,,,,,,,
138,83.6,83.6,,,,,,,
139,83.9,83.9,,,,,,,
140,84.12,84.12,,,,,,,
141,84.4,84.4,,,,,,,
142,84.61,84.61,,,,,,,
143,84.83,84.83,,,,,,,
144,85.06,85.06,,,,,,,
145,85.52,85.52,,,,,,,
146,85.82,85.82,,,,,,,
147,86.09,86.09,,,,,,,
148,86.27,86.27,,,,,,,
149,86.59,86.59,,,,,,,
150,86.95,86.95,,,,,,,
151,87.15,87.15,,,,,,,
152,87.49,87.49,,,,,,,
153,87.68,87.68,,,,,,,
154,88.03,88.03,,,,,,,
155,88.39,88.39,,,,,,,
156,88.74,88.74,,,,,,,
157,88.74,,,88.74,,,,,
158,94.02,94.02,,,,,,,
159,94.71,94.71,,,,,,,
160,94.81,94.81,,,,,,,
161,95.06,95.06,,,,,,,
162,95.42,95.42,,,,,,,
163,95.81,95.81,,,,,,,
164,96.34,96.34,,,,,,,
165,96.95,96.95,,,,,,,
166,97.25,97.25,,,,,,,
167,97.45,97.45,,,,,,,
168,97.61,97.61,,,,,,,
169,97.94,97.94,,,,,,,
170,98.16,98.16,,,,,,,
171,98.33,98.33,,,,,,,
172,98.62,98.62,,,,,,,
173,99.01,99.01,,,,,,,
174,99.43,99.43,,,,,,,
175,99.68,99.68,,,,,,,
176,100.1,100.1,,,,,,,
177,100.35,100.35,,,,,,,
178,100.7,100.7,,,,,,,
179,101.52,101.52,,,,,,,
180,101.69,101.69,,,,,,,
181,102.1,102.1,,,,,,,
182,102.53,102.53,,,,,,,
183,102.53,,,102.53,,,,,
184,112.89,112.89,,,,,,,
