ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,43.19,,,,,43.19,,,
3,53.19,,,,,53.19,,,
4,64.1,64.1,,,,,,,
5,65.86,65.86,,,,,,,
6,66.27,66.27,,,,,,,
7,66.78,66.78,,,,,,,
8,67.33,67.33,,,,,,,
9,68.57,68.57,,,,,,,
10,68.85,68.85,,,,,,,
11,69.47,69.47,,,,,,,
12,69.78,69.78,,,,,,,
13,70.1,70.1,,,,,,,
14,70.4,70.4,,,,,,,
15,70.95,70.95,,,,,,,
16,72.7,72.7,,,,,,,
17,73.13,73.13,,,,,,,
18,73.49,73.49,,,,,,,
19,73.94,73.94,,,,,,,
20,75.16,75.16,,,,,,,
21,75.81,75.81,,,,,,,
22,76.04,76.04,,,,,,,
23,76.38,76.38,,,,,,,
24,76.73,76.73,,,,,,,
25,77.06,77.06,,,,,,,
26,78.95,78.95,,,,,,,
27,79.71,79.71,,,,,,,
28,80.28,80.28,,,,,,,
29,80.28,,,80.28,,,,,
30,86.08,86.08,,,,,,,
31,86.88,86.88,,,,,,,
32,87.41,87.41,,,,,,,
33,87.64,87.64,,,,,,,
34,87.84,87.84,,,,,,,
35,88.32,88.32,,,,,,,
36,88.73,88.73,,,,,,,
37,90.21,90.21,,,,,,,
38,90.53,90.53,,,,,,,
39,90.82,90.82,,,,,,,
40,91.06,91.06,,,,,,,
41,91.32,91.32,,,,,,,
42,91.84,91.84,,,,,,,
43,92.6,92.6,,,,,,,
44,93.09,93.09,,,,,,,
45,93.47,93.47,,,,,,,
46,95.06,95.06,,,,,,,
47,95.37,95.37,,,,,,,
48,95.8,95.8,,,,,,,
49,96.09,96.09,,,,,,,
50,96.72,96.72,,,,,,,
51,97.02,97.02,,,,,,,
52,99.48,99.48,,,,,,,
53,100.21,100.21,,,,,,,
54,100.4,100.4,,,,,,,
55,100.4,,,100.4,,,,,
56,106.46,106.46,,,,,,,
57,106.81,106.81,,,,,,,
58,107.2,107.2,,,,,,,
59,107.76,107.76,,,,,,,
60,109.17,109.17,,,,,,,
61,109.73,109.73,,,,,,,
62,109.96,109.96,,,,,,,
63,110.24,110.24,,,,,,,
64,110.71,110.71,,,,,,,
65,110.96,110.96,,,,,,,
66,111.26,111.26,,,,,,,
67,112.51,112.51,,,,,,,
68,112.67,112.67,,,,,,,
69,113.26,113.26,,,,,,,
70,113.59,113.59,,,,,,,
71,113.97,113.97,,,,,,,
72,114.41,114.41,,,,,,,
73,114.81,114.81,,,,,,,
74,115.92,115.92,,,,,,,
75,116.99,116.99,,,,,,,
76,117.45,117.45,,,,,,,
77,117.7,117.7,,,,,,,
78,119.21,119.21,,,,,,,
79,119.79,119.79,,,,,,,
80,120.67,120.67,,,,,,,
81,120.67,,,120.67,,,,,
82,126.55,126.55,,,,,,,
83,126.95,126.95,,,,,,,
84,127.23,127.23,,,,,,,
85,128.09,128.09,,,,,,,
86,128.3,128.3,,,,,,,
87,129.04,129.04,,,,,,,
88,129.78,129.78,,,,,,,
89,130.48,130.48,,,,,,,
90,130.65,130.65,,,,,,,
91,131.03,131.03,,,,,,,
92,131.42,131.42,,,,,,,
93,131.84,131.84,,,,,,,
94,132.44,132.44,,,,,,,
95,132.99,132.99,,,,,,,
96,134.45,134.45,,,,,,,
97,134.9,134.9,,,,,,,
98,135.13,135.13,,,,,,,
99,135.34,135.34,,,,,,,
100,135.69,135.69,,,,,,,
101,136.04,136.04,,,,,,,
102,136.67,136.67,,,,,,,
103,137.9,137.9,,,,,,,
104,138.71,138.71,,,,,,,
105,138.9,138.9,,,,,,,
106,139.4,139.4,,,,,,,
107,139.4,,,139.4,,,,,
