ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,0.38,0.38,,,,,,,
3,0.68,0.68,,,,,,,
4,1.16,1.16,,,,,,,
5,2.79,2.79,,,,,,,
6,3.31,3.31,,,,,,,
7,4.95,4.95,,,,,,,
8,5.67,5.67,,,,,,,
9,6.12,6.12,,,,,,,
10,7.2,7.2,,,,,,,
11,7.5,7.5,,,,,,,
12,7.6,7.6,,,,,,,
13,8.0,8.0,,,,,,,
14,8.22,8.22,,,,,,,
15,9.37,9.37,,,,,,,
16,9.8,9.8,,,,,,,
17,9.93,9.93,,,,,,,
18,10.25,10.25,,,,,,,
19,10.47,10.47,,,,,,,
20,12.05,12.05,,,,,,,
21,12.26,12.26,,,,,,,
22,12.36,12.36,,,,,,,
23,12.43,12.43,,,,,,,
24,12.5,12.5,,,,,,,
25,13.14,13.14,,,,,,,
26,14.6,14.6,,,,,,,
27,14.6,,,14.6,,,,,
28,38.61,38.61,,,,,,,
29,39.2,39.2,,,,,,,
30,39.6,39.6,,,,,,,
31,39.82,39.82,,,,,,,
32,39.94,39.94,,,,,,,
33,40.67,40.67,,,,,,,
34,42.22,42.22,,,,,,,
35,42.5,42.5,,,,,,,
36,42.75,42.75,,,,,,,
37,42.96,42.96,,,,,,,
38,44.72,44.72,,,,,,,
39,45.12,45.12,,,,,,,
40,45.4,45.4,,,,,,,
41,45.67,45.67,,,,,,,
42,45.89,45.89,,,,,,,
43,46.21,46.21,,,,,,,
44,47.18,47.18,,,,,,,
45,47.3,47.3,,,,,,,
46,47.51,47.51,,,,,,,
47,47.59,47.59,,,,,,,
48,47.75,47.75,,,,,,,
49,47.82,47.82,,,,,,,
50,47.94,47.94,,,,,,,
51,47.99,47.99,,,,,,,
52,48.06,48.06,,,,,,,
53,48.06,,,48.06,,,,,
54,96.19,96.19,,,,,,,
55,98.97,98.97,,,,,,,
56,99.32,99.32,,,,,,,
57,99.7,99.7,,,,,,,
58,101.25,101.25,,,,,,,
59,101.56,101.56,,,,,,,
60,101.99,101.99,,,,,,,
61,104.2,104.2,,,,,,,
62,104.46,104.46,,,,,,,
63,104.87,104.87,,,,,,,
64,105.13,105.13,,,,,,,
65,105.26,105.26,,,,,,,
66,105.43,105.43,,,,,,,
67,105.58,105.58,,,,,,,
68,105.74,105.74,,,,,,,
69,105.96,105.96,,,,,,,
70,107.2,107.2,,,,,,,
71,107.45,107.45,,,,,,,
72,107.61,107.61,,,,,,,
73,107.74,107.74,,,,,,,
74,107.84,107.84,,,,,,,
75,107.94,107.94,,,,,,,
76,108.12,108.12,,,,,,,
77,108.45,108.45,,,,,,,
78,108.68,108.68,,,,,,,
79,108.68,,,108.68,,,,,
80,147.96,147.96,,,,,,,
81,148.35,148.35,,,,,,,
82,148.66,148.66,,,,,,,
83,149.12,149.12,,,,,,,
84,149.71,149.71,,,,,,,
85,150.06,150.06,,,,,,,
86,150.27,150.27,,,,,,,
87,151.39,151.39,,,,,,,
88,151.58,151.58,,,,,,,
89,151.78,151.78,,,,,,,
90,152.0,152.0,,,,,,,
91,152.35,152.35,,,,,,,
92,154.1,154.1,,,,,,,
93,154.29,154.29,,,,,,,
94,154.65,154.65,,,,,,,
95,154.94,154.94,,,,,,,
96,155.31,155.31,,,,,,,
97,156.82,156.82,,,,,,,
98,157.23,157.23,,,,,,,
99,157.57,157.57,,,,,,,
100,157.85,157.85,,,,,,,
101,157.91,157.91,,,,,,,
102,157.98,157.98,,,,,,,
103,158.06,158.06,,,,,,,
104,158.12,158.12,,,,,,,
105,158.12,,,158.12,,,,,
106,178.1,178.1,,,,,,,
107,178.32,178.32,,,,,,,
108,178.88,178.88,,,,,,,
109,179.15,179.15,,,,,,,
110,179.64,179.64,,,,,,,
111,179.84,179.84,,,,,,,
112,180.01,180.01,,,,,,,
113,180.09,,180.09,,,,,,
114,180.15,,180.15,,,,,,
115,180.24,,180.24,,,,,,
116,180.76,,180.76,,,,,,
117,181.72,,181.72,,,,,,
118,182.04,,182.04,,,,,,
119,182.56,,182.56,,,,,,
120,182.63,,182.63,,,,,,
121,182.75,,182.75,,,,,,
122,182.9,,182.9,,,,,,
123,183.22,,183.22,,,,,,
124,183.43,,183.43,,,,,,
125,183.77,,183.77,,,,,,
126,184.18,,184.18,,,,,,
127,185.28,,185.28,,,,,,
128,185.38,,185.38,,,,,,
129,185.5,,185.5,,,,,,
130,185.57,,185.57,,,,,,
131,185.71,,185.71,,,,,,
132,185.77,,185.77,,,,,,
133,185.84,,185.84,,,,,,
134,186.05,,186.05,,,,,,
135,186.14,,186.14,,,,,,
136,186.21,,186.21,,,,,,
137,186.96,,186.96,,,,,,
138,187.06,,187.06,,,,,,
139,188.72,,188.72,,,,,,
140,189.09,,189.09,,,,,,
141,189.16,,189.16,,,,,,
142,189.24,,189.24,,,,,,
143,189.3,,189.3,,,,,,
144,189.38,,189.38,,,,,,
145,189.67,,189.67,,,,,,
146,190.23,,190.23,,,,,,
147,190.75,,190.75,,,,,,
148,192.15,,192.15,,,,,,
149,192.29,,192.29,,,,,,
150,192.37,,192.37,,,,,,
151,192.46,,192.46,,,,,,
152,192.52,,192.52,,,,,,
153,192.61,,192.61,,,,,,
154,192.67,,192.67,,,,,,
155,192.74,,192.74,,,,,,
156,192.84,,192.84,,,,,,
157,192.96,,192.96,,,,,,
158,193.04,,193.04,,,,,,
159,193.11,,193.11,,,,,,
160,193.5,,193.5,,,,,,
161,193.92,,193.92,,,,,,
