ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,0.54,0.54,,,,,,,
3,0.88,0.88,,,,,,,
4,1.09,1.09,,,,,,,
5,1.39,1.39,,,,,,,
6,1.75,1.75,,,,,,,
7,2.18,2.18,,,,,,,
8,2.49,2.49,,,,,,,
9,3.46,3.46,,,,,,,
10,3.97,3.97,,,,,,,
11,4.3,4.3,,,,,,,
12,4.69,4.69,,,,,,,
13,5.07,5.07,,,,,,,
14,5.44,5.44,,,,,,,
15,5.78,5.78,,,,,,,
16,6.36,6.36,,,,,,,
17,6.68,6.68,,,,,,,
18,6.97,6.97,,,,,,,
19,7.4,7.4,,,,,,,
20,8.64,8.64,,,,,,,
21,8.89,8.89,,,,,,,
22,10.66,10.66,,,,,,,
23,11.02,11.02,,,,,,,
24,11.36,11.36,,,,,,,
25,11.72,11.72,,,,,,,
26,12.19,12.19,,,,,,,
27,12.19,,,12.19,,,,,
28,22.41,22.41,,,,,,,
29,22.64,22.64,,,,,,,
30,23.08,23.08,,,,,,,
31,23.56,23.56,,,,,,,
32,23.87,23.87,,,,,,,
33,24.1,24.1,,,,,,,
34,24.32,24.32,,,,,,,
35,24.52,24.52,,,,,,,
36,24.83,24.83,,,,,,,
37,25.07,25.07,,,,,,,
38,25.26,25.26,,,,,,,
39,25.47,25.47,,,,,,,
40,25.7,25.7,,,,,,,
41,25.97,25.97,,,,,,,
42,26.35,26.35,,,,,,,
43,26.58,26.58,,,,,,,
44,26.84,26.84,,,,,,,
45,27.13,27.13,,,,,,,
46,27.48,27.48,,,,,,,
47,27.72,27.72,,,,,,,
48,28.0,28.0,,,,,,,
49,28.29,28.29,,,,,,,
50,29.21,29.21,,,,,,,
51,29.6,29.6,,,,,,,
52,29.95,29.95,,,,,,,
53,29.95,,,29.95,,,,,
54,36.74,36.74,,,,,,,
55,36.91,36.91,,,,,,,
56,37.21,37.21,,,,,,,
57,37.51,37.51,,,,,,,
58,38.05,38.05,,,,,,,
59,38.26,38.26,,,,,,,
60,38.57,38.57,,,,,,,
61,38.81,38.81,,,,,,,
62,39.02,39.02,,,,,,,
63,39.34,39.34,,,,,,,
64,39.62,39.62,,,,,,,
65,39.88,39.88,,,,,,,
66,40.06,40.06,,,,,,,
67,40.24,40.24,,,,,,,
68,40.45,40.45,,,,,,,
69,40.76,40.76,,,,,,,
70,41.04,41.04,,,,,,,
71,41.38,41.38,,,,,,,
72,41.59,41.59,,,,,,,
73,41.91,41.91,,,,,,,
74,42.2,42.2,,,,,,,
75,42.58,42.58,,,,,,,
76,43.24,43.24,,,,,,,
77,43.47,43.47,,,,,,,
78,43.7,43.7,,,,,,,
79,43.7,,,43.7,,,,,
80,52.93,52.93,,,,,,,
81,53.09,53.09,,,,,,,
82,53.42,53.42,,,,,,,
83,53.69,53.69,,,,,,,
84,53.87,53.87,,,,,,,
85,54.13,54.13,,,,,,,
86,54.49,54.49,,,,,,,
87,54.72,54.72,,,,,,,
88,55.0,55.0,,,,,,,
89,55.22,55.22,,,,,,,
90,55.59,55.59,,,,,,,
91,56.14,56.14,,,,,,,
92,56.35,56.35,,,,,,,
93,56.54,56.54,,,,,,,
94,56.86,56.86,,,,,,,
95,57.25,57.25,,,,,,,
96,57.45,57.45,,,,,,,
97,57.73,57.73,,,,,,,
98,58.04,58.04,,,,,,,
99,59.15,59.15,,,,,,,
100,59.36,59.36,,,,,,,
101,59.67,59.67,,,,,,,
102,60.02,60.02,,,,,,,
103,60.31,60.31,,,,,,,
104,60.52,60.52,,,,,,,
105,60.52,,,60.52,,,,,
106,66.97,66.97,,,,,,,
107,67.2,67.2,,,,,,,
108,67.6,67.6,,,,,,,
109,67.86,67.86,,,,,,,
110,68.09,68.09,,,,,,,
111,68.61,68.61,,,,,,,
112,68.84,68.84,,,,,,,
113,69.11,69.11,,,,,,,
114,69.32,69.32,,,,,,,
115,69.61,69.61,,,,,,,
116,69.86,69.86,,,,,,,
117,70.09,70.09,,,,,,,
118,70.3,70.3,,,,,,,
119,70.77,70.77,,,,,,,
120,70.99,70.99,,,,,,,
121,71.32,71.32,,,,,,,
122,71.55,71.55,,,,,,,
123,71.82,71.82,,,,,,,
124,72.06,72.06,,,,,,,
125,72.33,72.33,,,,,,,
126,72.7,72.7,,,,,,,
127,72.93,72.93,,,,,,,
128,73.17,73.17,,,,,,,
129,73.78,73.78,,,,,,,
130,74.02,74.02,,,,,,,
131,74.02,,,74.02,,,,,
132,81.58,81.58,,,,,,,
133,81.78,81.78,,,,,,,
134,82.23,82.23,,,,,,,
135,82.7,82.7,,,,,,,
136,82.99,82.99,,,,,,,
137,83.22,83.22,,,,,,,
138,83.55,83.55,,,,,,,
139,83.76,83.76,,,,,,,
140,84.15,84.15,,,,,,,
141,84.3,84.3,,,,,,,
142,84.56,84.56,,,,,,,
143,84.86,84.86,,,,,,,
144,85.22,85.22,,,,,,,
145,85.47,85.47,,,,,,,
146,85.78,85.78,,,,,,,
147,86.06,86.06,,,,,,,
148,86.34,86.34,,,,,,,
149,86.91,86.91,,,,,,,
150,87.27,87.27,,,,,,,
151,87.47,87.47,,,,,,,
152,87.77,87.77,,,,,,,
153,88.05,88.05,,,,,,,
154,88.2,88.2,,,,,,,
155,88.45,88.45,,,,,,,
156,88.97,88.97,,,,,,,
157,88.97,,,88.97,,,,,
158,95.51,95.51,,,,,,,
159,95.67,95.67,,,,,,,
160,95.79,95.79,,,,,,,
161,95.99,95.99,,,,,,,
162,96.24,96.24,,,,,,,
163,96.42,96.42,,,,,,,
164,96.67,96.67,,,,,,,
165,97.12,97.12,,,,,,,
166,97.46,97.46,,,,,,,
167,97.74,97.74,,,,,,,
168,98.05,98.05,,,,,,,
169,98.29,98.29,,,,,,,
170,98.53,98.53,,,,,,,
171,98.86,98.86,,,,,,,
172,99.07,99.07,,,,,,,
173,99.5,99.5,,,,,,,
174,99.75,99.75,,,,,,,
175,100.04,100.04,,,,,,,
176,100.37,100.37,,,,,,,
177,100.67,100.67,,,,,,,
178,101.03,101.03,,,,,,,
179,101.17,101.17,,,,,,,
180,101.54,101.54,,,,,,,
181,101.85,101.85,,,,,,,
182,102.18,102.18,,,,,,,
183,102.18,,,102.18,,,,,
184,107.89,107.89,,,,,,,
185,108.17,108.17,,,,,,,
186,108.5,108.5,,,,,,,
187,108.99,108.99,,,,,,,
188,109.29,109.29,,,,,,,
189,109.6,109.6,,,,,,,
190,109.84,109.84,,,,,,,
191,110.22,110.22,,,,,,,
192,110.46,110.46,,,,,,,
193,110.82,110.82,,,,,,,
194,111.07,111.07,,,,,,,
195,111.35,111.35,,,,,,,
196,111.56,111.56,,,,,,,
197,111.9,111.9,,,,,,,
198,112.33,112.33,,,,,,,
199,112.68,112.68,,,,,,,
200,112.92,112.92,,,,,,,
201,113.12,113.12,,,,,,,
202,113.4,113.4,,,,,,,
203,113.77,113.77,,,,,,,
204,114.07,114.07,,,,,,,
205,114.4,114.4,,,,,,,
206,114.7,114.7,,,,,,,
207,114.98,114.98,,,,,,,
208,115.24,115.24,,,,,,,
209,115.24,,,115.24,,,,,
210,120.38,120.38,,,,,,,
211,120.7,120.7,,,,,,,
212,120.92,120.92,,,,,,,
213,121.18,121.18,,,,,,,
214,121.52,121.52,,,,,,,
215,121.73,121.73,,,,,,,
216,122.13,122.13,,,,,,,
217,122.34,122.34,,,,,,,
218,122.66,122.66,,,,,,,
219,122.92,122.92,,,,,,,
220,123.2,123.2,,,,,,,
221,123.49,123.49,,,,,,,
222,123.71,123.71,,,,,,,
223,124.12,124.12,,,,,,,
224,124.42,124.42,,,,,,,
225,124.81,124.81,,,,,,,
226,125.15,125.15,,,,,,,
227,126.75,126.75,,,,,,,
228,127.01,127.01,,,,,,,
229,127.26,127.26,,,,,,,
230,127.53,127.53,,,,,,,
231,127.81,127.81,,,,,,,
232,128.22,128.22,,,,,,,
233,128.5,128.5,,,,,,,
234,129.23,129.23,,,,,,,
235,129.23,,,129.23,,,,,
236,135.68,135.68,,,,,,,
237,135.9,135.9,,,,,,,
238,136.26,136.26,,,,,,,
239,136.55,136.55,,,,,,,
240,137.01,137.01,,,,,,,
241,137.31,137.31,,,,,,,
242,137.69,137.69,,,,,,,
243,138.4,138.4,,,,,,,
244,138.69,138.69,,,,,,,
245,138.95,138.95,,,,,,,
246,139.25,139.25,,,,,,,
247,140.3,140.3,,,,,,,
248,140.62,140.62,,,,,,,
249,141.0,141.0,,,,,,,
250,141.47,141.47,,,,,,,
251,141.93,141.93,,,,,,,
252,142.13,142.13,,,,,,,
253,142.53,142.53,,,,,,,
254,142.92,142.92,,,,,,,
255,143.26,143.26,,,,,,,
256,143.58,143.58,,,,,,,
257,144.38,144.38,,,,,,,
258,144.53,144.53,,,,,,,
259,144.97,144.97,,,,,,,
260,145.33,145.33,,,,,,,
261,145.33,,,145.33,,,,,
262,151.4,151.4,,,,,,,
263,151.82,151.82,,,,,,,
264,152.03,152.03,,,,,,,
265,152.36,152.36,,,,,,,
266,152.66,152.66,,,,,,,
267,152.99,152.99,,,,,,,
268,153.45,153.45,,,,,,,
269,153.72,153.72,,,,,,,
270,153.94,153.94,,,,,,,
271,154.25,154.25,,,,,,,
272,154.49,154.49,,,,,,,
273,154.79,154.79,,,,,,,
274,155.07,155.07,,,,,,,
275,155.27,155.27,,,,,,,
276,155.58,155.58,,,,,,,
