ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,5.0,5.0,,,,,,,
3,7.06,7.06,,,,,,,
4,7.24,7.24,,,,,,,
5,7.72,7.72,,,,,,,
6,8.99,8.99,,,,,,,
7,9.25,9.25,,,,,,,
8,10.21,10.21,,,,,,,
9,11.05,11.05,,,,,,,
10,11.83,11.83,,,,,,,
11,12.15,12.15,,,,,,,
12,12.63,12.63,,,,,,,
13,13.64,13.64,,,,,,,
14,13.92,13.92,,,,,,,
15,14.58,14.58,,,,,,,
16,15.15,15.15,,,,,,,
17,15.47,15.47,,,,,,,
18,16.32,16.32,,,,,,,
19,16.73,16.73,,,,,,,
20,16.91,16.91,,,,,,,
21,17.08,17.08,,,,,,,
22,17.38,17.38,,,,,,,
23,17.57,17.57,,,,,,,
24,18.17,18.17,,,,,,,
25,18.78,18.78,,,,,,,
26,19.15,19.15,,,,,,,
27,19.15,,,19.15,,,,,
28,22.54,22.54,,,,,,,
29,23.04,23.04,,,,,,,
30,23.77,23.77,,,,,,,
31,24.26,24.26,,,,,,,
32,24.43,24.43,,,,,,,
33,24.89,24.89,,,,,,,
34,24.97,24.97,,,,,,,
35,25.12,25.12,,,,,,,
36,25.17,25.17,,,,,,,
37,25.22,25.22,,,,,,,
38,25.32,25.32,,,,,,,
39,26.06,26.06,,,,,,,
40,26.56,26.56,,,,,,,
41,26.9,26.9,,,,,,,
42,27.17,27.17,,,,,,,
43,27.86,27.86,,,,,,,
44,28.37,28.37,,,,,,,
45,28.93,28.93,,,,,,,
46,29.52,29.52,,,,,,,
47,29.85,29.85,,,,,,,
48,30.15,30.15,,,,,,,
49,30.47,30.47,,,,,,,
50,30.7,30.7,,,,,,,
51,30.96,30.96,,,,,,,
52,31.31,31.31,,,,,,,
53,31.31,,,31.31,,,,,
54,35.31,35.31,,,,,,,
55,36.74,36.74,,,,,,,
56,36.98,36.98,,,,,,,
57,37.65,37.65,,,,,,,
58,37.92,37.92,,,,,,,
59,38.12,38.12,,,,,,,
60,38.17,38.17,,,,,,,
61,38.43,38.43,,,,,,,
62,38.67,38.67,,,,,,,
63,38.72,38.72,,,,,,,
64,39.59,39.59,,,,,,,
65,41.31,41.31,,,,,,,
66,41.85,41.85,,,,,,,
67,43.59,43.59,,,,,,,
68,44.34,44.34,,,,,,,
69,44.52,44.52,,,,,,,
70,44.68,44.68,,,,,,,
71,45.1,45.1,,,,,,,
72,45.8,45.8,,,,,,,
73,45.99,45.99,,,,,,,
74,46.55,46.55,,,,,,,
75,47.14,47.14,,,,,,,
76,47.75,47.75,,,,,,,
77,48.23,48.23,,,,,,,
78,48.53,48.53,,,,,,,
79,48.53,,,48.53,,,,,
80,68.24,68.24,,,,,,,
81,69.09,69.09,,,,,,,
82,69.82,69.82,,,,,,,
83,69.97,69.97,,,,,,,
84,70.18,70.18,,,,,,,
85,71.07,71.07,,,,,,,
86,71.38,71.38,,,,,,,
87,71.73,71.73,,,,,,,
88,72.0,72.0,,,,,,,
89,72.27,72.27,,,,,,,
90,72.74,72.74,,,,,,,
91,73.0,73.0,,,,,,,
92,73.41,73.41,,,,,,,
93,73.72,73.72,,,,,,,
94,73.96,73.96,,,,,,,
95,74.56,74.56,,,,,,,
96,74.71,74.71,,,,,,,
97,75.02,75.02,,,,,,,
98,75.68,75.68,,,,,,,
99,76.15,76.15,,,,,,,
100,76.5,76.5,,,,,,,
101,76.88,76.88,,,,,,,
102,77.21,77.21,,,,,,,
103,77.41,77.41,,,,,,,
104,77.62,77.62,,,,,,,
105,77.62,,,77.62,,,,,
106,86.57,86.57,,,,,,,
107,86.79,86.79,,,,,,,
108,87.17,87.17,,,,,,,
109,87.93,87.93,,,,,,,
110,88.19,88.19,,,,,,,
111,89.67,89.67,,,,,,,
112,89.86,89.86,,,,,,,
113,90.04,90.04,,,,,,,
114,90.95,90.95,,,,,,,
115,91.26,91.26,,,,,,,
116,91.58,91.58,,,,,,,
117,91.87,91.87,,,,,,,
118,92.1,92.1,,,,,,,
119,92.49,92.49,,,,,,,
120,92.77,92.77,,,,,,,
121,93.28,93.28,,,,,,,
122,93.65,93.65,,,,,,,
123,94.54,94.54,,,,,,,
124,95.24,95.24,,,,,,,
125,96.25,96.25,,,,,,,
126,96.53,96.53,,,,,,,
127,96.74,96.74,,,,,,,
128,97.13,97.13,,,,,,,
129,97.61,97.61,,,,,,,
130,97.93,97.93,,,,,,,
131,97.93,,,97.93,,,,,
132,101.19,101.19,,,,,,,
133,101.96,101.96,,,,,,,
134,102.57,102.57,,,,,,,
135,102.98,102.98,,,,,,,
136,103.51,103.51,,,,,,,
137,103.78,103.78,,,,,,,
138,104.69,104.69,,,,,,,
139,105.0,105.0,,,,,,,
140,105.27,105.27,,,,,,,
141,105.51,105.51,,,,,,,
142,105.9,105.9,,,,,,,
143,106.18,106.18,,,,,,,
144,106.53,106.53,,,,,,,
145,107.89,107.89,,,,,,,
146,108.23,108.23,,,,,,,
147,108.68,108.68,,,,,,,
148,108.88,108.88,,,,,,,
149,109.16,109.16,,,,,,,
150,109.43,109.43,,,,,,,
151,109.78,109.78,,,,,,,
152,110.26,110.26,,,,,,,
153,110.56,110.56,,,,,,,
154,110.81,110.81,,,,,,,
155,111.18,111.18,,,,,,,
156,111.74,111.74,,,,,,,
157,111.74,,,111.74,,,,,
158,115.65,115.65,,,,,,,
159,116.52,116.52,,,,,,,
160,117.57,117.57,,,,,,,
