ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,125.17,125.17,,,,,,,
3,125.7,125.7,,,,,,,
4,128.44,128.44,,,,,,,
5,128.86,128.86,,,,,,,
6,129.3,129.3,,,,,,,
7,130.95,130.95,,,,,,,
8,131.51,131.51,,,,,,,
9,131.89,131.89,,,,,,,
10,132.25,132.25,,,,,,,
11,132.73,132.73,,,,,,,
12,134.45,134.45,,,,,,,
13,135.22,135.22,,,,,,,
14,135.52,135.52,,,,,,,
15,136.5,136.5,,,,,,,
16,137.02,137.02,,,,,,,
17,137.78,137.78,,,,,,,
18,138.74,138.74,,,,,,,
19,139.14,139.14,,,,,,,
20,140.35,140.35,,,,,,,
21,140.64,140.64,,,,,,,
22,140.93,140.93,,,,,,,
23,141.15,141.15,,,,,,,
24,141.53,141.53,,,,,,,
25,141.92,141.92,,,,,,,
26,142.37,142.37,,,,,,,
27,142.37,,,142.37,,,,,
28,150.61,150.61,,,,,,,
29,151.14,151.14,,,,,,,
30,151.67,151.67,,,,,,,
31,151.98,151.98,,,,,,,
32,152.54,152.54,,,,,,,
33,152.79,152.79,,,,,,,
34,154.01,154.01,,,,,,,
35,154.79,154.79,,,,,,,
36,155.48,155.48,,,,,,,
37,155.71,155.71,,,,,,,
38,155.9,155.9,,,,,,,
39,156.2,156.2,,,,,,,
40,156.63,156.63,,,,,,,
41,156.92,156.92,,,,,,,
42,157.46,157.46,,,,,,,
43,157.66,157.66,,,,,,,
44,158.75,158.75,,,,,,,
45,160.39,160.39,,,,,,,
46,160.6,160.6,,,,,,,
47,161.02,161.02,,,,,,,
48,161.52,161.52,,,,,,,
49,161.85,161.85,,,,,,,
50,162.68,162.68,,,,,,,
51,163.17,163.17,,,,,,,
52,163.48,163.48,,,,,,,
53,163.48,,,163.48,,,,,
54,173.8,173.8,,,,,,,
55,174.44,174.44,,,,,,,
56,174.77,174.77,,,,,,,
57,175.22,175.22,,,,,,,
58,175.85,175.85,,,,,,,
59,176.41,176.41,,,,,,,
60,177.82,177.82,,,,,,,
61,179.13,179.13,,,,,,,
62,179.69,179.69,,,,,,,
63,179.89,179.89,,,,,,,
64,180.09,,180.09,,,,,,
65,180.21,,180.21,,,,,,
66,180.45,,180.45,,,,,,
67,180.76,,180.76,,,,,,
68,181.36,,181.36,,,,,,
69,181.65,,181.65,,,,,,
70,182.39,,182.39,,,,,,
71,183.14,,183.14,,,,,,
72,183.94,,183.94,,,,,,
73,184.27,,184.27,,,,,,
74,185.47,,185.47,,,,,,
75,186.0,,186.0,,,,,,
76,186.22,,186.22,,,,,,
77,186.54,,186.54,,,,,,
78,186.96,,186.96,,,,,,
79,187.41,,187.41,,,,,,
80,187.86,,187.86,,,,,,
81,188.93,,188.93,,,,,,
82,189.52,,189.52,,,,,,
83,190.3,,190.3,,,,,,
84,190.55,,190.55,,,,,,
85,190.81,,190.81,,,,,,
86,191.24,,191.24,,,,,,
87,191.54,,191.54,,,,,,
88,192.1,,192.1,,,,,,
89,193.08,,193.08,,,,,,
90,193.37,,193.37,,,,,,
91,193.62,,193.62,,,,,,
92,193.9,,193.9,,,,,,
93,194.21,,194.21,,,,,,
94,194.68,,194.68,,,,,,
95,197.06,,197.06,,,,,,
96,197.89,,197.89,,,,,,
97,198.13,,198.13,,,,,,
98,198.44,,198.44,,,,,,
99,199.05,,199.05,,,,,,
100,199.57,,199.57,,,,,,
101,200.02,,200.02,,,,,,
102,200.32,,200.32,,,,,,
103,202.42,,202.42,,,,,,
104,202.52,,202.52,,,,,,
105,203.13,,203.13,,,,,,
106,203.39,,203.39,,,,,,
107,203.7,,203.7,,,,,,
108,204.3,,204.3,,,,,,
109,204.76,,204.76,,,,,,
110,205.21,,205.21,,,,,,
111,206.33,,206.33,,,,,,
112,206.53,,206.53,,,,,,
113,206.91,,206.91,,,,,,
114,208.02,,208.02,,,,,,
115,208.49,,208.49,,,,,,
116,209.37,,209.37,,,,,,
117,210.68,,210.68,,,,,,
118,210.94,,210.94,,,,,,
119,211.69,,211.69,,,,,,
120,212.12,,212.12,,,,,,
121,212.4,,212.4,,,,,,
122,212.84,,212.84,,,,,,
123,212.97,,212.97,,,,,,
124,213.09,,213.09,,,,,,
125,213.52,,213.52,,,,,,
126,214.07,,214.07,,,,,,
127,214.72,,214.72,,,,,,
128,215.09,,215.09,,,,,,
129,215.85,,215.85,,,,,,
130,216.15,,216.15,,,,,,
131,216.46,,216.46,,,,,,
132,216.78,,216.78,,,,,,
133,217.01,,217.01,,,,,,
134,217.33,,217.33,,,,,,
135,217.55,,217.55,,,,,,
136,218.47,,218.47,,,,,,
137,219.0,,219.0,,,,,,
138,219.6,,219.6,,,,,,
139,220.17,,220.17,,,,,,
140,220.72,,220.72,,,,,,
141,221.1,,221.1,,,,,,
142,221.33,,221.33,,,,,,
143,222.52,,222.52,,,,,,
144,223.18,,223.18,,,,,,
145,223.51,,223.51,,,,,,
146,224.0,,224.0,,,,,,
147,224.82,,224.82,,,,,,
148,226.5,,226.5,,,,,,
149,227.35,,227.35,,,,,,
150,227.61,,227.61,,,,,,
151,227.99,,227.99,,,,,,
152,228.36,,228.36,,,,,,
153,228.93,,228.93,,,,,,
154,229.48,,229.48,,,,,,
155,230.33,,230.33,,,,,,
156,231.53,,231.53,,,,,,
157,231.7,,231.7,,,,,,
158,232.24,,232.24,,,,,,
159,232.53,,232.53,,,,,,
160,232.87,,232.87,,,,,,
161,233.48,,233.48,,,,,,
162,233.73,,233.73,,,,,,
163,234.04,,234.04,,,,,,
164,234.54,,234.54,,,,,,
165,235.43,,235.43,,,,,,
166,236.47,,236.47,,,,,,
167,236.86,,236.86,,,,,,
168,237.46,,237.46,,,,,,
169,237.79,,237.79,,,,,,
170,238.23,,238.23,,,,,,
171,238.6,,238.6,,,,,,
172,239.67,,239.67,,,,,,
173,240.06,,240.06,,,,,,
174,240.62,,240.62,,,,,,
175,309.97,,309.97,,,,,,
176,310.36,,310.36,,,,,,
177,311.13,,311.13,,,,,,
178,311.69,,311.69,,,,,,
179,312.02,,312.02,,,,,,
180,315.07,,315.07,,,,,,
181,315.31,,315.31,,,,,,
182,315.78,,315.78,,,,,,
183,316.13,,316.13,,,,,,
184,316.46,,316.46,,,,,,
185,317.64,,317.64,,,,,,
186,317.99,,317.99,,,,,,
187,319.88,,319.88,,,,,,
188,321.41,,321.41,,,,,,
189,321.99,,321.99,,,,,,
190,322.23,,322.23,,,,,,
191,323.5,,323.5,,,,,,
192,324.33,,324.33,,,,,,
193,325.71,,325.71,,,,,,
194,326.58,,326.58,,,,,,
195,327.07,,327.07,,,,,,
196,327.45,,327.45,,,,,,
