ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,23.29,23.29,,,,,,,
3,24.79,24.79,,,,,,,
4,25.14,25.14,,,,,,,
5,28.21,28.21,,,,,,,
6,28.46,28.46,,,,,,,
7,28.94,28.94,,,,,,,
8,29.42,29.42,,,,,,,
9,29.78,29.78,,,,,,,
10,30.56,30.56,,,,,,,
11,32.18,32.18,,,,,,,
12,32.57,32.57,,,,,,,
13,34.7,34.7,,,,,,,
14,36.16,36.16,,,,,,,
15,37.01,37.01,,,,,,,
16,37.77,37.77,,,,,,,
17,39.08,39.08,,,,,,,
18,40.21,40.21,,,,,,,
19,41.22,41.22,,,,,,,
20,41.6,41.6,,,,,,,
21,42.09,42.09,,,,,,,
22,42.61,42.61,,,,,,,
23,44.04,44.04,,,,,,,
24,45.0,45.0,,,,,,,
25,45.53,45.53,,,,,,,
26,45.69,45.69,,,,,,,
27,45.69,,,45.69,,,,,
28,56.62,56.62,,,,,,,
29,56.99,56.99,,,,,,,
30,57.29,57.29,,,,,,,
31,57.53,57.53,,,,,,,
32,58.62,58.62,,,,,,,
33,62.04,62.04,,,,,,,
34,62.24,62.24,,,,,,,
35,63.01,63.01,,,,,,,
36,63.72,63.72,,,,,,,
37,64.17,64.17,,,,,,,
38,64.61,64.61,,,,,,,
39,65.13,65.13,,,,,,,
40,66.64,66.64,,,,,,,
41,67.08,67.08,,,,,,,
42,67.58,67.58,,,,,,,
43,68.74,68.74,,,,,,,
44,69.51,69.51,,,,,,,
45,69.93,69.93,,,,,,,
46,70.34,70.34,,,,,,,
47,72.27,72.27,,,,,,,
48,73.15,73.15,,,,,,,
49,73.65,73.65,,,,,,,
50,75.05,75.05,,,,,,,
51,76.08,76.08,,,,,,,
52,76.54,76.54,,,,,,,
53,76.54,,,76.54,,,,,
54,84.48,84.48,,,,,,,
55,84.88,84.88,,,,,,,
56,85.13,85.13,,,,,,,
57,85.54,85.54,,,,,,,
58,86.04,86.04,,,,,,,
59,86.47,86.47,,,,,,,
60,87.18,87.18,,,,,,,
61,87.41,87.41,,,,,,,
62,88.76,88.76,,,,,,,
63,90.33,90.33,,,,,,,
64,90.67,90.67,,,,,,,
65,90.88,90.88,,,,,,,
66,91.62,91.62,,,,,,,
67,92.16,92.16,,,,,,,
68,92.63,92.63,,,,,,,
69,93.41,93.41,,,,,,,
70,94.37,94.37,,,,,,,
71,94.72,94.72,,,,,,,
72,94.97,94.97,,,,,,,
73,95.33,95.33,,,,,,,
74,95.92,95.92,,,,,,,
75,96.67,96.67,,,,,,,
