ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,5.55,5.55,,,,,,,
3,6.07,6.07,,,,,,,
4,6.38,6.38,,,,,,,
5,6.48,6.48,,,,,,,
6,6.76,6.76,,,,,,,
7,7.74,7.74,,,,,,,
8,8.16,8.16,,,,,,,
9,8.87,8.87,,,,,,,
10,9.32,9.32,,,,,,,
11,9.74,9.74,,,,,,,
12,9.99,9.99,,,,,,,
13,10.36,10.36,,,,,,,
14,11.19,11.19,,,,,,,
15,11.39,11.39,,,,,,,
16,11.65,11.65,,,,,,,
17,11.89,11.89,,,,,,,
18,12.05,12.05,,,,,,,
19,12.25,12.25,,,,,,,
20,12.99,12.99,,,,,,,
21,13.36,13.36,,,,,,,
22,13.62,13.62,,,,,,,
23,14.28,14.28,,,,,,,
24,14.51,14.51,,,,,,,
25,14.84,14.84,,,,,,,
26,15.49,15.49,,,,,,,
27,15.49,,,15.49,,,,,
28,18.47,18.47,,,,,,,
29,18.96,18.96,,,,,,,
30,19.32,19.32,,,,,,,
31,19.81,19.81,,,,,,,
32,20.15,20.15,,,,,,,
33,20.54,20.54,,,,,,,
34,20.9,20.9,,,,,,,
35,21.07,21.07,,,,,,,
36,21.45,21.45,,,,,,,
37,21.77,21.77,,,,,,,
38,21.98,21.98,,,,,,,
39,22.14,22.14,,,,,,,
40,22.32,22.32,,,,,,,
41,22.92,22.92,,,,,,,
42,23.6,23.6,,,,,,,
43,23.87,23.87,,,,,,,
44,24.51,24.51,,,,,,,
45,24.68,24.68,,,,,,,
46,24.84,24.84,,,,,,,
47,25.15,25.15,,,,,,,
48,25.35,25.35,,,,,,,
49,25.67,25.67,,,,,,,
50,25.94,25.94,,,,,,,
51,26.11,26.11,,,,,,,
52,26.27,26.27,,,,,,,
53,26.27,,,26.27,,,,,
54,30.21,30.21,,,,,,,
55,30.87,30.87,,,,,,,
56,31.41,31.41,,,,,,,
57,31.61,31.61,,,,,,,
58,31.84,31.84,,,,,,,
59,32.04,32.04,,,,,,,
60,32.31,32.31,,,,,,,
61,32.53,32.53,,,,,,,
62,32.76,32.76,,,,,,,
63,33.88,33.88,,,,,,,
64,34.8,34.8,,,,,,,
65,35.05,35.05,,,,,,,
66,35.35,35.35,,,,,,,
67,35.69,35.69,,,,,,,
68,35.83,35.83,,,,,,,
69,36.31,36.31,,,,,,,
70,36.6,36.6,,,,,,,
71,38.48,38.48,,,,,,,
72,38.67,38.67,,,,,,,
73,38.92,38.92,,,,,,,
74,39.31,39.31,,,,,,,
75,39.39,39.39,,,,,,,
76,39.61,39.61,,,,,,,
77,39.97,39.97,,,,,,,
78,40.47,40.47,,,,,,,
79,40.47,,,40.47,,,,,
80,54.06,54.06,,,,,,,
81,54.65,54.65,,,,,,,
82,56.07,56.07,,,,,,,
83,56.27,56.27,,,,,,,
84,56.44,56.44,,,,,,,
85,56.91,56.91,,,,,,,
86,57.3,57.3,,,,,,,
87,57.7,57.7,,,,,,,
88,57.98,57.98,,,,,,,
89,58.43,58.43,,,,,,,
90,58.86,58.86,,,,,,,
91,59.41,59.41,,,,,,,
92,59.88,59.88,,,,,,,
93,60.21,60.21,,,,,,,
94,60.47,60.47,,,,,,,
95,60.69,60.69,,,,,,,
96,60.95,60.95,,,,,,,
97,61.15,61.15,,,,,,,
98,61.36,61.36,,,,,,,
