ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,76.64,76.64,,,,,,,
3,77.28,77.28,,,,,,,
4,77.9,77.9,,,,,,,
5,80.8,80.8,,,,,,,
6,81.36,81.36,,,,,,,
7,81.76,81.76,,,,,,,
8,82.87,82.87,,,,,,,
9,84.39,84.39,,,,,,,
10,84.63,84.63,,,,,,,
11,84.93,84.93,,,,,,,
12,85.14,85.14,,,,,,,
13,85.95,85.95,,,,,,,
14,86.47,86.47,,,,,,,
15,87.86,87.86,,,,,,,
16,88.86,88.86,,,,,,,
17,89.13,89.13,,,,,,,
18,89.4,89.4,,,,,,,
19,91.08,91.08,,,,,,,
20,92.08,92.08,,,,,,,
21,92.36,92.36,,,,,,,
22,92.82,92.82,,,,,,,
23,93.61,93.61,,,,,,,
24,93.91,93.91,,,,,,,
25,95.59,95.59,,,,,,,
26,96.68,96.68,,,,,,,
27,96.68,,,96.68,,,,,
28,102.9,102.9,,,,,,,
29,103.25,103.25,,,,,,,
30,103.76,103.76,,,,,,,
31,105.22,105.22,,,,,,,
32,105.48,105.48,,,,,,,
33,106.11,106.11,,,,,,,
34,107.54,107.54,,,,,,,
35,107.84,107.84,,,,,,,
36,108.1,108.1,,,,,,,
37,109.67,109.67,,,,,,,
38,109.93,109.93,,,,,,,
39,110.29,110.29,,,,,,,
40,110.67,110.67,,,,,,,
41,111.01,111.01,,,,,,,
42,111.47,111.47,,,,,,,
43,111.93,111.93,,,,,,,
44,112.47,112.47,,,,,,,
45,113.17,113.17,,,,,,,
46,113.66,113.66,,,,,,,
47,114.16,114.16,,,,,,,
48,115.79,115.79,,,,,,,
49,115.98,115.98,,,,,,,
50,116.15,116.15,,,,,,,
51,116.54,116.54,,,,,,,
52,116.86,116.86,,,,,,,
53,116.86,,,116.86,,,,,
54,126.15,126.15,,,,,,,
55,126.56,126.56,,,,,,,
56,126.93,126.93,,,,,,,
57,127.53,127.53,,,,,,,
58,129.21,129.21,,,,,,,
59,130.32,130.32,,,,,,,
60,131.15,131.15,,,,,,,
61,131.57,131.57,,,,,,,
62,131.85,131.85,,,,,,,
63,132.36,132.36,,,,,,,
64,132.8,132.8,,,,,,,
65,133.15,133.15,,,,,,,
66,133.79,133.79,,,,,,,
67,135.01,135.01,,,,,,,
68,135.93,135.93,,,,,,,
69,136.14,136.14,,,,,,,
70,136.36,136.36,,,,,,,
71,136.73,136.73,,,,,,,
72,137.58,137.58,,,,,,,
73,138.23,138.23,,,,,,,
74,138.94,138.94,,,,,,,
75,139.18,139.18,,,,,,,
76,139.69,139.69,,,,,,,
77,140.52,140.52,,,,,,,
78,140.75,140.75,,,,,,,
79,140.75,,,140.75,,,,,
80,147.64,147.64,,,,,,,
81,148.13,148.13,,,,,,,
82,148.39,148.39,,,,,,,
83,149.05,149.05,,,,,,,
84,150.06,150.06,,,,,,,
85,150.43,150.43,,,,,,,
86,151.0,151.0,,,,,,,
87,151.59,151.59,,,,,,,
88,152.02,152.02,,,,,,,
89,152.81,152.81,,,,,,,
90,153.09,153.09,,,,,,,
91,153.41,153.41,,,,,,,
92,153.66,153.66,,,,,,,
93,155.35,155.35,,,,,,,
94,155.59,155.59,,,,,,,
95,155.81,155.81,,,,,,,
96,156.12,156.12,,,,,,,
97,156.4,156.4,,,,,,,
98,156.79,156.79,,,,,,,
99,157.4,157.4,,,,,,,
100,157.81,157.81,,,,,,,
101,158.46,158.46,,,,,,,
102,159.6,159.6,,,,,,,
103,160.36,160.36,,,,,,,
104,160.63,160.63,,,,,,,
105,160.63,,,160.63,,,,,
106,166.45,166.45,,,,,,,
107,167.28,167.28,,,,,,,
108,169.28,169.28,,,,,,,
109,169.48,169.48,,,,,,,
110,169.87,169.87,,,,,,,
111,170.16,170.16,,,,,,,
112,170.56,170.56,,,,,,,
113,170.8,170.8,,,,,,,
114,171.25,171.25,,,,,,,
115,171.62,171.62,,,,,,,
116,172.52,172.52,,,,,,,
117,173.07,173.07,,,,,,,
118,173.29,173.29,,,,,,,
119,173.7,173.7,,,,,,,
120,174.65,174.65,,,,,,,
121,175.02,175.02,,,,,,,
122,175.17,175.17,,,,,,,
123,175.33,175.33,,,,,,,
124,177.32,177.32,,,,,,,
125,177.53,177.53,,,,,,,
126,177.82,177.82,,,,,,,
127,178.2,178.2,,,,,,,
128,178.56,178.56,,,,,,,
129,179.12,179.12,,,,,,,
130,179.57,179.57,,,,,,,
131,179.57,,,179.57,,,,,
132,180.09,,180.09,,,,,,
133,189.51,,189.51,,,,,,
134,189.86,,189.86,,,,,,
135,190.14,,190.14,,,,,,
136,190.84,,190.84,,,,,,
137,191.41,,191.41,,,,,,
138,191.74,,191.74,,,,,,
139,192.11,,192.11,,,,,,
140,192.47,,192.47,,,,,,
141,194.66,,194.66,,,,,,
142,195.42,,195.42,,,,,,
143,195.65,,195.65,,,,,,
144,195.97,,195.97,,,,,,
145,196.21,,196.21,,,,,,
146,196.56,,196.56,,,,,,
147,196.98,,196.98,,,,,,
148,197.84,,197.84,,,,,,
149,198.4,,198.4,,,,,,
150,199.54,,199.54,,,,,,
151,200.12,,200.12,,,,,,
152,200.38,,200.38,,,,,,
153,200.66,,200.66,,,,,,
154,201.18,,201.18,,,,,,
155,201.6,,201.6,,,,,,
156,203.1,,203.1,,,,,,
157,204.1,,204.1,,,,,,
158,204.42,,204.42,,,,,,
159,204.91,,204.91,,,,,,
160,205.19,,205.19,,,,,,
161,205.54,,205.54,,,,,,
162,206.19,,206.19,,,,,,
163,206.75,,206.75,,,,,,
164,207.33,,207.33,,,,,,
165,207.54,,207.54,,,,,,
166,208.25,,208.25,,,,,,
167,208.93,,208.93,,,,,,
168,209.25,,209.25,,,,,,
169,209.53,,209.53,,,,,,
170,209.85,,209.85,,,,,,
171,210.14,,210.14,,,,,,
172,210.48,,210.48,,,,,,
173,210.75,,210.75,,,,,,
174,211.18,,211.18,,,,,,
175,211.89,,211.89,,,,,,
176,213.5,,213.5,,,,,,
177,214.29,,214.29,,,,,,
178,214.7,,214.7,,,,,,
179,214.99,,214.99,,,,,,
180,215.29,,215.29,,,,,,
181,215.96,,215.96,,,,,,
182,216.36,,216.36,,,,,,
183,217.57,,217.57,,,,,,
184,218.26,,218.26,,,,,,
185,219.32,,219.32,,,,,,
186,220.24,,220.24,,,,,,
187,220.84,,220.84,,,,,,
188,221.45,,221.45,,,,,,
189,221.84,,221.84,,,,,,
190,222.28,,222.28,,,,,,
191,222.69,,222.69,,,,,,
192,223.4,,223.4,,,,,,
193,223.9,,223.9,,,,,,
194,224.42,,224.42,,,,,,
195,226.25,,226.25,,,,,,
196,226.44,,226.44,,,,,,
197,226.71,,226.71,,,,,,
198,227.11,,227.11,,,,,,
199,227.35,,227.35,,,,,,
200,228.2,,228.2,,,,,,
201,228.47,,228.47,,,,,,
202,229.04,,229.04,,,,,,
203,229.3,,229.3,,,,,,
204,229.7,,229.7,,,,,,
205,231.41,,231.41,,,,,,
206,231.67,,231.67,,,,,,
207,231.91,,231.91,,,,,,
208,232.16,,232.16,,,,,,
209,232.83,,232.83,,,,,,
210,233.47,,233.47,,,,,,
211,233.75,,233.75,,,,,,
212,234.87,,234.87,,,,,,
213,235.19,,235.19,,,,,,
214,236.08,,236.08,,,,,,
215,236.25,,236.25,,,,,,
216,237.82,,237.82,,,,,,
217,241.88,,241.88,,,,,,
218,242.04,,242.04,,,,,,
219,242.65,,242.65,,,,,,
220,244.3,,244.3,,,,,,
221,245.04,,245.04,,,,,,
222,245.31,,245.31,,,,,,
223,246.06,,246.06,,,,,,
224,246.63,,246.63,,,,,,
225,246.93,,246.93,,,,,,
226,247.21,,247.21,,,,,,
227,247.94,,247.94,,,,,,
228,248.43,,248.43,,,,,,
229,248.89,,248.89,,,,,,
230,249.38,,249.38,,,,,,
231,249.88,,249.88,,,,,,
232,251.23,,251.23,,,,,,
233,251.45,,251.45,,,,,,
234,252.05,,252.05,,,,,,
235,252.25,,252.25,,,,,,
236,252.83,,252.83,,,,,,
237,253.52,,253.52,,,,,,
238,254.02,,254.02,,,,,,
239,254.64,,254.64,,,,,,
240,254.99,,254.99,,,,,,
241,256.62,,256.62,,,,,,
242,256.87,,256.87,,,,,,
243,257.24,,257.24,,,,,,
244,257.61,,257.61,,,,,,
245,257.94,,257.94,,,,,,
246,258.94,,258.94,,,,,,
247,259.45,,259.45,,,,,,
248,259.82,,259.82,,,,,,
249,260.35,,260.35,,,,,,
250,261.37,,261.37,,,,,,
251,261.57,,261.57,,,,,,
252,261.85,,261.85,,,,,,
253,262.23,,262.23,,,,,,
254,262.63,,262.63,,,,,,
255,262.93,,262.93,,,,,,
256,263.26,,263.26,,,,,,
257,263.48,,263.48,,,,,,
258,263.88,,263.88,,,,,,
259,264.41,,264.41,,,,,,
260,264.96,,264.96,,,,,,
261,265.79,,265.79,,,,,,
262,266.15,,266.15,,,,,,
263,266.46,,266.46,,,,,,
264,267.04,,267.04,,,,,,
265,267.24,,267.24,,,,,,
266,267.89,,267.89,,,,,,
267,268.4,,268.4,,,,,,
268,268.68,,268.68,,,,,,
269,270.15,,270.15,,,,,,
270,270.52,,270.52,,,,,,
271,270.7,,270.7,,,,,,
272,270.96,,270.96,,,,,,
273,271.3,,271.3,,,,,,
274,271.46,,271.46,,,,,,
275,271.82,,271.82,,,,,,
276,272.28,,272.28,,,,,,
277,272.67,,272.67,,,,,,
278,273.11,,273.11,,,,,,
279,273.77,,273.77,,,,,,
280,274.16,,274.16,,,,,,
281,274.45,,274.45,,,,,,
282,274.73,,274.73,,,,,,
283,274.73,,,,274.73,,,,
284,313.95,,313.95,,,,,,
285,314.22,,314.22,,,,,,
286,314.56,,314.56,,,,,,
287,316.2,,316.2,,,,,,
288,316.76,,316.76,,,,,,
289,317.01,,317.01,,,,,,
290,317.33,,317.33,,,,,,
291,317.65,,317.65,,,,,,
292,318.08,,318.08,,,,,,
293,318.67,,318.67,,,,,,
294,319.25,,319.25,,,,,,
295,319.53,,319.53,,,,,,
296,321.04,,321.04,,,,,,
297,321.43,,321.43,,,,,,
298,321.64,,321.64,,,,,,
299,321.93,,321.93,,,,,,
300,322.18,,322.18,,,,,,
301,322.57,,322.57,,,,,,
302,322.91,,322.91,,,,,,
303,323.37,,323.37,,,,,,
304,323.87,,323.87,,,,,,
305,325.24,,325.24,,,,,,
306,325.89,,325.89,,,,,,
307,326.17,,326.17,,,,,,
308,326.41,,326.41,,,,,,
309,326.69,,326.69,,,,,,
310,327.03,,327.03,,,,,,
311,327.78,,327.78,,,,,,
312,329.91,,329.91,,,,,,
313,330.8,,330.8,,,,,,
314,331.04,,331.04,,,,,,
315,331.39,,331.39,,,,,,
316,331.99,,331.99,,,,,,
317,332.44,,332.44,,,,,,
318,333.1,,333.1,,,,,,
319,334.06,,334.06,,,,,,
320,334.29,,334.29,,,,,,
321,334.87,,334.87,,,,,,
322,335.09,,335.09,,,,,,
323,335.49,,335.49,,,,,,
324,335.73,,335.73,,,,,,
325,336.55,,336.55,,,,,,
326,337.66,,337.66,,,,,,
327,338.4,,338.4,,,,,,
328,338.64,,338.64,,,,,,
329,338.95,,338.95,,,,,,
330,339.68,,339.68,,,,,,
331,340.65,,340.65,,,,,,
332,341.43,,341.43,,,,,,
333,341.72,,341.72,,,,,,
334,342.03,,342.03,,,,,,
335,342.37,,342.37,,,,,,
336,344.31,,344.31,,,,,,
337,345.07,,345.07,,,,,,
338,345.36,,345.36,,,,,,
339,345.61,,345.61,,,,,,
340,345.95,,345.95,,,,,,
341,346.68,,346.68,,,,,,
342,347.22,,347.22,,,,,,
343,348.82,,348.82,,,,,,
344,349.26,,349.26,,,,,,
345,349.48,,349.48,,,,,,
346,349.81,,349.81,,,,,,
347,350.05,,350.05,,,,,,
348,350.41,,350.41,,,,,,
349,351.31,,351.31,,,,,,
350,351.7,,351.7,,,,,,
351,352.19,,352.19,,,,,,
352,353.07,,353.07,,,,,,
353,355.09,,355.09,,,,,,
354,357.07,,357.07,,,,,,
355,357.3,,357.3,,,,,,
356,357.61,,357.61,,,,,,
357,357.96,,357.96,,,,,,
358,358.56,,358.56,,,,,,
359,359.2,,359.2,,,,,,
360,359.9,,359.9,,,,,,
361,360.19,360.19,,,,,,,
362,360.35,360.35,,,,,,,
363,360.82,360.82,,,,,,,
364,362.0,362.0,,,,,,,
365,364.24,364.24,,,,,,,
366,364.53,364.53,,,,,,,
367,364.85,364.85,,,,,,,
368,365.3,365.3,,,,,,,
369,365.77,365.77,,,,,,,
370,366.15,366.15,,,,,,,
371,366.98,366.98,,,,,,,
372,367.76,367.76,,,,,,,
373,367.88,367.88,,,,,,,
374,368.19,368.19,,,,,,,
375,368.42,368.42,,,,,,,
376,368.71,368.71,,,,,,,
377,368.96,368.96,,,,,,,
378,369.16,369.16,,,,,,,
379,369.36,369.36,,,,,,,
380,369.49,369.49,,,,,,,
381,369.69,369.69,,,,,,,
382,370.03,370.03,,,,,,,
383,370.22,370.22,,,,,,,
384,370.43,370.43,,,,,,,
385,370.78,370.78,,,,,,,
386,371.41,371.41,,,,,,,
387,371.41,,,371.41,,,,,
388,379.61,379.61,,,,,,,
389,379.99,379.99,,,,,,,
390,380.49,380.49,,,,,,,
391,381.22,381.22,,,,,,,
392,381.44,381.44,,,,,,,
393,381.87,381.87,,,,,,,
394,382.08,382.08,,,,,,,
395,383.19,383.19,,,,,,,
396,383.43,383.43,,,,,,,
397,383.79,383.79,,,,,,,
398,384.07,384.07,,,,,,,
399,384.28,384.28,,,,,,,
400,384.49,384.49,,,,,,,
401,384.9,384.9,,,,,,,
402,385.4,385.4,,,,,,,
403,385.66,385.66,,,,,,,
404,386.13,386.13,,,,,,,
405,386.56,386.56,,,,,,,
406,387.54,387.54,,,,,,,
407,388.26,388.26,,,,,,,
408,388.53,388.53,,,,,,,
409,388.86,388.86,,,,,,,
410,389.11,389.11,,,,,,,
411,389.82,389.82,,,,,,,
412,390.5,390.5,,,,,,,
413,390.5,,,390.5,,,,,
414,396.64,396.64,,,,,,,
415,397.08,397.08,,,,,,,
416,397.42,397.42,,,,,,,
417,397.89,397.89,,,,,,,
418,398.45,398.45,,,,,,,
419,398.67,398.67,,,,,,,
420,398.99,398.99,,,,,,,
421,400.11,400.11,,,,,,,
422,400.35,400.35,,,,,,,
423,400.72,400.72,,,,,,,
424,400.95,400.95,,,,,,,
425,401.34,401.34,,,,,,,
426,401.85,401.85,,,,,,,
427,402.3,402.3,,,,,,,
428,402.87,402.87,,,,,,,
429,403.77,403.77,,,,,,,
430,403.98,403.98,,,,,,,
431,404.26,404.26,,,,,,,
432,404.56,404.56,,,,,,,
433,404.77,404.77,,,,,,,
434,405.07,405.07,,,,,,,
435,405.52,405.52,,,,,,,
436,406.21,406.21,,,,,,,
437,406.61,406.61,,,,,,,
438,407.86,407.86,,,,,,,
439,407.86,,,407.86,,,,,
