ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,2.87,2.87,,,,,,,
3,3.48,3.48,,,,,,,
4,3.83,3.83,,,,,,,
5,3.98,3.98,,,,,,,
6,4.3,4.3,,,,,,,
7,4.53,4.53,,,,,,,
8,4.85,4.85,,,,,,,
9,5.09,5.09,,,,,,,
10,5.36,5.36,,,,,,,
11,5.68,5.68,,,,,,,
12,6.11,6.11,,,,,,,
13,6.65,6.65,,,,,,,
14,6.95,6.95,,,,,,,
15,7.25,7.25,,,,,,,
16,8.04,8.04,,,,,,,
17,8.29,8.29,,,,,,,
18,8.76,8.76,,,,,,,
19,9.41,9.41,,,,,,,
20,9.79,9.79,,,,,,,
21,10.16,10.16,,,,,,,
22,10.49,10.49,,,,,,,
23,10.9,10.9,,,,,,,
24,11.38,11.38,,,,,,,
25,11.51,11.51,,,,,,,
26,12.11,12.11,,,,,,,
27,12.11,,,12.11,,,,,
28,21.14,21.14,,,,,,,
29,21.57,21.57,,,,,,,
30,21.73,21.73,,,,,,,
31,22.05,22.05,,,,,,,
32,22.23,22.23,,,,,,,
33,22.64,22.64,,,,,,,
34,22.85,22.85,,,,,,,
35,23.09,23.09,,,,,,,
36,23.31,23.31,,,,,,,
37,23.74,23.74,,,,,,,
38,23.97,23.97,,,,,,,
39,24.15,24.15,,,,,,,
40,24.43,24.43,,,,,,,
41,24.65,24.65,,,,,,,
42,24.9,24.9,,,,,,,
43,25.11,25.11,,,,,,,
44,25.35,25.35,,,,,,,
45,25.57,25.57,,,,,,,
46,25.95,25.95,,,,,,,
47,26.19,26.19,,,,,,,
48,26.4,26.4,,,,,,,
49,26.9,26.9,,,,,,,
50,27.24,27.24,,,,,,,
51,27.5,27.5,,,,,,,
52,27.86,27.86,,,,,,,
53,27.86,,,27.86,,,,,
54,33.53,33.53,,,,,,,
55,33.83,33.83,,,,,,,
56,34.08,34.08,,,,,,,
57,34.22,34.22,,,,,,,
58,34.43,34.43,,,,,,,
59,34.84,34.84,,,,,,,
60,35.27,35.27,,,,,,,
61,35.51,35.51,,,,,,,
62,35.8,35.8,,,,,,,
63,36.1,36.1,,,,,,,
64,36.39,36.39,,,,,,,
65,36.57,36.57,,,,,,,
66,36.82,36.82,,,,,,,
67,37.05,37.05,,,,,,,
68,37.26,37.26,,,,,,,
69,37.48,37.48,,,,,,,
70,37.79,37.79,,,,,,,
71,38.11,38.11,,,,,,,
72,38.49,38.49,,,,,,,
73,38.81,38.81,,,,,,,
74,39.13,39.13,,,,,,,
75,39.49,39.49,,,,,,,
76,39.79,39.79,,,,,,,
77,41.63,41.63,,,,,,,
78,42.33,42.33,,,,,,,
79,42.33,,,42.33,,,,,
80,48.41,48.41,,,,,,,
81,48.56,48.56,,,,,,,
82,48.69,48.69,,,,,,,
83,48.84,48.84,,,,,,,
84,49.06,49.06,,,,,,,
85,49.44,49.44,,,,,,,
86,49.66,49.66,,,,,,,
87,50.29,50.29,,,,,,,
88,50.64,50.64,,,,,,,
89,50.88,50.88,,,,,,,
90,51.33,51.33,,,,,,,
91,51.54,51.54,,,,,,,
92,51.8,51.8,,,,,,,
93,52.04,52.04,,,,,,,
94,52.27,52.27,,,,,,,
95,52.48,52.48,,,,,,,
96,52.71,52.71,,,,,,,
97,53.02,53.02,,,,,,,
98,53.3,53.3,,,,,,,
99,53.65,53.65,,,,,,,
100,54.0,54.0,,,,,,,
101,54.35,54.35,,,,,,,
102,54.65,54.65,,,,,,,
103,55.04,55.04,,,,,,,
104,56.03,56.03,,,,,,,
105,56.03,,,56.03,,,,,
106,63.93,63.93,,,,,,,
107,64.05,64.05,,,,,,,
108,64.21,64.21,,,,,,,
109,64.43,64.43,,,,,,,
110,64.6,64.6,,,,,,,
111,65.06,65.06,,,,,,,
112,65.25,65.25,,,,,,,
113,65.49,65.49,,,,,,,
114,66.03,66.03,,,,,,,
115,66.31,66.31,,,,,,,
116,66.54,66.54,,,,,,,
117,66.8,66.8,,,,,,,
118,67.12,67.12,,,,,,,
119,67.3,67.3,,,,,,,
120,67.59,67.59,,,,,,,
121,67.83,67.83,,,,,,,
122,68.01,68.01,,,,,,,
123,68.46,68.46,,,,,,,
124,68.9,68.9,,,,,,,
125,69.55,69.55,,,,,,,
126,70.1,70.1,,,,,,,
127,70.66,70.66,,,,,,,
128,71.0,71.0,,,,,,,
129,71.39,71.39,,,,,,,
130,71.67,71.67,,,,,,,
131,71.67,,,71.67,,,,,
132,79.59,79.59,,,,,,,
133,79.77,79.77,,,,,,,
134,79.98,79.98,,,,,,,
135,80.18,80.18,,,,,,,
136,80.38,80.38,,,,,,,
137,80.6,80.6,,,,,,,
138,81.06,81.06,,,,,,,
139,81.59,81.59,,,,,,,
140,81.84,81.84,,,,,,,
141,82.1,82.1,,,,,,,
142,82.52,82.52,,,,,,,
143,82.68,82.68,,,,,,,
144,83.0,83.0,,,,,,,
145,83.2,83.2,,,,,,,
146,83.48,83.48,,,,,,,
147,83.66,83.66,,,,,,,
148,83.97,83.97,,,,,,,
149,84.17,84.17,,,,,,,
150,84.51,84.51,,,,,,,
151,84.87,84.87,,,,,,,
152,85.15,85.15,,,,,,,
153,85.5,85.5,,,,,,,
154,85.8,85.8,,,,,,,
155,86.62,86.62,,,,,,,
156,87.23,87.23,,,,,,,
157,87.23,,,87.23,,,,,
158,93.29,93.29,,,,,,,
159,93.45,93.45,,,,,,,
160,93.65,93.65,,,,,,,
161,93.9,93.9,,,,,,,
162,94.09,94.09,,,,,,,
163,94.54,94.54,,,,,,,
164,94.9,94.9,,,,,,,
165,95.18,95.18,,,,,,,
166,95.39,95.39,,,,,,,
167,95.83,95.83,,,,,,,
168,96.01,96.01,,,,,,,
169,96.33,96.33,,,,,,,
170,96.56,96.56,,,,,,,
171,96.77,96.77,,,,,,,
172,96.96,96.96,,,,,,,
173,97.19,97.19,,,,,,,
174,97.42,97.42,,,,,,,
175,97.67,97.67,,,,,,,
176,98.07,98.07,,,,,,,
177,98.63,98.63,,,,,,,
178,99.02,99.02,,,,,,,
179,99.36,99.36,,,,,,,
180,99.79,99.79,,,,,,,
181,100.19,100.19,,,,,,,
182,100.85,100.85,,,,,,,
183,100.85,,,100.85,,,,,
184,107.68,107.68,,,,,,,
185,107.86,107.86,,,,,,,
186,108.23,108.23,,,,,,,
187,108.42,108.42,,,,,,,
188,108.85,108.85,,,,,,,
189,109.41,109.41,,,,,,,
190,109.78,109.78,,,,,,,
191,110.05,110.05,,,,,,,
192,110.35,110.35,,,,,,,
193,110.53,110.53,,,,,,,
194,110.89,110.89,,,,,,,
195,111.13,111.13,,,,,,,
196,111.34,111.34,,,,,,,
197,111.54,111.54,,,,,,,
198,111.76,111.76,,,,,,,
199,112.07,112.07,,,,,,,
200,112.34,112.34,,,,,,,
201,112.65,112.65,,,,,,,
202,112.97,112.97,,,,,,,
203,113.27,113.27,,,,,,,
204,113.8,113.8,,,,,,,
205,114.56,114.56,,,,,,,
206,115.21,115.21,,,,,,,
207,115.83,115.83,,,,,,,
208,116.2,116.2,,,,,,,
209,116.2,,,116.2,,,,,
210,124.74,124.74,,,,,,,
211,125.7,125.7,,,,,,,
212,126.14,126.14,,,,,,,
213,126.28,126.28,,,,,,,
