ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,1.36,1.36,,,,,,,
3,1.66,1.66,,,,,,,
4,1.91,1.91,,,,,,,
5,2.09,2.09,,,,,,,
6,2.55,2.55,,,,,,,
7,2.89,2.89,,,,,,,
8,3.12,3.12,,,,,,,
9,3.34,3.34,,,,,,,
10,3.67,3.67,,,,,,,
11,3.85,3.85,,,,,,,
12,4.1,4.1,,,,,,,
13,4.41,4.41,,,,,,,
14,4.65,4.65,,,,,,,
15,5.02,5.02,,,,,,,
16,5.31,5.31,,,,,,,
17,6.13,6.13,,,,,,,
18,6.38,6.38,,,,,,,
19,6.7,6.7,,,,,,,
20,6.98,6.98,,,,,,,
21,7.25,7.25,,,,,,,
22,7.51,7.51,,,,,,,
23,7.81,7.81,,,,,,,
24,8.11,8.11,,,,,,,
25,8.39,8.39,,,,,,,
26,8.7,8.7,,,,,,,
27,8.7,,,8.7,,,,,
28,18.69,18.69,,,,,,,
29,18.81,18.81,,,,,,,
30,19.06,19.06,,,,,,,
31,19.21,19.21,,,,,,,
32,19.67,19.67,,,,,,,
33,19.89,19.89,,,,,,,
34,20.2,20.2,,,,,,,
35,21.0,21.0,,,,,,,
36,21.23,21.23,,,,,,,
37,21.42,21.42,,,,,,,
38,21.62,21.62,,,,,,,
39,21.87,21.87,,,,,,,
40,22.22,22.22,,,,,,,
41,22.45,22.45,,,,,,,
42,22.65,22.65,,,,,,,
43,22.85,22.85,,,,,,,
44,23.24,23.24,,,,,,,
45,23.53,23.53,,,,,,,
46,23.76,23.76,,,,,,,
47,24.06,24.06,,,,,,,
48,24.28,24.28,,,,,,,
49,24.67,24.67,,,,,,,
50,24.98,24.98,,,,,,,
51,25.27,25.27,,,,,,,
52,25.49,25.49,,,,,,,
53,25.49,,,25.49,,,,,
54,33.0,33.0,,,,,,,
55,33.17,33.17,,,,,,,
56,33.35,33.35,,,,,,,
57,33.76,33.76,,,,,,,
58,33.95,33.95,,,,,,,
59,34.17,34.17,,,,,,,
60,34.44,34.44,,,,,,,
61,34.98,34.98,,,,,,,
62,35.28,35.28,,,,,,,
63,35.45,35.45,,,,,,,
64,35.78,35.78,,,,,,,
65,36.0,36.0,,,,,,,
66,36.26,36.26,,,,,,,
67,36.5,36.5,,,,,,,
68,36.71,36.71,,,,,,,
69,36.97,36.97,,,,,,,
70,37.28,37.28,,,,,,,
71,37.64,37.64,,,,,,,
72,37.89,37.89,,,,,,,
73,38.13,38.13,,,,,,,
74,38.36,38.36,,,,,,,
75,38.86,38.86,,,,,,,
76,39.18,39.18,,,,,,,
77,39.65,39.65,,,,,,,
78,40.28,40.28,,,,,,,
79,40.28,,,40.28,,,,,
80,48.74,48.74,,,,,,,
81,49.09,49.09,,,,,,,
82,49.32,49.32,,,,,,,
83,49.5,49.5,,,,,,,
84,49.79,49.79,,,,,,,
85,50.18,50.18,,,,,,,
86,50.39,50.39,,,,,,,
87,50.7,50.7,,,,,,,
88,50.92,50.92,,,,,,,
89,51.24,51.24,,,,,,,
90,51.53,51.53,,,,,,,
91,51.71,51.71,,,,,,,
92,52.12,52.12,,,,,,,
93,52.42,52.42,,,,,,,
94,52.79,52.79,,,,,,,
95,53.04,53.04,,,,,,,
96,53.29,53.29,,,,,,,
97,53.56,53.56,,,,,,,
98,53.81,53.81,,,,,,,
99,54.48,54.48,,,,,,,
100,54.84,54.84,,,,,,,
101,55.13,55.13,,,,,,,
102,55.43,55.43,,,,,,,
103,55.86,55.86,,,,,,,
104,57.05,57.05,,,,,,,
105,57.05,,,57.05,,,,,
106,66.23,66.23,,,,,,,
107,66.41,66.41,,,,,,,
108,66.62,66.62,,,,,,,
109,66.9,66.9,,,,,,,
110,67.17,67.17,,,,,,,
111,67.6,67.6,,,,,,,
112,67.92,67.92,,,,,,,
113,68.13,68.13,,,,,,,
114,68.46,68.46,,,,,,,
115,68.66,68.66,,,,,,,
116,68.85,68.85,,,,,,,
117,69.05,69.05,,,,,,,
118,69.29,69.29,,,,,,,
119,69.53,69.53,,,,,,,
120,69.83,69.83,,,,,,,
121,70.1,70.1,,,,,,,
122,70.42,70.42,,,,,,,
123,70.72,70.72,,,,,,,
124,71.8,71.8,,,,,,,
125,72.15,72.15,,,,,,,
126,72.41,72.41,,,,,,,
127,72.62,72.62,,,,,,,
128,72.93,72.93,,,,,,,
129,73.22,73.22,,,,,,,
130,73.41,73.41,,,,,,,
131,73.41,,,73.41,,,,,
132,79.62,79.62,,,,,,,
133,79.84,79.84,,,,,,,
134,80.05,80.05,,,,,,,
135,80.45,80.45,,,,,,,
136,81.02,81.02,,,,,,,
137,81.27,81.27,,,,,,,
138,81.45,81.45,,,,,,,
139,81.8,81.8,,,,,,,
140,82.0,82.0,,,,,,,
141,82.36,82.36,,,,,,,
142,82.6,82.6,,,,,,,
143,82.84,82.84,,,,,,,
144,83.12,83.12,,,,,,,
145,83.73,83.73,,,,,,,
146,84.06,84.06,,,,,,,
147,84.44,84.44,,,,,,,
148,84.94,84.94,,,,,,,
149,85.39,85.39,,,,,,,
150,85.72,85.72,,,,,,,
151,86.04,86.04,,,,,,,
152,86.44,86.44,,,,,,,
153,86.74,86.74,,,,,,,
154,87.08,87.08,,,,,,,
155,87.26,87.26,,,,,,,
156,87.55,87.55,,,,,,,
157,87.55,,,87.55,,,,,
158,94.48,94.48,,,,,,,
159,94.72,94.72,,,,,,,
