ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,13.9,13.9,,,,,,,
3,15.02,15.02,,,,,,,
4,15.32,15.32,,,,,,,
5,16.31,16.31,,,,,,,
6,16.69,16.69,,,,,,,
7,17.06,17.06,,,,,,,
8,17.47,17.47,,,,,,,
9,18.08,18.08,,,,,,,
10,18.36,18.36,,,,,,,
11,18.91,18.91,,,,,,,
12,19.65,19.65,,,,,,,
13,19.96,19.96,,,,,,,
14,20.14,20.14,,,,,,,
15,20.34,20.34,,,,,,,
16,20.76,20.76,,,,,,,
17,21.38,21.38,,,,,,,
18,22.01,22.01,,,,,,,
19,22.38,22.38,,,,,,,
20,23.12,23.12,,,,,,,
21,23.59,23.59,,,,,,,
22,24.07,24.07,,,,,,,
23,24.43,24.43,,,,,,,
24,24.88,24.88,,,,,,,
25,25.34,25.34,,,,,,,
26,25.79,25.79,,,,,,,
27,25.79,,,25.79,,,,,
28,29.21,29.21,,,,,,,
29,29.8,29.8,,,,,,,
30,30.32,30.32,,,,,,,
31,30.65,30.65,,,,,,,
32,30.97,30.97,,,,,,,
33,31.19,31.19,,,,,,,
34,31.47,31.47,,,,,,,
35,31.58,31.58,,,,,,,
36,32.08,32.08,,,,,,,
37,32.48,32.48,,,,,,,
38,32.99,32.99,,,,,,,
39,33.32,33.32,,,,,,,
40,33.61,33.61,,,,,,,
41,34.18,34.18,,,,,,,
42,34.63,34.63,,,,,,,
43,35.04,35.04,,,,,,,
44,35.53,35.53,,,,,,,
45,36.29,36.29,,,,,,,
46,36.65,36.65,,,,,,,
47,37.01,37.01,,,,,,,
48,37.23,37.23,,,,,,,
49,37.81,37.81,,,,,,,
50,38.66,38.66,,,,,,,
51,38.93,38.93,,,,,,,
52,39.43,39.43,,,,,,,
53,39.43,,,39.43,,,,,
54,42.55,42.55,,,,,,,
55,42.9,42.9,,,,,,,
56,43.47,43.47,,,,,,,
57,43.63,43.63,,,,,,,
58,43.94,43.94,,,,,,,
59,44.13,44.13,,,,,,,
60,44.47,44.47,,,,,,,
61,44.65,44.65,,,,,,,
62,45.0,45.0,,,,,,,
63,45.12,45.12,,,,,,,
64,45.63,45.63,,,,,,,
65,46.61,46.61,,,,,,,
66,47.63,47.63,,,,,,,
67,48.28,48.28,,,,,,,
68,48.45,48.45,,,,,,,
69,48.85,48.85,,,,,,,
70,49.71,49.71,,,,,,,
71,51.27,51.27,,,,,,,
72,52.88,52.88,,,,,,,
73,55.85,55.85,,,,,,,
74,56.44,56.44,,,,,,,
75,56.58,56.58,,,,,,,
76,57.25,57.25,,,,,,,
77,58.87,58.87,,,,,,,
78,59.84,59.84,,,,,,,
79,59.84,,,59.84,,,,,
80,77.17,77.17,,,,,,,
81,78.78,78.78,,,,,,,
82,80.06,80.06,,,,,,,
83,80.81,80.81,,,,,,,
84,81.38,81.38,,,,,,,
85,82.32,82.32,,,,,,,
86,82.71,82.71,,,,,,,
87,82.98,82.98,,,,,,,
88,83.29,83.29,,,,,,,
89,83.64,83.64,,,,,,,
90,84.09,84.09,,,,,,,
