ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,16.92,16.92,,,,,,,
3,18.44,18.44,,,,,,,
4,19.07,19.07,,,,,,,
5,19.72,19.72,,,,,,,
6,20.91,20.91,,,,,,,
7,23.08,23.08,,,,,,,
8,23.75,23.75,,,,,,,
9,24.11,24.11,,,,,,,
10,24.38,24.38,,,,,,,
11,24.83,24.83,,,,,,,
12,26.44,26.44,,,,,,,
13,26.95,26.95,,,,,,,
14,27.46,27.46,,,,,,,
15,27.73,27.73,,,,,,,
16,28.28,28.28,,,,,,,
17,28.62,28.62,,,,,,,
18,29.83,29.83,,,,,,,
19,30.06,30.06,,,,,,,
20,30.79,30.79,,,,,,,
21,30.97,30.97,,,,,,,
22,31.46,31.46,,,,,,,
23,31.92,31.92,,,,,,,
24,33.33,33.33,,,,,,,
25,33.92,33.92,,,,,,,
26,34.23,34.23,,,,,,,
27,34.23,,,34.23,,,,,
28,41.22,41.22,,,,,,,
29,41.51,41.51,,,,,,,
30,41.74,41.74,,,,,,,
31,43.38,43.38,,,,,,,
32,43.72,43.72,,,,,,,
33,43.97,43.97,,,,,,,
34,44.18,44.18,,,,,,,
35,44.57,44.57,,,,,,,
36,44.96,44.96,,,,,,,
37,45.42,45.42,,,,,,,
38,46.59,46.59,,,,,,,
39,47.1,47.1,,,,,,,
40,47.68,47.68,,,,,,,
41,48.11,48.11,,,,,,,
42,48.57,48.57,,,,,,,
43,48.88,48.88,,,,,,,
44,49.42,49.42,,,,,,,
45,49.74,49.74,,,,,,,
46,50.1,50.1,,,,,,,
47,50.61,50.61,,,,,,,
48,50.8,50.8,,,,,,,
49,51.78,51.78,,,,,,,
50,52.37,52.37,,,,,,,
51,52.71,52.71,,,,,,,
52,52.94,52.94,,,,,,,
53,52.94,,,52.94,,,,,
54,59.4,59.4,,,,,,,
55,61.16,61.16,,,,,,,
56,61.8,61.8,,,,,,,
57,62.1,62.1,,,,,,,
58,62.8,62.8,,,,,,,
59,63.41,63.41,,,,,,,
60,64.07,64.07,,,,,,,
61,64.74,64.74,,,,,,,
62,66.78,66.78,,,,,,,
63,66.95,66.95,,,,,,,
64,67.72,67.72,,,,,,,
65,67.95,67.95,,,,,,,
66,68.23,68.23,,,,,,,
67,68.41,68.41,,,,,,,
68,69.48,69.48,,,,,,,
69,69.69,69.69,,,,,,,
70,69.92,69.92,,,,,,,
71,70.18,70.18,,,,,,,
72,70.56,70.56,,,,,,,
73,70.74,70.74,,,,,,,
74,70.9,70.9,,,,,,,
75,71.27,71.27,,,,,,,
76,71.64,71.64,,,,,,,
77,72.02,72.02,,,,,,,
78,72.52,72.52,,,,,,,
79,72.52,,,72.52,,,,,
80,104.12,104.12,,,,,,,
81,104.45,104.45,,,,,,,
82,105.4,105.4,,,,,,,
83,105.68,105.68,,,,,,,
84,106.0,106.0,,,,,,,
85,106.49,106.49,,,,,,,
86,108.54,108.54,,,,,,,
87,109.29,109.29,,,,,,,
88,109.65,109.65,,,,,,,
89,110.16,110.16,,,,,,,
90,110.6,110.6,,,,,,,
91,110.94,110.94,,,,,,,
92,112.99,112.99,,,,,,,
93,113.84,113.84,,,,,,,
94,114.18,114.18,,,,,,,
95,114.44,114.44,,,,,,,
96,114.82,114.82,,,,,,,
97,115.33,115.33,,,,,,,
98,115.67,115.67,,,,,,,
99,116.05,116.05,,,,,,,
100,116.65,116.65,,,,,,,
101,117.79,117.79,,,,,,,
102,119.06,119.06,,,,,,,
103,120.45,120.45,,,,,,,
104,120.65,120.65,,,,,,,
105,120.65,,,120.65,,,,,
106,126.54,126.54,,,,,,,
107,126.91,126.91,,,,,,,
108,127.14,127.14,,,,,,,
109,127.46,127.46,,,,,,,
110,127.77,127.77,,,,,,,
111,128.08,128.08,,,,,,,
112,128.41,128.41,,,,,,,
113,128.74,128.74,,,,,,,
114,129.29,129.29,,,,,,,
115,129.71,129.71,,,,,,,
116,131.07,131.07,,,,,,,
117,132.46,132.46,,,,,,,
118,132.93,132.93,,,,,,,
119,133.47,133.47,,,,,,,
120,133.65,133.65,,,,,,,
121,134.76,134.76,,,,,,,
122,135.06,135.06,,,,,,,
123,135.42,135.42,,,,,,,
124,135.98,135.98,,,,,,,
125,136.74,136.74,,,,,,,
126,138.62,138.62,,,,,,,
127,139.3,139.3,,,,,,,
128,139.55,139.55,,,,,,,
129,139.81,139.81,,,,,,,
130,140.23,140.23,,,,,,,
131,140.23,,,140.23,,,,,
132,145.61,145.61,,,,,,,
133,145.94,145.94,,,,,,,
134,146.37,146.37,,,,,,,
135,146.92,146.92,,,,,,,
136,147.19,147.19,,,,,,,
137,147.55,147.55,,,,,,,
138,148.13,148.13,,,,,,,
139,149.03,149.03,,,,,,,
140,149.18,149.18,,,,,,,
141,149.58,149.58,,,,,,,
142,151.68,151.68,,,,,,,
143,152.07,152.07,,,,,,,
144,152.71,152.71,,,,,,,
145,153.06,153.06,,,,,,,
146,153.32,153.32,,,,,,,
147,154.04,154.04,,,,,,,
148,154.29,154.29,,,,,,,
149,154.54,154.54,,,,,,,
150,155.0,155.0,,,,,,,
151,156.26,156.26,,,,,,,
152,156.49,156.49,,,,,,,
153,157.03,157.03,,,,,,,
154,157.31,157.31,,,,,,,
155,157.52,157.52,,,,,,,
156,157.91,157.91,,,,,,,
157,157.91,,,157.91,,,,,
158,163.99,163.99,,,,,,,
159,164.35,164.35,,,,,,,
160,164.75,164.75,,,,,,,
161,165.12,165.12,,,,,,,
162,165.31,165.31,,,,,,,
163,165.76,165.76,,,,,,,
164,166.19,166.19,,,,,,,
165,166.6,166.6,,,,,,,
166,167.64,167.64,,,,,,,
167,167.98,167.98,,,,,,,
168,168.41,168.41,,,,,,,
169,169.93,169.93,,,,,,,
170,170.16,170.16,,,,,,,
171,171.68,171.68,,,,,,,
172,171.91,171.91,,,,,,,
173,172.28,172.28,,,,,,,
174,172.78,172.78,,,,,,,
175,173.24,173.24,,,,,,,
176,173.71,173.71,,,,,,,
177,174.46,174.46,,,,,,,
178,175.1,175.1,,,,,,,
179,175.42,175.42,,,,,,,
180,175.85,175.85,,,,,,,
181,176.46,176.46,,,,,,,
182,177.09,177.09,,,,,,,
183,177.09,,,177.09,,,,,
184,180.09,,180.09,,,,,,
185,182.62,,182.62,,,,,,
186,182.93,,182.93,,,,,,
187,184.43,,184.43,,,,,,
188,185.47,,185.47,,,,,,
189,185.64,,185.64,,,,,,
190,186.13,,186.13,,,,,,
191,186.45,,186.45,,,,,,
192,186.69,,186.69,,,,,,
193,187.17,,187.17,,,,,,
194,188.45,,188.45,,,,,,
195,188.94,,188.94,,,,,,
196,189.87,,189.87,,,,,,
197,190.09,,190.09,,,,,,
198,190.37,,190.37,,,,,,
199,190.65,,190.65,,,,,,
200,192.02,,192.02,,,,,,
201,192.23,,192.23,,,,,,
202,192.58,,192.58,,,,,,
203,192.89,,192.89,,,,,,
204,193.42,,193.42,,,,,,
205,193.83,,193.83,,,,,,
206,194.84,,194.84,,,,,,
207,196.19,,196.19,,,,,,
208,196.39,,196.39,,,,,,
209,197.09,,197.09,,,,,,
210,197.26,,197.26,,,,,,
211,197.56,,197.56,,,,,,
212,197.93,,197.93,,,,,,
213,198.31,,198.31,,,,,,
214,198.73,,198.73,,,,,,
215,199.09,,199.09,,,,,,
216,199.59,,199.59,,,,,,
217,200.18,,200.18,,,,,,
218,200.7,,200.7,,,,,,
219,201.54,,201.54,,,,,,
220,201.79,,201.79,,,,,,
221,202.4,,202.4,,,,,,
222,202.69,,202.69,,,,,,
223,203.25,,203.25,,,,,,
224,204.06,,204.06,,,,,,
225,204.74,,204.74,,,,,,
226,205.28,,205.28,,,,,,
227,205.62,,205.62,,,,,,
228,205.94,,205.94,,,,,,
229,206.39,,206.39,,,,,,
230,206.71,,206.71,,,,,,
231,207.28,,207.28,,,,,,
232,208.28,,208.28,,,,,,
233,208.54,,208.54,,,,,,
234,209.38,,209.38,,,,,,
235,209.8,,209.8,,,,,,
236,210.11,,210.11,,,,,,
237,210.4,,210.4,,,,,,
238,210.68,,210.68,,,,,,
239,210.92,,210.92,,,,,,
240,211.07,,211.07,,,,,,
241,211.32,,211.32,,,,,,
242,211.84,,211.84,,,,,,
243,213.74,,213.74,,,,,,
244,214.96,,214.96,,,,,,
245,215.19,,215.19,,,,,,
246,215.52,,215.52,,,,,,
247,215.89,,215.89,,,,,,
248,216.53,,216.53,,,,,,
249,216.84,,216.84,,,,,,
250,217.42,,217.42,,,,,,
251,217.74,,217.74,,,,,,
252,218.18,,218.18,,,,,,
253,218.69,,218.69,,,,,,
254,219.32,,219.32,,,,,,
255,219.98,,219.98,,,,,,
256,220.38,,220.38,,,,,,
257,220.9,,220.9,,,,,,
258,221.09,,221.09,,,,,,
259,221.32,,221.32,,,,,,
260,221.51,,221.51,,,,,,
261,221.68,,221.68,,,,,,
262,222.08,,222.08,,,,,,
263,222.58,,222.58,,,,,,
264,224.36,,224.36,,,,,,
265,224.64,,224.64,,,,,,
266,224.93,,224.93,,,,,,
267,225.64,,225.64,,,,,,
268,226.05,,226.05,,,,,,
269,226.91,,226.91,,,,,,
270,227.26,,227.26,,,,,,
271,228.29,,228.29,,,,,,
272,229.49,,229.49,,,,,,
273,229.8,,229.8,,,,,,
274,230.17,,230.17,,,,,,
275,230.61,,230.61,,,,,,
276,231.35,,231.35,,,,,,
277,231.77,,231.77,,,,,,
278,232.41,,232.41,,,,,,
279,233.88,,233.88,,,,,,
280,234.22,,234.22,,,,,,
281,234.46,,234.46,,,,,,
282,234.99,,234.99,,,,,,
283,235.36,,235.36,,,,,,
284,235.72,,235.72,,,,,,
285,235.72,,,,235.72,,,,
286,247.99,,247.99,,,,,,
287,248.27,,248.27,,,,,,
288,248.67,,248.67,,,,,,
289,248.87,,248.87,,,,,,
290,249.26,,249.26,,,,,,
291,249.65,,249.65,,,,,,
292,250.44,,250.44,,,,,,
293,250.92,,250.92,,,,,,
294,251.44,,251.44,,,,,,
295,252.16,,252.16,,,,,,
296,252.31,,252.31,,,,,,
297,252.58,,252.58,,,,,,
298,252.92,,252.92,,,,,,
299,253.83,,253.83,,,,,,
300,254.59,,254.59,,,,,,
301,256.52,,256.52,,,,,,
302,256.71,,256.71,,,,,,
303,257.33,,257.33,,,,,,
304,257.66,,257.66,,,,,,
305,258.09,,258.09,,,,,,
306,258.56,,258.56,,,,,,
307,259.58,,259.58,,,,,,
308,260.29,,260.29,,,,,,
309,260.62,,260.62,,,,,,
310,260.94,,260.94,,,,,,
311,261.32,,261.32,,,,,,
312,261.63,,261.63,,,,,,
313,262.04,,262.04,,,,,,
314,262.69,,262.69,,,,,,
315,264.7,,264.7,,,,,,
316,264.91,,264.91,,,,,,
317,265.23,,265.23,,,,,,
318,265.48,,265.48,,,,,,
319,265.76,,265.76,,,,,,
320,266.15,,266.15,,,,,,
321,266.54,,266.54,,,,,,
322,266.93,,266.93,,,,,,
323,267.32,,267.32,,,,,,
324,267.66,,267.66,,,,,,
325,268.01,,268.01,,,,,,
326,268.49,,268.49,,,,,,
327,268.8,,268.8,,,,,,
328,270.67,,270.67,,,,,,
329,270.93,,270.93,,,,,,
330,272.48,,272.48,,,,,,
331,272.73,,272.73,,,,,,
332,273.09,,273.09,,,,,,
333,273.49,,273.49,,,,,,
334,274.05,,274.05,,,,,,
335,274.3,,274.3,,,,,,
336,274.65,,274.65,,,,,,
337,275.04,,275.04,,,,,,
338,275.46,,275.46,,,,,,
339,276.04,,276.04,,,,,,
340,276.31,,276.31,,,,,,
341,277.85,,277.85,,,,,,
342,278.39,,278.39,,,,,,
343,278.89,,278.89,,,,,,
344,279.62,,279.62,,,,,,
345,280.29,,280.29,,,,,,
346,280.62,,280.62,,,,,,
347,280.79,,280.79,,,,,,
348,281.5,,281.5,,,,,,
349,284.45,,284.45,,,,,,
350,284.59,,284.59,,,,,,
351,284.89,,284.89,,,,,,
352,285.34,,285.34,,,,,,
353,285.66,,285.66,,,,,,
354,285.91,,285.91,,,,,,
355,286.23,,286.23,,,,,,
356,286.59,,286.59,,,,,,
357,287.69,,287.69,,,,,,
358,288.98,,288.98,,,,,,
359,289.26,,289.26,,,,,,
360,289.62,,289.62,,,,,,
361,290.19,,290.19,,,,,,
362,290.74,,290.74,,,,,,
363,291.23,,291.23,,,,,,
364,291.9,,291.9,,,,,,
365,292.03,,292.03,,,,,,
366,292.74,,292.74,,,,,,
367,292.97,,292.97,,,,,,
368,293.22,,293.22,,,,,,
369,293.67,,293.67,,,,,,
370,293.96,,293.96,,,,,,
371,294.35,,294.35,,,,,,
372,294.68,,294.68,,,,,,
373,295.11,,295.11,,,,,,
374,296.1,,296.1,,,,,,
375,296.25,,296.25,,,,,,
376,297.25,,297.25,,,,,,
377,297.43,,297.43,,,,,,
378,298.09,,298.09,,,,,,
379,298.35,,298.35,,,,,,
380,298.63,,298.63,,,,,,
381,299.46,,299.46,,,,,,
382,299.79,,299.79,,,,,,
383,300.3,,300.3,,,,,,
384,301.03,,301.03,,,,,,
385,301.66,,301.66,,,,,,
386,301.66,,,,301.66,,,,
387,312.91,,312.91,,,,,,
388,313.28,,313.28,,,,,,
389,313.52,,313.52,,,,,,
390,313.78,,313.78,,,,,,
391,314.32,,314.32,,,,,,
392,314.69,,314.69,,,,,,
393,314.94,,314.94,,,,,,
394,315.73,,315.73,,,,,,
395,315.9,,315.9,,,,,,
396,316.3,,316.3,,,,,,
397,317.71,,317.71,,,,,,
398,318.57,,318.57,,,,,,
399,318.89,,318.89,,,,,,
400,319.3,,319.3,,,,,,
401,320.46,,320.46,,,,,,
402,321.28,,321.28,,,,,,
403,321.46,,321.46,,,,,,
404,321.82,,321.82,,,,,,
405,322.25,,322.25,,,,,,
406,322.76,,322.76,,,,,,
407,323.23,,323.23,,,,,,
408,323.39,,323.39,,,,,,
409,323.76,,323.76,,,,,,
410,325.15,,325.15,,,,,,
411,325.44,,325.44,,,,,,
412,325.68,,325.68,,,,,,
413,327.33,,327.33,,,,,,
414,328.13,,328.13,,,,,,
415,328.53,,328.53,,,,,,
416,328.9,,328.9,,,,,,
417,329.37,,329.37,,,,,,
418,330.59,,330.59,,,,,,
419,330.85,,330.85,,,,,,
420,332.35,,332.35,,,,,,
421,360.19,360.19,,,,,,,
422,363.73,363.73,,,,,,,
423,363.96,363.96,,,,,,,
424,364.82,364.82,,,,,,,
425,365.24,365.24,,,,,,,
426,365.96,365.96,,,,,,,
427,366.37,366.37,,,,,,,
428,366.66,366.66,,,,,,,
429,367.47,367.47,,,,,,,
430,367.92,367.92,,,,,,,
431,368.24,368.24,,,,,,,
432,368.52,368.52,,,,,,,
433,368.83,368.83,,,,,,,
434,369.33,369.33,,,,,,,
435,370.12,370.12,,,,,,,
436,370.5,370.5,,,,,,,
437,371.2,371.2,,,,,,,
438,371.53,371.53,,,,,,,
439,371.82,371.82,,,,,,,
440,372.21,372.21,,,,,,,
441,372.49,372.49,,,,,,,
442,373.62,373.62,,,,,,,
443,375.13,375.13,,,,,,,
444,375.67,375.67,,,,,,,
445,375.91,375.91,,,,,,,
446,376.28,376.28,,,,,,,
447,376.28,,,376.28,,,,,
448,381.38,381.38,,,,,,,
449,381.72,381.72,,,,,,,
450,382.41,382.41,,,,,,,
451,382.8,382.8,,,,,,,
452,383.31,383.31,,,,,,,
453,383.95,383.95,,,,,,,
454,384.25,384.25,,,,,,,
455,384.5,384.5,,,,,,,
456,386.21,386.21,,,,,,,
457,386.42,386.42,,,,,,,
458,387.03,387.03,,,,,,,
459,387.24,387.24,,,,,,,
460,388.16,388.16,,,,,,,
461,388.99,388.99,,,,,,,
462,389.33,389.33,,,,,,,
463,390.06,390.06,,,,,,,
464,390.45,390.45,,,,,,,
465,390.89,390.89,,,,,,,
466,391.55,391.55,,,,,,,
467,393.77,393.77,,,,,,,
468,393.98,393.98,,,,,,,
469,394.55,394.55,,,,,,,
470,394.86,394.86,,,,,,,
471,395.34,395.34,,,,,,,
472,396.02,396.02,,,,,,,
473,396.02,,,396.02,,,,,
474,401.29,401.29,,,,,,,
475,401.86,401.86,,,,,,,
476,402.07,402.07,,,,,,,
477,402.42,402.42,,,,,,,
478,402.85,402.85,,,,,,,
479,403.32,403.32,,,,,,,
480,403.69,403.69,,,,,,,
481,404.18,404.18,,,,,,,
482,404.77,404.77,,,,,,,
483,405.66,405.66,,,,,,,
484,405.99,405.99,,,,,,,
485,406.37,406.37,,,,,,,
486,407.43,407.43,,,,,,,
487,407.54,407.54,,,,,,,
488,408.08,408.08,,,,,,,
489,408.28,408.28,,,,,,,
490,408.68,408.68,,,,,,,
491,408.94,408.94,,,,,,,
492,409.51,409.51,,,,,,,
493,410.14,410.14,,,,,,,
494,411.14,411.14,,,,,,,
495,411.77,411.77,,,,,,,
496,412.01,412.01,,,,,,,
497,412.69,412.69,,,,,,,
498,413.21,413.21,,,,,,,
499,413.21,,,413.21,,,,,
