ycol,frmain,frr25,frr100,pellets25,pellets100,toi25,toi100,tor25,tor100
1,0.0,0.0,,,,,,,
2,4.13,4.13,,,,,,,
3,4.89,4.89,,,,,,,
4,5.49,5.49,,,,,,,
5,5.81,5.81,,,,,,,
6,6.17,6.17,,,,,,,
7,6.39,6.39,,,,,,,
8,7.07,7.07,,,,,,,
9,7.35,7.35,,,,,,,
10,7.97,7.97,,,,,,,
11,8.23,8.23,,,,,,,
12,8.45,8.45,,,,,,,
13,8.62,8.62,,,,,,,
14,8.87,8.87,,,,,,,
15,10.13,10.13,,,,,,,
16,10.38,10.38,,,,,,,
17,10.65,10.65,,,,,,,
18,11.14,11.14,,,,,,,
19,11.52,11.52,,,,,,,
20,11.68,11.68,,,,,,,
21,11.86,11.86,,,,,,,
22,12.0,12.0,,,,,,,
23,12.17,12.17,,,,,,,
24,12.69,12.69,,,,,,,
25,12.87,12.87,,,,,,,
26,13.06,13.06,,,,,,,
27,13.06,,,13.06,,,,,
28,16.03,16.03,,,,,,,
29,16.4,16.4,,,,,,,
30,16.75,16.75,,,,,,,
31,17.07,17.07,,,,,,,
32,17.53,17.53,,,,,,,
33,17.73,17.73,,,,,,,
34,17.82,17.82,,,,,,,
35,17.96,17.96,,,,,,,
36,18.18,18.18,,,,,,,
37,18.41,18.41,,,,,,,
38,18.77,18.77,,,,,,,
39,19.35,19.35,,,,,,,
40,19.64,19.64,,,,,,,
41,20.23,20.23,,,,,,,
42,20.38,20.38,,,,,,,
43,20.54,20.54,,,,,,,
44,20.64,20.64,,,,,,,
45,20.94,20.94,,,,,,,
46,21.19,21.19,,,,,,,
47,21.69,21.69,,,,,,,
48,22.02,22.02,,,,,,,
49,22.32,22.32,,,,,,,
50,22.53,22.53,,,,,,,
51,22.71,22.71,,,,,,,
52,23.09,23.09,,,,,,,
53,23.09,,,23.09,,,,,
54,25.6,25.6,,,,,,,
55,26.28,26.28,,,,,,,
56,26.64,26.64,,,,,,,
57,27.1,27.1,,,,,,,
58,27.27,27.27,,,,,,,
59,27.46,27.46,,,,,,,
60,27.72,27.72,,,,,,,
61,27.96,27.96,,,,,,,
62,28.17,28.17,,,,,,,
63,28.28,28.28,,,,,,,
64,28.7,28.7,,,,,,,
65,29.38,29.38,,,,,,,
66,29.69,29.69,,,,,,,
67,30.0,30.0,,,,,,,
68,30.33,30.33,,,,,,,
69,30.66,30.66,,,,,,,
70,30.85,30.85,,,,,,,
71,30.98,30.98,,,,,,,
72,31.17,31.17,,,,,,,
73,31.34,31.34,,,,,,,
74,32.07,32.07,,,,,,,
75,32.41,32.41,,,,,,,
76,33.42,33.42,,,,,,,
77,33.64,33.64,,,,,,,
78,34.25,34.25,,,,,,,
79,34.25,,,34.25,,,,,
80,37.32,37.32,,,,,,,
81,37.62,37.62,,,,,,,
82,38.3,38.3,,,,,,,
83,38.6,38.6,,,,,,,
84,38.85,38.85,,,,,,,
85,39.08,39.08,,,,,,,
86,39.32,39.32,,,,,,,
87,39.51,39.51,,,,,,,
88,39.8,39.8,,,,,,,
89,40.42,40.42,,,,,,,
90,40.8,40.8,,,,,,,
91,41.06,41.06,,,,,,,
92,41.39,41.39,,,,,,,
93,42.03,42.03,,,,,,,
94,42.28,42.28,,,,,,,
95,42.58,42.58,,,,,,,
96,43.13,43.13,,,,,,,
97,43.27,43.27,,,,,,,
98,43.42,43.42,,,,,,,
99,43.58,43.58,,,,,,,
100,43.93,43.93,,,,,,,
101,44.2,44.2,,,,,,,
102,44.53,44.53,,,,,,,
103,45.23,45.23,,,,,,,
104,45.76,45.76,,,,,,,
105,45.76,,,45.76,,,,,
106,48.54,48.54,,,,,,,
107,48.87,48.87,,,,,,,
108,49.32,49.32,,,,,,,
109,49.48,49.48,,,,,,,
110,49.9,49.9,,,,,,,
111,50.08,50.08,,,,,,,
112,50.58,50.58,,,,,,,
113,51.14,51.14,,,,,,,
114,51.47,51.47,,,,,,,
115,51.82,51.82,,,,,,,
116,52.08,52.08,,,,,,,
117,52.46,52.46,,,,,,,
118,52.84,52.84,,,,,,,
119,53.28,53.28,,,,,,,
120,53.48,53.48,,,,,,,
121,53.8,53.8,,,,,,,
122,54.31,54.31,,,,,,,
123,54.44,54.44,,,,,,,
124,54.6,54.6,,,,,,,
125,54.71,54.71,,,,,,,
126,54.82,54.82,,,,,,,
127,55.25,55.25,,,,,,,
128,55.64,55.64,,,,,,,
129,56.17,56.17,,,,,,,
130,56.83,56.83,,,,,,,
131,56.83,,,56.83,,,,,
132,64.11,64.11,,,,,,,
133,64.5,64.5,,,,,,,
134,64.88,64.88,,,,,,,
135,65.33,65.33,,,,,,,
136,65.52,65.52,,,,,,,
137,65.75,65.75,,,,,,,
138,65.95,65.95,,,,,,,
139,66.71,66.71,,,,,,,
140,67.09,67.09,,,,,,,
141,67.3,67.3,,,,,,,
142,67.54,67.54,,,,,,,
143,67.85,67.85,,,,,,,
144,68.21,68.21,,,,,,,
145,68.9,68.9,,,,,,,
146,69.16,69.16,,,,,,,
147,69.5,69.5,,,,,,,
148,69.92,69.92,,,,,,,
149,70.09,70.09,,,,,,,
150,70.24,70.24,,,,,,,
151,70.52,70.52,,,,,,,
152,70.9,70.9,,,,,,,
153,71.06,71.06,,,,,,,
154,72.34,72.34,,,,,,,
155,72.76,72.76,,,,,,,
156,73.05,73.05,,,,,,,
157,73.05,,,73.05,,,,,
158,75.31,75.31,,,,,,,
159,75.69,75.69,,,,,,,
160,76.51,76.51,,,,,,,
161,76.73,76.73,,,,,,,
162,76.93,76.93,,,,,,,
163,77.19,77.19,,,,,,,
164,77.4,77.4,,,,,,,
165,77.65,77.65,,,,,,,
166,77.82,77.82,,,,,,,
167,78.22,78.22,,,,,,,
168,78.62,78.62,,,,,,,
169,79.09,79.09,,,,,,,
170,79.51,79.51,,,,,,,
171,79.91,79.91,,,,,,,
172,80.1,80.1,,,,,,,
173,80.31,80.31,,,,,,,
174,80.66,80.66,,,,,,,
175,81.07,81.07,,,,,,,
176,81.2,81.2,,,,,,,
177,81.34,81.34,,,,,,,
178,81.47,81.47,,,,,,,
179,81.68,81.68,,,,,,,
180,82.06,82.06,,,,,,,
181,82.23,82.23,,,,,,,
182,82.87,82.87,,,,,,,
183,82.87,,,82.87,,,,,
184,85.35,85.35,,,,,,,
185,85.86,85.86,,,,,,,
186,86.32,86.32,,,,,,,
187,86.55,86.55,,,,,,,
188,86.69,86.69,,,,,,,
189,86.92,86.92,,,,,,,
190,87.18,87.18,,,,,,,
191,87.4,87.4,,,,,,,
192,87.51,87.51,,,,,,,
193,87.57,87.57,,,,,,,
194,88.0,88.0,,,,,,,
195,88.32,88.32,,,,,,,
196,88.55,88.55,,,,,,,
197,88.79,88.79,,,,,,,
198,89.01,89.01,,,,,,,
199,89.3,89.3,,,,,,,
200,89.77,89.77,,,,,,,
201,90.17,90.17,,,,,,,
202,90.43,90.43,,,,,,,
203,90.75,90.75,,,,,,,
204,91.09,91.09,,,,,,,
205,91.27,91.27,,,,,,,
206,92.01,92.01,,,,,,,
207,92.17,92.17,,,,,,,
208,92.33,92.33,,,,,,,
209,92.33,,,92.33,,,,,
210,94.96,94.96,,,,,,,
211,95.36,95.36,,,,,,,
212,95.56,95.56,,,,,,,
213,95.67,95.67,,,,,,,
214,95.76,95.76,,,,,,,
215,96.2,96.2,,,,,,,
216,96.41,96.41,,,,,,,
217,97.21,97.21,,,,,,,
218,97.64,97.64,,,,,,,
219,97.87,97.87,,,,,,,
220,98.18,98.18,,,,,,,
221,98.42,98.42,,,,,,,
222,98.71,98.71,,,,,,,
223,99.09,99.09,,,,,,,
224,99.37,99.37,,,,,,,
225,99.64,99.64,,,,,,,
226,99.93,99.93,,,,,,,
227,100.17,100.17,,,,,,,
228,100.56,100.56,,,,,,,
229,100.7,100.7,,,,,,,
230,100.86,100.86,,,,,,,
231,101.05,101.05,,,,,,,
232,101.71,101.71,,,,,,,
233,102.25,102.25,,,,,,,
234,102.57,102.57,,,,,,,
235,102.57,,,102.57,,,,,
236,104.87,104.87,,,,,,,
237,105.21,105.21,,,,,,,
238,105.71,105.71,,,,,,,
239,106.17,106.17,,,,,,,
240,106.38,106.38,,,,,,,
241,106.64,106.64,,,,,,,
242,106.86,106.86,,,,,,,
243,107.08,107.08,,,,,,,
244,107.83,107.83,,,,,,,
245,108.43,108.43,,,,,,,
246,109.86,109.86,,,,,,,
247,110.18,110.18,,,,,,,
248,110.46,110.46,,,,,,,
249,110.72,110.72,,,,,,,
250,110.92,110.92,,,,,,,
251,111.48,111.48,,,,,,,
252,111.66,111.66,,,,,,,
253,111.88,111.88,,,,,,,
254,112.38,112.38,,,,,,,
255,112.69,112.69,,,,,,,
256,113.15,113.15,,,,,,,
257,113.66,113.66,,,,,,,
258,114.5,114.5,,,,,,,
259,114.73,114.73,,,,,,,
260,115.02,115.02,,,,,,,
261,115.02,,,115.02,,,,,
262,117.49,117.49,,,,,,,
263,117.93,117.93,,,,,,,
264,118.37,118.37,,,,,,,
265,118.56,118.56,,,,,,,
266,118.77,118.77,,,,,,,
267,118.96,118.96,,,,,,,
268,119.2,119.2,,,,,,,
269,119.39,119.39,,,,,,,
270,119.82,119.82,,,,,,,
271,120.2,120.2,,,,,,,
272,120.64,120.64,,,,,,,
273,121.01,121.01,,,,,,,
274,121.27,121.27,,,,,,,
275,121.55,121.55,,,,,,,
276,121.88,121.88,,,,,,,
277,122.14,122.14,,,,,,,
278,122.43,122.43,,,,,,,
279,122.65,122.65,,,,,,,
280,122.97,122.97,,,,,,,
281,123.58,123.58,,,,,,,
282,123.69,123.69,,,,,,,
283,123.82,123.82,,,,,,,
284,123.99,123.99,,,,,,,
285,124.25,124.25,,,,,,,
286,124.59,124.59,,,,,,,
287,124.59,,,124.59,,,,,
288,126.77,126.77,,,,,,,
289,127.6,127.6,,,,,,,
290,128.0,128.0,,,,,,,
291,128.2,128.2,,,,,,,
292,128.67,128.67,,,,,,,
293,128.89,128.89,,,,,,,
294,128.99,128.99,,,,,,,
295,129.52,129.52,,,,,,,
296,130.04,130.04,,,,,,,
297,130.47,130.47,,,,,,,
298,130.7,130.7,,,,,,,
299,130.97,130.97,,,,,,,
300,131.22,131.22,,,,,,,
301,131.72,131.72,,,,,,,
302,132.33,132.33,,,,,,,
303,132.52,132.52,,,,,,,
304,132.9,132.9,,,,,,,
305,133.43,133.43,,,,,,,
306,133.89,133.89,,,,,,,
307,134.15,134.15,,,,,,,
308,134.63,134.63,,,,,,,
309,135.03,135.03,,,,,,,
310,135.49,135.49,,,,,,,
311,135.84,135.84,,,,,,,
312,136.26,136.26,,,,,,,
313,136.26,,,136.26,,,,,
314,152.51,152.51,,,,,,,
315,153.1,153.1,,,,,,,
316,153.52,153.52,,,,,,,
317,153.89,153.89,,,,,,,
318,154.08,154.08,,,,,,,
319,154.36,154.36,,,,,,,
320,154.46,154.46,,,,,,,
321,154.56,154.56,,,,,,,
322,154.7,154.7,,,,,,,
323,155.18,155.18,,,,,,,
324,155.52,155.52,,,,,,,
325,155.79,155.79,,,,,,,
326,156.03,156.03,,,,,,,
327,156.25,156.25,,,,,,,
328,156.58,156.58,,,,,,,
329,157.19,157.19,,,,,,,
330,157.34,157.34,,,,,,,
331,157.72,157.72,,,,,,,
332,158.06,158.06,,,,,,,
333,158.18,158.18,,,,,,,
334,158.34,158.34,,,,,,,
335,158.63,158.63,,,,,,,
336,158.98,158.98,,,,,,,
337,159.39,159.39,,,,,,,
338,159.78,159.78,,,,,,,
339,159.78,,,159.78,,,,,
340,162.03,162.03,,,,,,,
341,162.6,162.6,,,,,,,
342,162.99,162.99,,,,,,,
343,163.32,163.32,,,,,,,
344,163.51,163.51,,,,,,,
345,163.75,163.75,,,,,,,
346,164.01,164.01,,,,,,,
347,164.24,164.24,,,,,,,
348,165.02,165.02,,,,,,,
349,165.43,165.43,,,,,,,
350,165.68,165.68,,,,,,,
351,165.9,165.9,,,,,,,
352,166.2,166.2,,,,,,,
353,166.8,166.8,,,,,,,
354,167.47,167.47,,,,,,,
355,167.72,167.72,,,,,,,
356,168.15,168.15,,,,,,,
357,168.62,168.62,,,,,,,
358,168.78,168.78,,,,,,,
359,168.95,168.95,,,,,,,
360,169.13,169.13,,,,,,,
361,169.44,169.44,,,,,,,
362,169.55,169.55,,,,,,,
363,169.86,169.86,,,,,,,
364,170.52,170.52,,,,,,,
365,170.52,,,170.52,,,,,
366,172.8,172.8,,,,,,,
367,173.14,173.14,,,,,,,
368,173.53,173.53,,,,,,,
369,173.73,173.73,,,,,,,
370,173.97,173.97,,,,,,,
371,174.4,174.4,,,,,,,
372,174.69,174.69,,,,,,,
373,174.78,174.78,,,,,,,
374,175.21,175.21,,,,,,,
375,175.77,175.77,,,,,,,
376,176.31,176.31,,,,,,,
377,176.62,176.62,,,,,,,
