date,subject,ratio,runnum,trial,frpointer,borpointer,bolpointer,time,fr_irt,event
09/30/17,BA1655,25,1,0,0,0,0,0.0,0.0,300
09/30/17,BA1655,25,1,1,1,0,0,1.22,1.22,120
09/30/17,BA1655,25,1,1,2,0,0,2.18,0.96,120
09/30/17,BA1655,25,1,1,3,0,0,2.51,0.33,120
09/30/17,BA1655,25,1,1,4,0,0,5.45,2.94,120
09/30/17,BA1655,25,1,1,5,0,0,5.57,0.12,120
09/30/17,BA1655,25,1,1,6,0,0,5.99,0.42,120
09/30/17,BA1655,25,1,1,7,0,0,6.23,0.24,120
09/30/17,BA1655,25,1,1,8,0,0,6.56,0.33,120
09/30/17,BA1655,25,1,1,9,0,0,6.93,0.37,120
09/30/17,BA1655,25,1,1,10,0,0,7.25,0.32,120
09/30/17,BA1655,25,1,1,11,0,0,7.81,0.56,120
09/30/17,BA1655,25,1,1,12,0,0,8.14,0.33,120
09/30/17,BA1655,25,1,1,13,0,0,8.24,0.1,120
09/30/17,BA1655,25,1,1,14,0,0,8.76,0.52,120
09/30/17,BA1655,25,1,1,15,0,0,9.18,0.42,120
09/30/17,BA1655,25,1,1,16,0,0,9.38,0.2,120
09/30/17,BA1655,25,1,1,17,0,0,10.21,0.83,120
09/30/17,BA1655,25,1,1,18,0,0,10.52,0.31,120
09/30/17,BA1655,25,1,1,19,0,0,10.81,0.29,120
09/30/17,BA1655,25,1,1,20,0,0,11.93,1.12,120
09/30/17,BA1655,25,1,1,21,0,0,12.26,0.33,120
09/30/17,BA1655,25,1,1,22,0,0,13.23,0.97,120
09/30/17,BA1655,25,1,1,23,0,0,13.53,0.3,120
09/30/17,BA1655,25,1,1,24,0,0,13.86,0.33,120
09/30/17,BA1655,25,1,1,25,0,0,14.18,0.32,120
09/30/17,BA1655,25,1,0,-1,0,0,14.19,0.0,200
09/30/17,BA1655,25,1,0,0,0,0,16.24,2.05,300
09/30/17,BA1655,25,1,2,1,0,0,17.78,1.54,120
09/30/17,BA1655,25,1,2,2,0,0,18.26,0.48,120
09/30/17,BA1655,25,1,2,3,0,0,19.34,1.08,120
09/30/17,BA1655,25,1,2,4,0,0,20.76,1.42,120
09/30/17,BA1655,25,1,2,5,0,0,21.08,0.32,120
09/30/17,BA1655,25,1,2,6,0,0,21.28,0.2,120
09/30/17,BA1655,25,1,2,7,0,0,21.46,0.18,120
09/30/17,BA1655,25,1,2,8,0,0,21.68,0.22,120
09/30/17,BA1655,25,1,2,9,0,0,22.23,0.55,120
09/30/17,BA1655,25,1,2,10,0,0,22.52,0.29,120
09/30/17,BA1655,25,1,2,11,0,0,22.68,0.16,120
09/30/17,BA1655,25,1,2,12,0,0,23.43,0.75,120
09/30/17,BA1655,25,1,2,13,0,0,24.04,0.61,120
09/30/17,BA1655,25,1,2,14,0,0,24.26,0.22,120
09/30/17,BA1655,25,1,2,15,0,0,24.82,0.56,120
09/30/17,BA1655,25,1,2,16,0,0,25.12,0.3,120
09/30/17,BA1655,25,1,2,17,0,0,25.32,0.2,120
09/30/17,BA1655,25,1,2,18,0,0,25.59,0.27,120
09/30/17,BA1655,25,1,2,19,0,0,26.17,0.58,120
09/30/17,BA1655,25,1,2,20,0,0,27.62,1.45,120
09/30/17,BA1655,25,1,2,21,0,0,27.92,0.3,120
09/30/17,BA1655,25,1,2,22,0,0,28.24,0.32,120
09/30/17,BA1655,25,1,2,23,0,0,31.6,3.36,120
09/30/17,BA1655,25,1,2,24,0,0,32.36,0.76,120
09/30/17,BA1655,25,1,2,25,0,0,32.71,0.35,120
09/30/17,BA1655,25,1,0,-1,0,0,32.72,0.0,200
09/30/17,BA1655,25,1,0,0,0,0,34.77,2.05,300
09/30/17,BA1655,25,1,0,0,1,0,39.13,0.0,130
09/30/17,BA1655,25,1,0,0,0,0,39.14,0.0,400
09/30/17,BA1655,25,1,0,0,2,0,39.65,0.0,110
09/30/17,BA1655,25,1,0,0,0,1,45.1,0.0,100
09/30/17,BA1655,25,1,0,0,0,2,45.27,0.0,100
09/30/17,BA1655,25,1,0,0,0,3,45.55,0.0,100
09/30/17,BA1655,25,1,0,0,0,4,46.0,0.0,100
09/30/17,BA1655,25,1,0,0,0,5,46.22,0.0,100
09/30/17,BA1655,25,1,0,0,0,6,46.53,0.0,100
09/30/17,BA1655,25,1,0,0,0,7,48.19,0.0,100
09/30/17,BA1655,25,1,0,0,0,8,48.6,0.0,100
09/30/17,BA1655,25,1,0,0,0,9,49.15,0.0,100
09/30/17,BA1655,25,1,0,0,0,10,49.46,0.0,100
09/30/17,BA1655,25,1,0,0,0,11,49.6,0.0,100
09/30/17,BA1655,25,1,0,0,0,12,49.91,0.0,100
09/30/17,BA1655,25,1,0,0,0,13,50.2,0.0,100
09/30/17,BA1655,25,1,0,0,0,14,50.41,0.0,100
09/30/17,BA1655,25,1,0,0,0,15,50.65,0.0,100
09/30/17,BA1655,25,1,0,0,0,16,51.0,0.0,100
09/30/17,BA1655,25,1,0,0,0,17,51.26,0.0,100
09/30/17,BA1655,25,1,0,0,0,18,51.83,0.0,100
09/30/17,BA1655,25,1,0,0,0,19,52.17,0.0,100
09/30/17,BA1655,25,1,0,0,0,20,52.49,0.0,100
09/30/17,BA1655,25,1,0,0,0,21,53.29,0.0,100
09/30/17,BA1655,25,1,0,0,0,22,54.09,0.0,100
09/30/17,BA1655,25,1,0,0,0,23,54.57,0.0,100
09/30/17,BA1655,25,1,0,0,0,24,54.81,0.0,100
09/30/17,BA1655,25,1,0,0,0,25,55.01,0.0,100
09/30/17,BA1655,25,1,0,0,0,26,55.9,0.0,100
09/30/17,BA1655,25,1,0,0,0,27,56.27,0.0,100
09/30/17,BA1655,25,1,0,0,0,28,56.52,0.0,100
09/30/17,BA1655,25,1,0,0,0,29,56.76,0.0,100
09/30/17,BA1655,25,1,0,0,0,30,57.04,0.0,100
09/30/17,BA1655,25,1,0,0,0,31,57.38,0.0,100
09/30/17,BA1655,25,1,0,0,0,32,58.16,0.0,100
09/30/17,BA1655,25,1,0,0,0,33,59.47,0.0,100
09/30/17,BA1655,25,1,0,0,0,34,59.95,0.0,100
09/30/17,BA1655,25,1,0,0,0,35,60.2,0.0,100
09/30/17,BA1655,25,1,0,0,0,36,60.51,0.0,100
09/30/17,BA1655,25,1,0,0,0,37,61.86,0.0,100
09/30/17,BA1655,25,1,0,0,0,38,63.4,0.0,100
09/30/17,BA1655,25,1,0,0,0,39,63.92,0.0,100
09/30/17,BA1655,25,1,0,0,0,40,64.19,0.0,100
09/30/17,BA1655,25,1,0,0,0,41,64.42,0.0,100
09/30/17,BA1655,25,1,0,0,0,42,64.72,0.0,100
09/30/17,BA1655,25,1,0,0,0,43,65.62,0.0,100
09/30/17,BA1655,25,1,0,0,0,44,65.82,0.0,100
09/30/17,BA1655,25,1,0,0,0,45,66.51,0.0,100
09/30/17,BA1655,25,1,0,0,0,46,66.7,0.0,100
09/30/17,BA1655,25,1,0,0,0,0,69.14,0.0,410
09/30/17,BA1655,25,1,3,1,0,0,70.18,1.04,120
09/30/17,BA1655,25,1,3,2,0,0,70.58,0.4,120
09/30/17,BA1655,25,1,3,3,0,0,70.87,0.29,120
09/30/17,BA1655,25,1,3,4,0,0,71.4,0.53,120
09/30/17,BA1655,25,1,3,5,0,0,71.69,0.29,120
09/30/17,BA1655,25,1,3,6,0,0,72.0,0.31,120
09/30/17,BA1655,25,1,3,7,0,0,72.47,0.47,120
09/30/17,BA1655,25,1,3,8,0,0,73.41,0.94,120
09/30/17,BA1655,25,1,3,9,0,0,73.71,0.3,120
09/30/17,BA1655,25,1,3,10,0,0,73.99,0.28,120
09/30/17,BA1655,25,1,3,11,0,0,74.59,0.6,120
09/30/17,BA1655,25,1,3,12,0,0,75.52,0.93,120
09/30/17,BA1655,25,1,3,13,0,0,76.21,0.69,120
09/30/17,BA1655,25,1,3,14,0,0,76.83,0.62,120
09/30/17,BA1655,25,1,3,15,0,0,76.98,0.15,120
09/30/17,BA1655,25,1,3,16,0,0,77.49,0.51,120
09/30/17,BA1655,25,1,3,17,0,0,77.9,0.41,120
09/30/17,BA1655,25,1,3,18,0,0,78.23,0.33,120
09/30/17,BA1655,25,1,3,19,0,0,78.51,0.28,120
09/30/17,BA1655,25,1,3,20,0,0,79.16,0.65,120
09/30/17,BA1655,25,1,3,21,0,0,79.66,0.5,120
09/30/17,BA1655,25,1,3,22,0,0,80.01,0.35,120
09/30/17,BA1655,25,1,3,23,0,0,80.44,0.43,120
09/30/17,BA1655,25,1,3,24,0,0,80.82,0.38,120
09/30/17,BA1655,25,1,3,25,0,0,81.53,0.71,120
09/30/17,BA1655,25,1,0,-1,0,0,81.54,0.0,200
09/30/17,BA1655,25,1,0,0,0,0,83.59,2.05,300
09/30/17,BA1655,25,1,0,0,1,0,85.95,0.0,130
09/30/17,BA1655,25,1,0,0,0,0,85.96,0.0,400
09/30/17,BA1655,25,1,0,0,0,1,103.52,0.0,100
09/30/17,BA1655,25,1,0,0,0,2,104.06,0.0,100
09/30/17,BA1655,25,1,0,0,0,3,104.25,0.0,100
09/30/17,BA1655,25,1,0,0,0,4,104.69,0.0,100
09/30/17,BA1655,25,1,0,0,0,5,105.68,0.0,100
09/30/17,BA1655,25,1,0,0,0,6,106.61,0.0,100
09/30/17,BA1655,25,1,0,0,0,7,106.97,0.0,100
09/30/17,BA1655,25,1,0,0,0,8,107.91,0.0,100
09/30/17,BA1655,25,1,0,0,0,9,108.24,0.0,100
09/30/17,BA1655,25,1,0,0,0,10,108.48,0.0,100
09/30/17,BA1655,25,1,0,0,0,11,108.77,0.0,100
09/30/17,BA1655,25,1,0,0,0,12,109.41,0.0,100
09/30/17,BA1655,25,1,0,0,0,13,109.65,0.0,100
09/30/17,BA1655,25,1,0,0,0,14,109.91,0.0,100
09/30/17,BA1655,25,1,0,0,0,15,110.36,0.0,100
09/30/17,BA1655,25,1,0,0,0,16,110.79,0.0,100
09/30/17,BA1655,25,1,0,0,0,17,111.42,0.0,100
09/30/17,BA1655,25,1,0,0,0,18,111.66,0.0,100
09/30/17,BA1655,25,1,0,0,0,19,111.95,0.0,100
09/30/17,BA1655,25,1,0,0,0,20,112.91,0.0,100
09/30/17,BA1655,25,1,0,0,0,21,113.38,0.0,100
09/30/17,BA1655,25,1,0,0,0,22,114.2,0.0,100
09/30/17,BA1655,25,1,0,0,0,23,114.73,0.0,100
09/30/17,BA1655,25,1,0,0,0,24,115.07,0.0,100
09/30/17,BA1655,25,1,0,0,0,0,115.96,0.0,410
09/30/17,BA1655,25,1,4,1,0,0,117.33,1.37,120
09/30/17,BA1655,25,1,4,2,0,0,117.45,0.12,120
09/30/17,BA1655,25,1,4,3,0,0,118.91,1.46,120
09/30/17,BA1655,25,1,4,4,0,0,119.3,0.39,120
09/30/17,BA1655,25,1,4,5,0,0,119.55,0.25,120
09/30/17,BA1655,25,1,4,6,0,0,120.22,0.67,120
09/30/17,BA1655,25,1,4,7,0,0,123.91,3.69,120
09/30/17,BA1655,25,1,4,8,0,0,124.14,0.23,120
09/30/17,BA1655,25,1,4,9,0,0,124.41,0.27,120
09/30/17,BA1655,25,1,4,10,0,0,125.66,1.25,120
09/30/17,BA1655,25,1,4,11,0,0,126.49,0.83,120
09/30/17,BA1655,25,1,4,12,0,0,126.66,0.17,120
09/30/17,BA1655,25,1,4,13,0,0,127.05,0.39,120
09/30/17,BA1655,25,1,4,14,0,0,127.56,0.51,120
09/30/17,BA1655,25,1,4,15,0,0,127.85,0.29,120
09/30/17,BA1655,25,1,4,16,0,0,128.09,0.24,120
09/30/17,BA1655,25,1,4,17,0,0,129.07,0.98,120
09/30/17,BA1655,25,1,4,18,0,0,129.23,0.16,120
09/30/17,BA1655,25,1,4,19,0,0,130.07,0.84,120
09/30/17,BA1655,25,1,4,20,0,0,130.25,0.18,120
09/30/17,BA1655,25,1,4,21,0,0,130.53,0.28,120
09/30/17,BA1655,25,1,4,22,0,0,130.95,0.42,120
09/30/17,BA1655,25,1,4,23,0,0,131.32,0.37,120
09/30/17,BA1655,25,1,4,24,0,0,131.66,0.34,120
09/30/17,BA1655,25,1,4,25,0,0,131.98,0.32,120
09/30/17,BA1655,25,1,0,-1,0,0,131.99,0.0,200
09/30/17,BA1655,25,1,0,0,0,0,134.04,2.05,300
09/30/17,BA1655,25,1,5,1,0,0,135.29,1.25,120
09/30/17,BA1655,25,1,5,2,0,0,135.45,0.16,120
09/30/17,BA1655,25,1,5,3,0,0,136.52,1.07,120
09/30/17,BA1655,25,1,5,4,0,0,137.04,0.52,120
09/30/17,BA1655,25,1,5,5,0,0,137.29,0.25,120
09/30/17,BA1655,25,1,5,6,0,0,137.8,0.51,120
09/30/17,BA1655,25,1,5,7,0,0,138.24,0.44,120
09/30/17,BA1655,25,1,5,8,0,0,139.75,1.51,120
09/30/17,BA1655,25,1,5,9,0,0,140.11,0.36,120
09/30/17,BA1655,25,1,5,10,0,0,140.48,0.37,120
09/30/17,BA1655,25,1,5,11,0,0,141.7,1.22,120
09/30/17,BA1655,25,1,5,12,0,0,142.17,0.47,120
09/30/17,BA1655,25,1,5,13,0,0,142.59,0.42,120
09/30/17,BA1655,25,1,5,14,0,0,142.91,0.32,120
09/30/17,BA1655,25,1,5,15,0,0,143.25,0.34,120
09/30/17,BA1655,25,1,5,16,0,0,143.61,0.36,120
09/30/17,BA1655,25,1,5,17,0,0,144.56,0.95,120
09/30/17,BA1655,25,1,5,18,0,0,145.08,0.52,120
09/30/17,BA1655,25,1,5,19,0,0,145.59,0.51,120
09/30/17,BA1655,25,1,5,20,0,0,145.94,0.35,120
09/30/17,BA1655,25,1,5,21,0,0,146.67,0.73,120
09/30/17,BA1655,25,1,5,22,0,0,149.95,3.28,120
09/30/17,BA1655,25,1,5,23,0,0,150.24,0.29,120
09/30/17,BA1655,25,1,5,24,0,0,150.47,0.23,120
09/30/17,BA1655,25,1,5,25,0,0,150.94,0.47,120
09/30/17,BA1655,25,1,0,-1,0,0,150.95,0.0,200
09/30/17,BA1655,25,1,0,0,0,0,153.0,2.05,300
09/30/17,BA1655,25,1,6,1,0,0,158.84,5.84,120
09/30/17,BA1655,25,1,6,2,0,0,159.0,0.16,120
09/30/17,BA1655,25,1,6,3,0,0,159.31,0.31,120
09/30/17,BA1655,25,1,6,4,0,0,159.58,0.27,120
09/30/17,BA1655,25,1,6,5,0,0,159.81,0.23,120
09/30/17,BA1655,25,1,6,6,0,0,160.29,0.48,120
09/30/17,BA1655,25,1,6,7,0,0,160.49,0.2,120
09/30/17,BA1655,25,1,6,8,0,0,160.76,0.27,120
09/30/17,BA1655,25,1,6,9,0,0,161.18,0.42,120
09/30/17,BA1655,25,1,6,10,0,0,161.78,0.6,120
09/30/17,BA1655,25,1,6,11,0,0,162.6,0.82,120
09/30/17,BA1655,25,1,6,12,0,0,162.86,0.26,120
09/30/17,BA1655,25,1,6,13,0,0,163.79,0.93,120
09/30/17,BA1655,25,1,6,14,0,0,164.21,0.42,120
09/30/17,BA1655,25,1,6,15,0,0,165.52,1.31,120
09/30/17,BA1655,25,1,6,16,0,0,167.78,2.26,120
09/30/17,BA1655,25,1,6,17,0,0,168.84,1.06,120
09/30/17,BA1655,25,1,6,18,0,0,172.42,3.58,120
09/30/17,BA1655,25,1,6,19,0,0,173.07,0.65,120
09/30/17,BA1655,25,1,6,20,0,0,173.38,0.31,120
09/30/17,BA1655,25,1,6,21,0,0,173.68,0.3,120
09/30/17,BA1655,25,1,6,22,0,0,173.89,0.21,120
09/30/17,BA1655,25,1,6,23,0,0,174.26,0.37,120
09/30/17,BA1655,25,1,6,24,0,0,174.74,0.48,120
09/30/17,BA1655,25,1,6,25,0,0,175.74,1.0,120
09/30/17,BA1655,25,1,0,-1,0,0,175.75,0.0,200
09/30/17,BA1655,25,1,0,0,0,0,177.8,2.05,300
09/30/17,BA1655,25,1,0,0,1,0,179.83,0.0,130
09/30/17,BA1655,25,1,0,0,0,0,179.84,0.0,400
09/30/17,BA1655,25,1,0,0,0,1,196.99,0.0,100
09/30/17,BA1655,25,1,0,0,0,2,197.63,0.0,100
09/30/17,BA1655,25,1,0,0,0,3,198.7,0.0,100
09/30/17,BA1655,25,1,0,0,0,4,202.06,0.0,100
09/30/17,BA1655,25,1,0,0,0,5,202.87,0.0,100
09/30/17,BA1655,25,1,0,0,0,6,203.06,0.0,100
09/30/17,BA1655,25,1,0,0,0,7,203.47,0.0,100
09/30/17,BA1655,25,1,0,0,0,8,203.73,0.0,100
09/30/17,BA1655,25,1,0,0,0,9,204.03,0.0,100
09/30/17,BA1655,25,1,0,0,0,10,204.25,0.0,100
09/30/17,BA1655,25,1,0,0,0,11,204.62,0.0,100
09/30/17,BA1655,25,1,0,0,0,12,204.89,0.0,100
09/30/17,BA1655,25,1,0,0,0,13,205.17,0.0,100
09/30/17,BA1655,25,1,0,0,0,14,209.65,0.0,100
09/30/17,BA1655,25,1,0,0,0,0,209.84,0.0,410
09/30/17,BA1655,25,1,7,1,0,0,210.75,0.91,120
09/30/17,BA1655,25,1,7,2,0,0,211.37,0.62,120
09/30/17,BA1655,25,1,7,3,0,0,212.28,0.91,120
09/30/17,BA1655,25,1,7,4,0,0,212.5,0.22,120
09/30/17,BA1655,25,1,7,5,0,0,212.99,0.49,120
09/30/17,BA1655,25,1,7,6,0,0,213.47,0.48,120
09/30/17,BA1655,25,1,7,7,0,0,213.85,0.38,120
09/30/17,BA1655,25,1,7,8,0,0,214.12,0.27,120
09/30/17,BA1655,25,1,7,9,0,0,214.57,0.45,120
09/30/17,BA1655,25,1,7,10,0,0,214.93,0.36,120
09/30/17,BA1655,25,1,7,11,0,0,215.34,0.41,120
09/30/17,BA1655,25,1,7,12,0,0,215.81,0.47,120
09/30/17,BA1655,25,1,7,13,0,0,216.04,0.23,120
09/30/17,BA1655,25,1,7,14,0,0,216.35,0.31,120
09/30/17,BA1655,25,1,7,15,0,0,216.63,0.28,120
09/30/17,BA1655,25,1,7,16,0,0,217.84,1.21,120
09/30/17,BA1655,25,1,7,17,0,0,218.26,0.42,120
09/30/17,BA1655,25,1,7,18,0,0,218.9,0.64,120
09/30/17,BA1655,25,1,7,19,0,0,219.4,0.5,120
09/30/17,BA1655,25,1,7,20,0,0,219.51,0.11,120
09/30/17,BA1655,25,1,7,21,0,0,220.22,0.71,120
09/30/17,BA1655,25,1,7,22,0,0,220.54,0.32,120
09/30/17,BA1655,25,1,7,23,0,0,221.1,0.56,120
09/30/17,BA1655,25,1,7,24,0,0,221.49,0.39,120
09/30/17,BA1655,25,1,7,25,0,0,223.11,1.62,120
09/30/17,BA1655,25,1,0,-1,0,0,223.12,0.0,200
09/30/17,BA1655,25,1,0,0,0,0,225.17,2.05,300
09/30/17,BA1655,25,1,8,1,0,0,226.89,1.72,120
09/30/17,BA1655,25,1,8,2,0,0,228.39,1.5,120
09/30/17,BA1655,25,1,8,3,0,0,229.66,1.27,120
09/30/17,BA1655,25,1,8,4,0,0,230.81,1.15,120
09/30/17,BA1655,25,1,8,5,0,0,232.59,1.78,120
09/30/17,BA1655,25,1,8,6,0,0,233.23,0.64,120
09/30/17,BA1655,25,1,8,7,0,0,234.13,0.9,120
09/30/17,BA1655,25,1,8,8,0,0,236.51,2.38,120
09/30/17,BA1655,25,1,8,9,0,0,237.04,0.53,120
09/30/17,BA1655,25,1,8,10,0,0,237.19,0.15,120
09/30/17,BA1655,25,1,8,11,0,0,237.5,0.31,120
09/30/17,BA1655,25,1,8,12,0,0,237.78,0.28,120
09/30/17,BA1655,25,1,8,13,0,0,242.78,5.0,120
09/30/17,BA1655,25,1,8,14,0,0,243.42,0.64,120
09/30/17,BA1655,25,1,8,15,0,0,243.63,0.21,120
09/30/17,BA1655,25,1,8,16,0,0,243.86,0.23,120
09/30/17,BA1655,25,1,8,17,0,0,244.22,0.36,120
09/30/17,BA1655,25,1,8,18,0,0,244.94,0.72,120
09/30/17,BA1655,25,1,8,19,0,0,245.29,0.35,120
09/30/17,BA1655,25,1,8,20,0,0,246.31,1.02,120
09/30/17,BA1655,25,1,8,21,0,0,246.57,0.26,120
09/30/17,BA1655,25,1,8,22,0,0,246.9,0.33,120
09/30/17,BA1655,25,1,8,23,0,0,247.12,0.22,120
09/30/17,BA1655,25,1,8,24,0,0,247.57,0.45,120
09/30/17,BA1655,25,1,8,25,0,0,249.28,1.71,120
09/30/17,BA1655,25,1,0,-1,0,0,249.29,0.0,200
09/30/17,BA1655,25,1,0,0,0,0,251.34,2.05,300
09/30/17,BA1655,25,1,9,1,0,0,276.87,25.53,120
09/30/17,BA1655,25,1,9,2,0,0,277.26,0.39,120
09/30/17,BA1655,25,1,9,3,0,0,278.04,0.78,120
09/30/17,BA1655,25,1,9,4,0,0,278.44,0.4,120
09/30/17,BA1655,25,1,9,5,0,0,279.15,0.71,120
09/30/17,BA1655,25,1,9,6,0,0,279.33,0.18,120
09/30/17,BA1655,25,1,9,7,0,0,279.67,0.34,120
09/30/17,BA1655,25,1,9,8,0,0,279.87,0.2,120
09/30/17,BA1655,25,1,9,9,0,0,280.17,0.3,120
09/30/17,BA1655,25,1,9,10,0,0,281.03,0.86,120
09/30/17,BA1655,25,1,9,11,0,0,281.36,0.33,120
09/30/17,BA1655,25,1,9,12,0,0,281.88,0.52,120
09/30/17,BA1655,25,1,9,13,0,0,282.2,0.32,120
09/30/17,BA1655,25,1,9,14,0,0,282.62,0.42,120
09/30/17,BA1655,25,1,9,15,0,0,282.82,0.2,120
09/30/17,BA1655,25,1,9,16,0,0,283.58,0.76,120
09/30/17,BA1655,25,1,9,17,0,0,283.91,0.33,120
09/30/17,BA1655,25,1,9,18,0,0,284.13,0.22,120
09/30/17,BA1655,25,1,9,19,0,0,284.31,0.18,120
09/30/17,BA1655,25,1,9,20,0,0,284.55,0.24,120
09/30/17,BA1655,25,1,9,21,0,0,285.12,0.57,120
09/30/17,BA1655,25,1,9,22,0,0,285.41,0.29,120
09/30/17,BA1655,25,1,9,23,0,0,286.03,0.62,120
09/30/17,BA1655,25,1,9,24,0,0,286.48,0.45,120
09/30/17,BA1655,25,1,9,25,0,0,286.96,0.48,120
09/30/17,BA1655,25,1,0,-1,0,0,286.97,0.0,200
09/30/17,BA1655,25,1,0,0,0,0,289.02,2.05,300
09/30/17,BA1655,25,1,10,1,0,0,289.89,0.87,120
09/30/17,BA1655,25,1,10,2,0,0,291.95,2.06,120
09/30/17,BA1655,25,1,10,3,0,0,294.43,2.48,120
09/30/17,BA1655,25,1,10,4,0,0,294.9,0.47,120
09/30/17,BA1655,25,1,10,5,0,0,295.12,0.22,120
09/30/17,BA1655,25,1,10,6,0,0,295.35,0.23,120
09/30/17,BA1655,25,1,10,7,0,0,295.71,0.36,120
09/30/17,BA1655,25,1,10,8,0,0,295.97,0.26,120
09/30/17,BA1655,25,1,10,9,0,0,296.32,0.35,120
09/30/17,BA1655,25,1,10,10,0,0,297.69,1.37,120
09/30/17,BA1655,25,1,10,11,0,0,297.99,0.3,120
09/30/17,BA1655,25,1,10,12,0,0,298.24,0.25,120
09/30/17,BA1655,25,1,10,13,0,0,298.62,0.38,120
09/30/17,BA1655,25,1,10,14,0,0,298.95,0.33,120
09/30/17,BA1655,25,1,10,15,0,0,299.26,0.31,120
09/30/17,BA1655,25,1,10,16,0,0,299.95,0.69,120
09/30/17,BA1655,25,1,10,17,0,0,300.12,0.17,120
09/30/17,BA1655,25,1,10,18,0,0,300.31,0.19,120
09/30/17,BA1655,25,1,10,19,0,0,300.78,0.47,120
09/30/17,BA1655,25,1,10,20,0,0,301.08,0.3,120
09/30/17,BA1655,25,1,10,21,0,0,301.64,0.56,120
09/30/17,BA1655,25,1,10,22,0,0,301.9,0.26,120
09/30/17,BA1655,25,1,10,23,0,0,302.23,0.33,120
09/30/17,BA1655,25,1,10,24,0,0,302.52,0.29,120
09/30/17,BA1655,25,1,10,25,0,0,302.93,0.41,120
09/30/17,BA1655,25,1,0,-1,0,0,302.94,0.0,200
09/30/17,BA1655,25,1,0,0,0,0,304.99,2.05,300
09/30/17,BA1655,25,1,0,0,1,0,313.94,0.0,130
09/30/17,BA1655,25,1,0,0,0,0,313.95,0.0,400
09/30/17,BA1655,25,1,0,0,0,1,327.77,0.0,100
09/30/17,BA1655,25,1,0,0,0,2,333.96,0.0,100
09/30/17,BA1655,25,1,0,0,0,0,343.95,0.0,410
09/30/17,BA1655,25,1,11,1,0,0,345.12,1.17,120
09/30/17,BA1655,25,1,11,2,0,0,345.85,0.73,120
09/30/17,BA1655,25,1,11,3,0,0,347.45,1.6,120
09/30/17,BA1655,25,1,11,4,0,0,348.03,0.58,120
09/30/17,BA1655,25,1,11,5,0,0,348.51,0.48,120
09/30/17,BA1655,25,1,11,6,0,0,348.7,0.19,120
09/30/17,BA1655,25,1,11,7,0,0,349.08,0.38,120
09/30/17,BA1655,25,1,11,8,0,0,349.35,0.27,120
09/30/17,BA1655,25,1,11,9,0,0,349.71,0.36,120
09/30/17,BA1655,25,1,11,10,0,0,350.69,0.98,120
09/30/17,BA1655,25,1,11,11,0,0,351.79,1.1,120
09/30/17,BA1655,25,1,11,12,0,0,352.38,0.59,120
09/30/17,BA1655,25,1,11,13,0,0,352.71,0.33,120
09/30/17,BA1655,25,1,11,14,0,0,352.87,0.16,120
09/30/17,BA1655,25,1,11,15,0,0,353.36,0.49,120
09/30/17,BA1655,25,1,11,16,0,0,354.35,0.99,120
09/30/17,BA1655,25,1,11,17,0,0,354.75,0.4,120
09/30/17,BA1655,25,1,11,18,0,0,355.22,0.47,120
09/30/17,BA1655,25,1,11,19,0,0,355.52,0.3,120
09/30/17,BA1655,25,1,11,20,0,0,356.59,1.07,120
09/30/17,BA1655,25,1,11,21,0,0,356.77,0.18,120
09/30/17,BA1655,25,1,11,22,0,0,357.06,0.29,120
09/30/17,BA1655,25,1,11,23,0,0,357.29,0.23,120
09/30/17,BA1655,25,1,11,24,0,0,357.57,0.28,120
09/30/17,BA1655,25,1,11,25,0,0,358.36,0.79,120
09/30/17,BA1655,25,1,0,-1,0,0,358.37,0.0,200
09/30/17,BA1655,25,1,0,0,0,0,360.42,2.05,300
09/30/17,BA1655,25,1,12,1,0,0,361.64,1.22,120
09/30/17,BA1655,25,1,12,2,0,0,365.75,4.11,120
09/30/17,BA1655,25,1,12,3,0,0,366.01,0.26,120
09/30/17,BA1655,25,1,12,4,0,0,366.59,0.58,120
09/30/17,BA1655,25,1,12,5,0,0,366.79,0.2,120
09/30/17,BA1655,25,1,12,6,0,0,367.05,0.26,120
09/30/17,BA1655,25,1,12,7,0,0,367.41,0.36,120
09/30/17,BA1655,25,1,12,8,0,0,367.63,0.22,120
09/30/17,BA1655,25,1,12,9,0,0,368.01,0.38,120
09/30/17,BA1655,25,1,12,10,0,0,368.4,0.39,120
09/30/17,BA1655,25,1,12,11,0,0,368.72,0.32,120
09/30/17,BA1655,25,1,12,12,0,0,369.02,0.3,120
09/30/17,BA1655,25,1,12,13,0,0,369.97,0.95,120
09/30/17,BA1655,25,1,12,14,0,0,370.05,0.08,120
09/30/17,BA1655,25,1,12,15,0,0,370.83,0.78,120
09/30/17,BA1655,25,1,12,16,0,0,370.93,0.1,120
09/30/17,BA1655,25,1,12,17,0,0,371.74,0.81,120
09/30/17,BA1655,25,1,12,18,0,0,371.87,0.13,120
09/30/17,BA1655,25,1,12,19,0,0,373.39,1.52,120
09/30/17,BA1655,25,1,12,20,0,0,373.6,0.21,120
09/30/17,BA1655,25,1,12,21,0,0,373.95,0.35,120
09/30/17,BA1655,25,1,12,22,0,0,374.35,0.4,120
09/30/17,BA1655,25,1,12,23,0,0,374.7,0.35,120
09/30/17,BA1655,25,1,12,24,0,0,374.91,0.21,120
09/30/17,BA1655,25,1,12,25,0,0,375.35,0.44,120
