date,time,fr25,fr50,fr75,fr100
,139.75,1,*-99,*-99,*-99
,140.11,1,*-99,*-99,*-99
,140.48,1,*-99,*-99,*-99
,141.7,1,*-99,*-99,*-99
,142.17,1,*-99,*-99,*-99
,142.59,1,*-99,*-99,*-99
,142.91,1,*-99,*-99,*-99
,143.25,1,*-99,*-99,*-99
,143.61,1,*-99,*-99,*-99
,144.56,1,*-99,*-99,*-99
,145.08,1,*-99,*-99,*-99
,145.59,1,*-99,*-99,*-99
,145.94,1,*-99,*-99,*-99
,146.67,1,*-99,*-99,*-99
,149.95,1,*-99,*-99,*-99
,150.24,1,*-99,*-99,*-99
,150.47,1,*-99,*-99,*-99
,150.94,1,*-99,*-99,*-99
,158.84,1,*-99,*-99,*-99
,159.0,1,*-99,*-99,*-99
,159.31,1,*-99,*-99,*-99
,159.58,1,*-99,*-99,*-99
,159.81,1,*-99,*-99,*-99
,160.29,1,*-99,*-99,*-99
,160.49,1,*-99,*-99,*-99
,160.76,1,*-99,*-99,*-99
,161.18,1,*-99,*-99,*-99
,161.78,1,*-99,*-99,*-99
,162.6,1,*-99,*-99,*-99
,162.86,1,*-99,*-99,*-99
,163.79,1,*-99,*-99,*-99
,164.21,1,*-99,*-99,*-99
,165.52,1,*-99,*-99,*-99
,167.78,1,*-99,*-99,*-99
,168.84,1,*-99,*-99,*-99
,172.42,1,*-99,*-99,*-99
,173.07,1,*-99,*-99,*-99
,173.38,1,*-99,*-99,*-99
,173.68,1,*-99,*-99,*-99
,173.89,1,*-99,*-99,*-99
,174.26,1,*-99,*-99,*-99
,174.74,1,*-99,*-99,*-99
,175.74,1,*-99,*-99,*-99
,179.83,0,*-99,*-99,*-99
,210.75,1,*-99,*-99,*-99
,211.37,1,*-99,*-99,*-99
,212.28,1,*-99,*-99,*-99
,212.5,1,*-99,*-99,*-99
,212.99,1,*-99,*-99,*-99
,213.47,1,*-99,*-99,*-99
,213.85,1,*-99,*-99,*-99
,214.12,1,*-99,*-99,*-99
,214.57,1,*-99,*-99,*-99
,214.93,1,*-99,*-99,*-99
,215.34,1,*-99,*-99,*-99
,215.81,1,*-99,*-99,*-99
,216.04,1,*-99,*-99,*-99
,216.35,1,*-99,*-99,*-99
,216.63,1,*-99,*-99,*-99
,217.84,1,*-99,*-99,*-99
,218.26,1,*-99,*-99,*-99
,218.9,1,*-99,*-99,*-99
,219.4,1,*-99,*-99,*-99
,219.51,1,*-99,*-99,*-99
,220.22,1,*-99,*-99,*-99
,220.54,1,*-99,*-99,*-99
,221.1,1,*-99,*-99,*-99
,221.49,1,*-99,*-99,*-99
,223.11,1,*-99,*-99,*-99
,226.89,1,*-99,*-99,*-99
,228.39,1,*-99,*-99,*-99
,229.66,1,*-99,*-99,*-99
,230.81,1,*-99,*-99,*-99
,232.59,1,*-99,*-99,*-99
,233.23,1,*-99,*-99,*-99
,234.13,1,*-99,*-99,*-99
,236.51,1,*-99,*-99,*-99
,237.04,1,*-99,*-99,*-99
,237.19,1,*-99,*-99,*-99
,237.5,1,*-99,*-99,*-99
,237.78,1,*-99,*-99,*-99
,242.78,1,*-99,*-99,*-99
,243.42,1,*-99,*-99,*-99
,243.63,1,*-99,*-99,*-99
,243.86,1,*-99,*-99,*-99
,244.22,1,*-99,*-99,*-99
,244.94,1,*-99,*-99,*-99
,245.29,1,*-99,*-99,*-99
,246.31,1,*-99,*-99,*-99
,246.57,1,*-99,*-99,*-99
,246.9,1,*-99,*-99,*-99
,247.12,1,*-99,*-99,*-99
,247.57,1,*-99,*-99,*-99
,249.28,1,*-99,*-99,*-99
,276.87,1,*-99,*-99,*-99
,277.26,1,*-99,*-99,*-99
,278.04,1,*-99,*-99,*-99
,278.44,1,*-99,*-99,*-99
,279.15,1,*-99,*-99,*-99
,279.33,1,*-99,*-99,*-99
,279.67,1,*-99,*-99,*-99
,279.87,1,*-99,*-99,*-99
,280.17,1,*-99,*-99,*-99
,281.03,1,*-99,*-99,*-99
,281.36,1,*-99,*-99,*-99
,281.88,1,*-99,*-99,*-99
,282.2,1,*-99,*-99,*-99
,282.62,1,*-99,*-99,*-99
,282.82,1,*-99,*-99,*-99
,283.58,1,*-99,*-99,*-99
,283.91,1,*-99,*-99,*-99
,284.13,1,*-99,*-99,*-99
,284.31,1,*-99,*-99,*-99
,284.55,1,*-99,*-99,*-99
,285.12,1,*-99,*-99,*-99
,285.41,1,*-99,*-99,*-99
,286.03,1,*-99,*-99,*-99
,286.48,1,*-99,*-99,*-99
,286.96,1,*-99,*-99,*-99
,289.89,1,*-99,*-99,*-99
,291.95,1,*-99,*-99,*-99
,294.43,1,*-99,*-99,*-99
,294.9,1,*-99,*-99,*-99
,295.12,1,*-99,*-99,*-99
,295.35,1,*-99,*-99,*-99
,295.71,1,*-99,*-99,*-99
,295.97,1,*-99,*-99,*-99
,296.32,1,*-99,*-99,*-99
,297.69,1,*-99,*-99,*-99
,297.99,1,*-99,*-99,*-99
,298.24,1,*-99,*-99,*-99
,298.62,1,*-99,*-99,*-99
,298.95,1,*-99,*-99,*-99
,299.26,1,*-99,*-99,*-99
,299.95,1,*-99,*-99,*-99
,300.12,1,*-99,*-99,*-99
,300.31,1,*-99,*-99,*-99
,300.78,1,*-99,*-99,*-99
,301.08,1,*-99,*-99,*-99
,301.64,1,*-99,*-99,*-99
,301.9,1,*-99,*-99,*-99
,302.23,1,*-99,*-99,*-99
,302.52,1,*-99,*-99,*-99
,302.93,1,*-99,*-99,*-99
,313.94,0,*-99,*-99,*-99
,345.12,1,*-99,*-99,*-99
,345.85,1,*-99,*-99,*-99
,347.45,1,*-99,*-99,*-99
,348.03,1,*-99,*-99,*-99
,348.51,1,*-99,*-99,*-99
,348.7,1,*-99,*-99,*-99
,349.08,1,*-99,*-99,*-99
,349.35,1,*-99,*-99,*-99
,349.71,1,*-99,*-99,*-99
,350.69,1,*-99,*-99,*-99
,351.79,1,*-99,*-99,*-99
,352.38,1,*-99,*-99,*-99
,352.71,1,*-99,*-99,*-99
,352.87,1,*-99,*-99,*-99
,353.36,1,*-99,*-99,*-99
,354.35,1,*-99,*-99,*-99
,354.75,1,*-99,*-99,*-99
,355.22,1,*-99,*-99,*-99
,355.52,1,*-99,*-99,*-99
,356.59,1,*-99,*-99,*-99
,356.77,1,*-99,*-99,*-99
,357.06,1,*-99,*-99,*-99
,357.29,1,*-99,*-99,*-99
,357.57,1,*-99,*-99,*-99
,358.36,1,*-99,*-99,*-99
,361.64,1,*-99,*-99,*-99
,365.75,1,*-99,*-99,*-99
,366.01,1,*-99,*-99,*-99
,366.59,1,*-99,*-99,*-99
,366.79,1,*-99,*-99,*-99
,367.05,1,*-99,*-99,*-99
,367.41,1,*-99,*-99,*-99
,367.63,1,*-99,*-99,*-99
,368.01,1,*-99,*-99,*-99
,368.4,1,*-99,*-99,*-99
,368.72,1,*-99,*-99,*-99
,369.02,1,*-99,*-99,*-99
,369.97,1,*-99,*-99,*-99
,370.05,1,*-99,*-99,*-99
,370.83,1,*-99,*-99,*-99
,370.93,1,*-99,*-99,*-99
,371.74,1,*-99,*-99,*-99
,371.87,1,*-99,*-99,*-99
,373.39,1,*-99,*-99,*-99
,373.6,1,*-99,*-99,*-99
,373.95,1,*-99,*-99,*-99
,374.35,1,*-99,*-99,*-99
,374.7,1,*-99,*-99,*-99
,374.91,1,*-99,*-99,*-99
,375.35,1,*-99,*-99,*-99
,380.35,1,*-99,*-99,*-99
,381.84,1,*-99,*-99,*-99
,382.16,1,*-99,*-99,*-99
,382.52,1,*-99,*-99,*-99
,382.83,1,*-99,*-99,*-99
,383.12,1,*-99,*-99,*-99
,383.42,1,*-99,*-99,*-99
,383.88,1,*-99,*-99,*-99
,384.46,1,*-99,*-99,*-99
,384.69,1,*-99,*-99,*-99
,385.22,1,*-99,*-99,*-99
,386.05,1,*-99,*-99,*-99
,386.72,1,*-99,*-99,*-99
,386.95,1,*-99,*-99,*-99
,387.43,1,*-99,*-99,*-99
,387.68,1,*-99,*-99,*-99
,388.62,1,*-99,*-99,*-99
,388.8,1,*-99,*-99,*-99
,389.22,1,*-99,*-99,*-99
,390.18,1,*-99,*-99,*-99
,390.59,1,*-99,*-99,*-99
,391.08,1,*-99,*-99,*-99
,391.78,1,*-99,*-99,*-99
,392.39,1,*-99,*-99,*-99
,393.56,1,*-99,*-99,*-99
,398.11,1,*-99,*-99,*-99
,398.82,1,*-99,*-99,*-99
,399.04,1,*-99,*-99,*-99
,399.49,1,*-99,*-99,*-99
,399.78,1,*-99,*-99,*-99
,400.01,1,*-99,*-99,*-99
,400.38,1,*-99,*-99,*-99
,401.34,1,*-99,*-99,*-99
,402.12,1,*-99,*-99,*-99
,403.32,1,*-99,*-99,*-99
,403.44,1,*-99,*-99,*-99
,403.85,1,*-99,*-99,*-99
,404.28,1,*-99,*-99,*-99
,404.71,1,*-99,*-99,*-99
,405.09,1,*-99,*-99,*-99
,406.93,1,*-99,*-99,*-99
,407.34,1,*-99,*-99,*-99
,407.59,1,*-99,*-99,*-99
,407.99,1,*-99,*-99,*-99
,408.85,1,*-99,*-99,*-99
,409.23,1,*-99,*-99,*-99
,409.51,1,*-99,*-99,*-99
,410.08,1,*-99,*-99,*-99
,410.55,1,*-99,*-99,*-99
,412.45,1,*-99,*-99,*-99
,415.59,1,*-99,*-99,*-99
,421.3,1,*-99,*-99,*-99
,421.69,1,*-99,*-99,*-99
,421.91,1,*-99,*-99,*-99
,422.44,1,*-99,*-99,*-99
,422.78,1,*-99,*-99,*-99
,423.14,1,*-99,*-99,*-99
,423.64,1,*-99,*-99,*-99
,423.94,1,*-99,*-99,*-99
,424.26,1,*-99,*-99,*-99
,424.6,1,*-99,*-99,*-99
,424.78,1,*-99,*-99,*-99
,425.2,1,*-99,*-99,*-99
,425.96,1,*-99,*-99,*-99
,426.23,1,*-99,*-99,*-99
,426.54,1,*-99,*-99,*-99
,427.02,1,*-99,*-99,*-99
,427.37,1,*-99,*-99,*-99
,427.59,1,*-99,*-99,*-99
,427.71,1,*-99,*-99,*-99
,428.47,1,*-99,*-99,*-99
,429.0,1,*-99,*-99,*-99
,429.21,1,*-99,*-99,*-99
,429.49,1,*-99,*-99,*-99
,429.72,1,*-99,*-99,*-99
,433.81,1,*-99,*-99,*-99
,434.77,1,*-99,*-99,*-99
,435.05,1,*-99,*-99,*-99
,435.45,1,*-99,*-99,*-99
,435.78,1,*-99,*-99,*-99
,436.24,1,*-99,*-99,*-99
,437.89,1,*-99,*-99,*-99
,438.11,1,*-99,*-99,*-99
,439.65,1,*-99,*-99,*-99
,442.75,1,*-99,*-99,*-99
,443.36,1,*-99,*-99,*-99
,444.86,1,*-99,*-99,*-99
,447.42,1,*-99,*-99,*-99
,448.06,1,*-99,*-99,*-99
,449.9,1,*-99,*-99,*-99
,450.35,1,*-99,*-99,*-99
,451.11,1,*-99,*-99,*-99
,452.08,1,*-99,*-99,*-99
,452.35,1,*-99,*-99,*-99
,452.68,1,*-99,*-99,*-99
,452.95,1,*-99,*-99,*-99
,453.33,1,*-99,*-99,*-99
,453.94,1,*-99,*-99,*-99
,455.04,1,*-99,*-99,*-99
,455.13,1,*-99,*-99,*-99
,463.27,1,*-99,*-99,*-99
,463.63,1,*-99,*-99,*-99
,463.77,1,*-99,*-99,*-99
,464.45,1,*-99,*-99,*-99
,465.17,1,*-99,*-99,*-99
,465.58,1,*-99,*-99,*-99
,465.82,1,*-99,*-99,*-99
,466.2,1,*-99,*-99,*-99
,466.51,1,*-99,*-99,*-99
,466.74,1,*-99,*-99,*-99
,466.99,1,*-99,*-99,*-99
,467.32,1,*-99,*-99,*-99
,467.66,1,*-99,*-99,*-99
,468.0,1,*-99,*-99,*-99
,468.87,1,*-99,*-99,*-99
,469.39,1,*-99,*-99,*-99
,470.16,1,*-99,*-99,*-99
,470.55,1,*-99,*-99,*-99
,470.78,1,*-99,*-99,*-99
,471.09,1,*-99,*-99,*-99
,471.42,1,*-99,*-99,*-99
,472.39,1,*-99,*-99,*-99
,472.74,1,*-99,*-99,*-99
,473.12,1,*-99,*-99,*-99
,473.45,1,*-99,*-99,*-99
,476.81,1,*-99,*-99,*-99
,477.02,1,*-99,*-99,*-99
,477.51,1,*-99,*-99,*-99
,477.76,1,*-99,*-99,*-99
,478.14,1,*-99,*-99,*-99
,478.48,1,*-99,*-99,*-99
,478.85,1,*-99,*-99,*-99
,479.2,1,*-99,*-99,*-99
,479.59,1,*-99,*-99,*-99
,479.92,1,*-99,*-99,*-99
,480.4,1,*-99,*-99,*-99
,480.67,1,*-99,*-99,*-99
,482.26,1,*-99,*-99,*-99
,482.49,1,*-99,*-99,*-99
,483.64,1,*-99,*-99,*-99
,484.83,1,*-99,*-99,*-99
,486.16,1,*-99,*-99,*-99
,486.59,1,*-99,*-99,*-99
,486.98,1,*-99,*-99,*-99
,487.29,1,*-99,*-99,*-99
,488.95,1,*-99,*-99,*-99
,489.62,1,*-99,*-99,*-99
,489.8,1,*-99,*-99,*-99
,490.26,1,*-99,*-99,*-99
,490.6,1,*-99,*-99,*-99
,496.64,1,*-99,*-99,*-99
,498.48,1,*-99,*-99,*-99
,498.92,1,*-99,*-99,*-99
,499.17,1,*-99,*-99,*-99
,499.6,1,*-99,*-99,*-99
,499.9,1,*-99,*-99,*-99
,500.37,1,*-99,*-99,*-99
,500.65,1,*-99,*-99,*-99
,501.76,1,*-99,*-99,*-99
,502.0,1,*-99,*-99,*-99
,502.78,1,*-99,*-99,*-99
,503.23,1,*-99,*-99,*-99
,503.53,1,*-99,*-99,*-99
,504.05,1,*-99,*-99,*-99
,504.52,1,*-99,*-99,*-99
,504.85,1,*-99,*-99,*-99
,505.18,1,*-99,*-99,*-99
,505.65,1,*-99,*-99,*-99
,506.27,1,*-99,*-99,*-99
,506.7,1,*-99,*-99,*-99
,507.05,1,*-99,*-99,*-99
,508.01,1,*-99,*-99,*-99
,508.31,1,*-99,*-99,*-99
,509.73,1,*-99,*-99,*-99
,511.05,1,*-99,*-99,*-99
,516.11,1,*-99,*-99,*-99
,516.72,1,*-99,*-99,*-99
,517.46,1,*-99,*-99,*-99
,517.88,1,*-99,*-99,*-99
,519.81,1,*-99,*-99,*-99
,520.24,1,*-99,*-99,*-99
,520.78,1,*-99,*-99,*-99
,521.22,1,*-99,*-99,*-99
,521.66,1,*-99,*-99,*-99
,523.64,1,*-99,*-99,*-99
,524.0,1,*-99,*-99,*-99
,524.48,1,*-99,*-99,*-99
,524.81,1,*-99,*-99,*-99
,525.31,1,*-99,*-99,*-99
,525.76,1,*-99,*-99,*-99
,528.1,1,*-99,*-99,*-99
,528.93,1,*-99,*-99,*-99
,529.26,1,*-99,*-99,*-99
,529.56,1,*-99,*-99,*-99
,530.4,1,*-99,*-99,*-99
,531.57,1,*-99,*-99,*-99
,532.94,1,*-99,*-99,*-99
,533.58,1,*-99,*-99,*-99
,534.24,1,*-99,*-99,*-99
,534.47,1,*-99,*-99,*-99
,539.91,1,*-99,*-99,*-99
,540.59,1,*-99,*-99,*-99
,540.7,1,*-99,*-99,*-99
,541.1,1,*-99,*-99,*-99
,541.31,1,*-99,*-99,*-99
,541.53,1,*-99,*-99,*-99
,542.56,1,*-99,*-99,*-99
,543.12,1,*-99,*-99,*-99
,543.55,1,*-99,*-99,*-99
,543.92,1,*-99,*-99,*-99
,544.39,1,*-99,*-99,*-99
,545.11,1,*-99,*-99,*-99
,546.7,1,*-99,*-99,*-99
,547.29,1,*-99,*-99,*-99
,548.62,1,*-99,*-99,*-99
,549.32,1,*-99,*-99,*-99
,549.63,1,*-99,*-99,*-99
,550.01,1,*-99,*-99,*-99
,550.54,1,*-99,*-99,*-99
,550.9,1,*-99,*-99,*-99
,551.31,1,*-99,*-99,*-99
,551.75,1,*-99,*-99,*-99
,552.79,1,*-99,*-99,*-99
,553.08,1,*-99,*-99,*-99
,553.52,1,*-99,*-99,*-99
,563.66,1,*-99,*-99,*-99
,563.98,1,*-99,*-99,*-99
,565.12,1,*-99,*-99,*-99
,565.54,1,*-99,*-99,*-99
,565.77,1,*-99,*-99,*-99
,566.72,1,*-99,*-99,*-99
,567.17,1,*-99,*-99,*-99
,567.45,1,*-99,*-99,*-99
,567.93,1,*-99,*-99,*-99
,568.25,1,*-99,*-99,*-99
,569.55,1,*-99,*-99,*-99
,570.62,1,*-99,*-99,*-99
,571.05,1,*-99,*-99,*-99
,571.28,1,*-99,*-99,*-99
,571.75,1,*-99,*-99,*-99
,571.86,1,*-99,*-99,*-99
,572.48,1,*-99,*-99,*-99
,573.32,1,*-99,*-99,*-99
,574.13,1,*-99,*-99,*-99
,574.46,1,*-99,*-99,*-99
,576.04,1,*-99,*-99,*-99
,577.49,1,*-99,*-99,*-99
,577.78,1,*-99,*-99,*-99
,577.97,1,*-99,*-99,*-99
,579.05,1,*-99,*-99,*-99
,585.02,1,*-99,*-99,*-99
,586.47,1,*-99,*-99,*-99
,586.65,1,*-99,*-99,*-99
,587.75,1,*-99,*-99,*-99
,587.98,1,*-99,*-99,*-99
,588.38,1,*-99,*-99,*-99
,588.81,1,*-99,*-99,*-99
,589.18,1,*-99,*-99,*-99
,589.75,1,*-99,*-99,*-99
,591.09,1,*-99,*-99,*-99
,592.5,1,*-99,*-99,*-99
,593.59,1,*-99,*-99,*-99
,594.07,1,*-99,*-99,*-99
,594.37,1,*-99,*-99,*-99
,594.91,1,*-99,*-99,*-99
,595.23,1,*-99,*-99,*-99
,595.79,1,*-99,*-99,*-99
,596.2,1,*-99,*-99,*-99
,596.54,1,*-99,*-99,*-99
,596.87,1,*-99,*-99,*-99
,597.4,1,*-99,*-99,*-99
,598.53,1,*-99,*-99,*-99
,599.07,1,*-99,*-99,*-99
,599.99,1,*-99,*-99,*-99
,600.28,1,*-99,*-99,*-99
,602.74,1,*-99,*-99,*-99
,629.22,1,*-99,*-99,*-99
,629.46,1,*-99,*-99,*-99
,629.68,1,*-99,*-99,*-99
,630.14,1,*-99,*-99,*-99
,631.47,1,*-99,*-99,*-99
,631.84,1,*-99,*-99,*-99
,632.24,1,*-99,*-99,*-99
,632.59,1,*-99,*-99,*-99
,633.07,1,*-99,*-99,*-99
,633.39,1,*-99,*-99,*-99
,633.71,1,*-99,*-99,*-99
,634.18,1,*-99,*-99,*-99
,635.48,1,*-99,*-99,*-99
,636.02,1,*-99,*-99,*-99
,636.57,1,*-99,*-99,*-99
,636.81,1,*-99,*-99,*-99
,637.3,1,*-99,*-99,*-99
,637.59,1,*-99,*-99,*-99
,637.95,1,*-99,*-99,*-99
,639.4,1,*-99,*-99,*-99
,639.82,1,*-99,*-99,*-99
,640.09,1,*-99,*-99,*-99
,640.41,1,*-99,*-99,*-99
,640.87,1,*-99,*-99,*-99
,645.67,1,*-99,*-99,*-99
,646.35,1,*-99,*-99,*-99
,647.24,1,*-99,*-99,*-99
,647.44,1,*-99,*-99,*-99
,648.73,1,*-99,*-99,*-99
,649.0,1,*-99,*-99,*-99
,649.21,1,*-99,*-99,*-99
,649.48,1,*-99,*-99,*-99
,649.87,1,*-99,*-99,*-99
,650.33,1,*-99,*-99,*-99
,651.21,1,*-99,*-99,*-99
,651.86,1,*-99,*-99,*-99
,652.38,1,*-99,*-99,*-99
,652.58,1,*-99,*-99,*-99
,652.85,1,*-99,*-99,*-99
,653.23,1,*-99,*-99,*-99
,653.85,1,*-99,*-99,*-99
,654.25,1,*-99,*-99,*-99
,654.7,1,*-99,*-99,*-99
,655.92,1,*-99,*-99,*-99
,656.21,1,*-99,*-99,*-99
,657.88,1,*-99,*-99,*-99
,658.28,1,*-99,*-99,*-99
,658.62,1,*-99,*-99,*-99
,658.95,1,*-99,*-99,*-99
,661.06,1,*-99,*-99,*-99
,661.4,1,*-99,*-99,*-99
,662.32,1,*-99,*-99,*-99
,662.55,1,*-99,*-99,*-99
,662.83,1,*-99,*-99,*-99
,663.14,1,*-99,*-99,*-99
,663.67,1,*-99,*-99,*-99
,664.56,1,*-99,*-99,*-99
,664.71,1,*-99,*-99,*-99
,665.09,1,*-99,*-99,*-99
,665.45,1,*-99,*-99,*-99
,665.73,1,*-99,*-99,*-99
,666.21,1,*-99,*-99,*-99
,666.5,1,*-99,*-99,*-99
,667.61,1,*-99,*-99,*-99
,667.83,1,*-99,*-99,*-99
,668.34,1,*-99,*-99,*-99
,669.62,1,*-99,*-99,*-99
,669.9,1,*-99,*-99,*-99
,670.88,1,*-99,*-99,*-99
,671.5,1,*-99,*-99,*-99
,671.73,1,*-99,*-99,*-99
,672.09,1,*-99,*-99,*-99
,672.38,1,*-99,*-99,*-99
,672.77,1,*-99,*-99,*-99
,690.17,1,*-99,*-99,*-99
,690.96,1,*-99,*-99,*-99
,691.6,1,*-99,*-99,*-99
,691.92,1,*-99,*-99,*-99
,692.93,1,*-99,*-99,*-99
,693.36,1,*-99,*-99,*-99
,693.58,1,*-99,*-99,*-99
,693.92,1,*-99,*-99,*-99
,694.21,1,*-99,*-99,*-99
,694.56,1,*-99,*-99,*-99
,695.22,1,*-99,*-99,*-99
,695.38,1,*-99,*-99,*-99
,695.56,1,*-99,*-99,*-99
,695.79,1,*-99,*-99,*-99
,696.11,1,*-99,*-99,*-99
,696.39,1,*-99,*-99,*-99
,696.68,1,*-99,*-99,*-99
,696.92,1,*-99,*-99,*-99
,697.18,1,*-99,*-99,*-99
,698.19,1,*-99,*-99,*-99
,698.99,1,*-99,*-99,*-99
,699.25,1,*-99,*-99,*-99
,699.54,1,*-99,*-99,*-99
,699.73,1,*-99,*-99,*-99
,700.09,1,*-99,*-99,*-99
,710.7,1,*-99,*-99,*-99
,711.72,1,*-99,*-99,*-99
,712.5,1,*-99,*-99,*-99
,712.88,1,*-99,*-99,*-99
,713.35,1,*-99,*-99,*-99
,713.78,1,*-99,*-99,*-99
,714.15,1,*-99,*-99,*-99
,714.57,1,*-99,*-99,*-99
,715.14,1,*-99,*-99,*-99
,715.52,1,*-99,*-99,*-99
,715.82,1,*-99,*-99,*-99
,716.25,1,*-99,*-99,*-99
,717.04,1,*-99,*-99,*-99
,717.47,1,*-99,*-99,*-99
,717.91,1,*-99,*-99,*-99
,718.21,1,*-99,*-99,*-99
,718.59,1,*-99,*-99,*-99
,719.11,1,*-99,*-99,*-99
,719.47,1,*-99,*-99,*-99
,720.0,1,*-99,*-99,*-99
,720.98,1,*-99,*-99,*-99
,721.52,1,*-99,*-99,*-99
,722.4,1,*-99,*-99,*-99
,726.03,1,*-99,*-99,*-99
,726.41,1,*-99,*-99,*-99
,729.27,1,*-99,*-99,*-99
,729.55,1,*-99,*-99,*-99
,731.65,1,*-99,*-99,*-99
,732.05,1,*-99,*-99,*-99
,732.22,1,*-99,*-99,*-99
,732.64,1,*-99,*-99,*-99
,733.06,1,*-99,*-99,*-99
,733.84,1,*-99,*-99,*-99
,734.66,1,*-99,*-99,*-99
,735.25,1,*-99,*-99,*-99
,735.71,1,*-99,*-99,*-99
,736.05,1,*-99,*-99,*-99
,736.86,1,*-99,*-99,*-99
,737.15,1,*-99,*-99,*-99
,737.41,1,*-99,*-99,*-99
,738.34,1,*-99,*-99,*-99
,738.78,1,*-99,*-99,*-99
,740.17,1,*-99,*-99,*-99
,740.51,1,*-99,*-99,*-99
,740.88,1,*-99,*-99,*-99
,741.14,1,*-99,*-99,*-99
,741.59,1,*-99,*-99,*-99
,741.77,1,*-99,*-99,*-99
,742.61,1,*-99,*-99,*-99
,743.7,1,*-99,*-99,*-99
,746.32,1,*-99,*-99,*-99
,747.16,1,*-99,*-99,*-99
,750.78,1,*-99,*-99,*-99
,754.08,1,*-99,*-99,*-99
,755.59,1,*-99,*-99,*-99
